GEOID20,C000,CNS15,CNS16,CNS17,CNS18
060590013011002,2,0,2,0,0
060590013011003,2,0,2,0,0
060590013011008,4,0,0,0,0
060590013011010,17,0,0,0,13
060590013011011,12,0,6,0,0
060590013012004,4,0,1,0,0
060590013012005,55,55,0,0,0
060590013012008,2,2,0,0,0
060590013012009,101,0,2,0,0
060590013012010,37,0,0,0,37
060590013012013,1,0,0,0,0
060590013012014,16,16,0,0,0
060590013012019,78,0,0,0,6
060590013013000,5,0,3,0,0
060590013013008,21,0,3,0,12
060590013013009,7,0,0,0,7
060590013013010,1,0,0,0,0
060590013014002,56,0,0,0,6
060590013014003,12,0,9,0,0
060590013014004,1,0,0,0,0
060590013014006,1,0,0,0,0
060590013014009,35,0,1,0,0
060590013015001,6,0,3,0,0
060590013015002,10,0,4,0,0
060590013015003,76,0,0,0,17
060590013015004,32,0,7,0,0
060590013015005,623,1,22,16,208
060590013015006,115,0,0,0,107
060590013015007,179,0,0,0,179
060590013031002,25,0,18,0,0
060590013031003,27,0,10,0,13
060590013031004,13,0,4,0,0
060590013031005,10,0,3,0,0
060590013031006,4,0,4,0,0
060590013031007,10,0,0,0,0
060590013032000,14,0,0,0,9
060590013032001,10,0,9,0,0
060590013032005,4,0,4,0,0
060590013033000,1,0,1,0,0
060590013033001,73,73,0,0,0
060590013033004,23,0,1,0,0
060590013033006,1,0,1,0,0
060590013033007,123,0,2,0,0
060590013033008,1,0,1,0,0
060590013033010,128,0,0,0,0
060590013033012,3,0,1,0,0
060590013033013,192,0,0,0,0
060590013033014,42,0,0,0,33
060590013033015,102,20,1,0,3
060590013033016,2,0,0,0,0
060590013041000,482,0,0,0,0
060590013041002,119,0,2,0,0
060590013041003,6,0,4,0,0
060590013041004,2,0,1,0,0
060590013041005,3,0,0,0,0
060590013041006,1,0,1,0,0
060590013041007,2,0,2,0,0
060590013041008,777,27,1,0,0
060590013041009,81,0,0,0,11
060590013041010,1,0,1,0,0
060590013042001,2,0,2,0,0
060590013042006,1,0,0,0,0
060590013042010,16,0,10,0,6
060590013042011,6,0,3,0,0
060590013042012,2,0,1,0,0
060590013042018,1,0,1,0,0
060590013042019,9,0,5,0,0
060590013042020,90,0,0,0,0
060590013042022,1,0,0,0,0
060590013042023,6,0,3,0,0
060590014011000,5,0,0,0,0
060590014011001,40,38,0,0,0
060590014011002,80,0,29,0,8
060590014011003,4,0,2,0,0
060590014011004,199,0,9,0,44
060590014011005,14,0,0,0,0
060590014012000,1,0,1,0,0
060590014012003,2,0,1,0,0
060590014012007,59,0,10,0,20
060590014012008,15,7,0,0,0
060590014012009,11,0,1,0,1
060590014013000,84,61,4,0,0
060590014013003,116,54,1,0,11
060590014013004,50,0,48,0,0
060590014013007,18,0,2,0,9
060590014013008,9,0,0,0,0
060590014014000,189,0,28,0,39
060590014014002,3,0,3,0,0
060590014014003,1,0,1,0,0
060590014021000,2,0,0,0,0
060590014021001,3,0,0,0,0
060590014021002,2,0,0,0,0
060590014021004,2,0,0,0,0
060590014021005,12,0,1,0,0
060590014021006,8,0,2,0,0
060590014021010,18,0,6,0,0
060590014022000,14,0,2,0,0
060590014022001,3,0,3,0,0
060590014022002,1,0,1,0,0
060590014022003,1,0,1,0,0
060590014022006,5,0,5,0,0
060590014022007,103,0,8,0,42
060590014022008,103,0,9,0,71
060590014022010,1,0,1,0,0
060590014023001,2,0,1,0,0
060590014023002,56,46,0,0,0
060590014023009,13,0,2,0,0
060590014031002,13,0,0,0,0
060590014031005,4,0,0,0,0
060590014031006,3,0,0,0,0
060590014031007,94,75,18,0,0
060590014031010,1,0,0,0,0
060590014031012,3,0,3,0,0
060590014031013,15,0,0,0,0
060590014031014,12,0,10,0,0
060590014032001,1,0,1,0,0
060590014032002,2,0,0,0,0
060590014032003,4,0,0,0,0
060590014032004,4,0,3,0,0
060590014032006,4,0,0,0,0
060590014032009,1,0,1,0,0
060590014032015,2,0,0,0,0
060590014032019,59,0,8,0,6
060590014032020,2,0,0,0,0
060590014032022,1,0,1,0,0
060590014032023,20,0,0,0,0
060590014041001,6,0,0,0,0
060590014041002,465,173,1,0,0
060590014041003,330,0,10,0,0
060590014041004,7,0,2,0,5
060590014041005,5,0,3,0,0
060590014041006,5,0,5,0,0
060590014041008,12,0,0,0,0
060590014041009,609,11,0,0,0
060590014041010,239,0,7,0,63
060590014041011,528,0,0,0,0
060590014041012,107,0,0,0,0
060590014041013,93,0,8,0,6
060590014041014,1606,6,14,0,41
060590014041018,873,2,68,0,122
060590014041019,28,0,0,0,22
060590014041020,37,3,0,0,32
060590014041021,6,0,6,0,0
060590014041024,45,0,38,0,0
060590014042000,48,0,6,0,30
060590014042002,3,0,0,0,0
060590014042006,6,0,1,0,0
060590014042007,29,0,10,0,9
060590014042008,2,2,0,0,0
060590014043000,204,0,11,0,37
060590014043001,10,0,4,0,0
060590014043002,66,48,0,0,0
060590014043003,25,0,2,0,0
060590014043004,6,0,0,0,0
060590014043005,126,0,1,0,0
060590014043007,413,0,26,0,0
060590014043008,912,0,0,0,0
060590014043009,99,0,0,0,19
060590015011000,1,0,1,0,0
060590015011001,97,0,5,0,0
060590015011004,2,0,1,0,0
060590015011010,2,0,2,0,0
060590015011015,261,0,9,0,12
060590015011018,4,0,3,0,0
060590015012000,8,0,1,0,0
060590015012010,10,0,0,0,0
060590015012015,11,0,3,0,0
060590015012022,5,0,0,5,0
060590015012023,4,0,1,0,0
060590015012024,4,0,2,0,0
060590015012026,14,0,1,0,0
060590015012028,8,0,0,0,0
060590015012035,1,0,0,0,0
060590015012047,531,0,0,0,0
060590015012049,547,0,0,0,0
060590015012050,716,0,19,0,7
060590015012051,254,0,0,0,0
060590015012052,1211,0,703,0,0
060590015012053,9,0,0,0,0
060590015013002,3,0,0,0,0
060590015013004,11,0,0,0,9
060590015013007,2,0,0,0,0
060590015013008,3,0,0,0,0
060590015013011,16,0,2,0,0
060590015013016,6,0,0,0,0
060590015013017,26,0,0,0,0
060590015013018,30,0,0,0,0
060590015013020,1,0,0,0,0
060590015031000,64,2,5,0,17
060590015031001,3,0,1,0,0
060590015031003,11,0,11,0,0
060590015031004,12,0,11,0,0
060590015031006,3,0,0,0,0
060590015031007,1,0,1,0,0
060590015032000,15,0,0,0,0
060590015032001,86,7,6,21,11
060590015032002,16,0,0,0,0
060590015032003,10,0,5,0,0
060590015032005,66,0,10,0,21
060590015033000,3,0,0,0,0
060590015033001,2,0,2,0,0
060590015033003,1,0,1,0,0
060590015033008,1,0,1,0,0
060590015033009,1,0,0,0,0
060590015033012,7,0,0,0,0
060590015033013,7,0,7,0,0
060590015034000,2303,5,5,0,0
060590015034001,371,0,4,0,23
060590015034002,215,0,2,0,0
060590015034003,659,0,33,0,0
060590015034007,3,0,3,0,0
060590015034009,5,0,1,0,0
060590015034010,15,5,0,0,2
060590015034011,12,0,1,0,0
060590015034012,7,0,1,0,0
060590015034013,73,59,0,0,0
060590015034014,3,0,3,0,0
060590015035000,14,0,8,0,0
060590015035002,2,0,2,0,0
060590015035003,6,0,0,6,0
060590015035004,92,0,1,7,23
060590015035005,99,0,13,0,0
060590015035007,1,0,0,0,0
060590015035008,55,0,0,0,55
060590015035009,2068,1,30,0,23
060590015035010,1,0,0,0,0
060590015035011,348,0,26,2,0
060590015035012,577,0,34,0,0
060590015035013,249,0,0,0,93
060590015035014,227,9,0,0,128
060590015035015,2,0,0,0,0
060590015035017,21,7,5,0,2
060590015035018,35,0,0,0,0
060590015035019,2,0,2,0,0
060590015041000,2,0,0,0,0
060590015041002,614,10,37,0,14
060590015041003,3,0,1,0,0
060590015041009,740,0,10,0,203
060590015041014,3386,85,15,15,532
060590015041015,32,0,32,0,0
060590015042001,396,0,29,15,155
060590015042002,2,0,0,0,0
060590015042003,25,0,0,0,0
060590015042004,8,0,8,0,0
060590015042006,4,0,0,0,0
060590015042007,9,0,6,0,0
060590015042008,25,0,10,0,13
060590015042009,4,0,0,0,0
060590015042011,16,0,5,11,0
060590015042015,7,0,0,0,0
060590015043000,178,0,2,3,161
060590015043002,1,0,0,0,0
060590015043003,3,0,0,0,0
060590015043004,2,0,2,0,0
060590015044000,50,42,2,0,0
060590015044002,2,0,0,0,0
060590015044003,68,51,15,0,0
060590015044004,72,0,7,0,52
060590015044005,344,0,0,0,174
060590015044006,11,0,11,0,0
060590015044008,12,0,4,0,0
060590015044009,2704,10,97,0,558
060590015051002,58,0,0,0,49
060590015051005,31,0,22,0,0
060590015051008,1,0,0,0,1
060590015051011,11,0,1,0,0
060590015052004,5,0,0,0,0
060590015052005,8,0,0,0,0
060590015052006,1,0,1,0,0
060590015052007,5,0,1,0,0
060590015052009,12,0,0,2,0
060590015052010,15,0,0,0,0
060590015052011,145,23,18,0,33
060590015052012,2,0,0,0,0
060590015052013,2,0,0,0,0
060590015052014,5,0,0,0,0
060590015052015,4,0,1,0,0
060590015052016,49,0,4,0,16
060590015052017,4,0,1,0,0
060590015052018,4,0,0,0,0
060590015052021,1,0,0,0,0
060590015052022,9,0,1,0,0
060590015052023,1,0,1,0,0
060590015052026,22,0,22,0,0
060590015053000,153,78,1,0,0
060590015053001,4,0,4,0,0
060590015053004,13,0,0,0,0
060590015053005,1,0,0,0,0
060590015053008,1,0,1,0,0
060590015053013,6,0,3,0,0
060590015053015,36,0,0,0,0
060590015053017,5,0,0,0,0
060590015054000,5,0,0,0,0
060590015054001,1,0,1,0,0
060590015054002,1,0,1,0,0
060590015054005,5,0,0,0,0
060590015054006,1,0,0,0,0
060590015054008,1,0,0,1,0
060590015054010,4,0,0,0,0
060590015054011,5,0,0,0,0
060590015054012,11,0,0,0,0
060590015054013,2,0,2,0,0
060590015054015,2,0,1,0,0
060590015054016,39,0,0,1,0
060590015061001,22,0,0,0,0
060590015061004,68,0,53,0,0
060590015061005,47,45,0,0,0
060590015061008,3,0,0,0,0
060590015061009,7,0,0,2,0
060590015061011,2,0,0,0,0
060590015061012,85,0,32,0,24
060590015061013,460,0,441,0,0
060590015061015,9,0,2,0,0
060590015061017,59,0,54,0,0
060590015061018,50,0,31,0,0
060590015062003,2,0,0,0,0
060590015062005,13,2,2,0,0
060590015062007,6,0,0,0,0
060590015062009,3,0,3,0,0
060590015062010,7,0,2,0,0
060590015062012,1,0,1,0,0
060590015062016,31,0,1,0,0
060590015062017,3,0,0,0,0
060590015062022,120,61,0,0,0
060590015062023,49,0,0,0,0
060590015071000,36,0,15,0,0
060590015071001,31,0,24,0,0
060590015071002,556,0,115,7,19
060590015071003,52,5,0,0,0
060590015071004,277,0,0,2,0
060590015071005,1291,11,46,0,0
060590015071006,73,0,0,0,0
060590015072003,7,0,2,0,0
060590015072007,31,0,0,0,3
060590015073000,236,12,16,0,35
060590015073001,4,0,0,0,0
060590015073004,1,0,0,0,0
060590015073008,2,0,0,0,0
060590015073010,3,0,3,0,0
060590015073012,1370,0,0,0,9
060590015073013,306,0,29,0,0
060590015073014,83,83,0,0,0
060590015073015,33,0,0,0,20
060590015073016,433,0,54,0,0
060590015073017,51,0,0,0,0
060590015073020,33,0,1,0,0
060590015073022,2,0,0,0,0
060590015073023,3,0,0,0,0
060590015073028,14,0,0,0,0
060590016021001,93,0,0,93,0
060590016021002,1,0,0,0,0
060590016021003,2,0,0,0,0
060590016021008,2,0,0,0,0
060590016021010,1,0,1,0,0
060590016021011,5,0,2,0,0
060590016022000,32,0,3,0,0
060590016022001,114,0,84,0,0
060590016022002,3,0,0,0,0
060590016022004,12,10,0,0,0
060590016023000,69,0,0,0,69
060590016023002,4,0,0,0,0
060590016023005,12,0,10,0,0
060590016023006,6,0,0,0,0
060590016023007,16,0,6,0,0
060590016023008,8,0,0,0,0
060590016023009,111,88,0,0,0
060590016023013,57,57,0,0,0
060590016024000,7,0,0,0,0
060590016024001,7,0,1,0,0
060590016024002,2,0,0,0,0
060590016024005,8,0,2,0,0
060590016024006,168,0,2,0,0
060590016024008,231,0,7,0,51
060590016024009,6,0,0,0,0
060590016025001,1,0,1,0,0
060590016025002,10,0,3,0,0
060590016025004,312,255,12,0,0
060590016031000,247,0,42,0,30
060590016031001,438,5,373,0,33
060590016031002,16,0,6,0,0
060590016031003,2,0,2,0,0
060590016031004,2,0,0,0,0
060590016031005,1,0,1,0,0
060590016031008,18,0,17,0,1
060590016031009,2,0,0,0,0
060590016031011,22,0,10,0,0
060590016031013,2459,0,2324,77,8
060590016031015,2,0,2,0,0
060590016031021,2033,9,1369,0,27
060590016031022,24,0,6,0,0
060590016031025,103,0,1,0,0
060590016031026,11,0,0,0,0
060590016031027,41,0,0,0,0
060590016032001,5,0,0,0,0
060590016032002,4,0,3,0,1
060590016032007,544,72,387,43,31
060590016032011,83,0,31,0,0
060590016032013,19,0,0,0,0
060590016041000,1790,0,1784,0,0
060590016041001,561,0,0,5,11
060590016041002,23,0,0,0,0
060590016041003,2,0,0,0,0
060590016041004,3,0,2,0,0
060590016041005,1,0,1,0,0
060590016042001,27,0,2,0,0
060590016042002,3,0,0,0,0
060590016042003,2,0,2,0,0
060590016042006,4,0,0,0,0
060590016042007,9,0,0,0,0
060590016042008,127,4,41,18,42
060590016042009,4,0,0,0,0
060590016042010,112,0,0,0,65
060590016042011,5,0,3,0,0
060590016043000,63,52,9,0,0
060590016043004,6,0,0,0,0
060590016043005,2,0,0,0,0
060590016043009,2,0,0,0,0
060590016043010,3,0,0,0,0
060590016044000,2,0,0,0,0
060590016044001,3,0,0,0,0
060590016044002,1,0,1,0,0
060590016044003,2,0,0,0,0
060590016044007,10,0,0,0,0
060590016044008,67,0,13,0,0
060590016044009,5,0,0,0,0
060590016044010,16,0,4,0,3
060590017041000,111,21,17,0,52
060590017041001,90,65,15,0,0
060590017041002,5,0,0,0,0
060590017041003,159,143,0,0,0
060590017042001,42,22,5,0,0
060590017042002,79,79,0,0,0
060590017042003,4,0,0,0,0
060590017042004,2,0,0,0,0
060590017042005,2,0,2,0,0
060590017042006,3,0,0,0,0
060590017042007,9,0,7,0,0
060590017042008,7,0,3,0,0
060590017042009,3,0,0,0,0
060590017042010,45,0,3,0,0
060590017042011,4,0,1,0,0
060590017042012,7,0,5,0,0
060590017042013,7,0,0,0,0
060590017042014,1,0,0,0,0
060590017042015,7,0,0,0,0
060590017042016,2,0,0,0,0
060590017042017,1,0,1,0,0
060590017042018,1,0,0,0,0
060590017042019,3,0,3,0,0
060590017043000,7,0,0,2,0
060590017043002,2,0,1,0,0
060590017043003,7,0,0,0,0
060590017043005,3,0,3,0,0
060590017043007,7,0,7,0,0
060590017043008,34,0,0,0,0
060590017043009,44,0,0,0,38
060590017043010,19,0,1,0,0
060590017043011,2,0,2,0,0
060590017043012,2,0,2,0,0
060590017043013,6,0,3,0,0
060590017043016,2,0,0,0,0
060590017043017,3,0,3,0,0
060590017043019,5,5,0,0,0
060590017043020,4,0,0,0,0
060590017043024,5,0,0,0,0
060590017043026,1,0,1,0,0
060590017043027,1,0,1,0,0
060590017043029,11,0,0,0,0
060590017043031,223,219,0,0,0
060590017043033,50,0,0,0,0
060590017043036,2,0,2,0,0
060590017043037,6,0,6,0,0
060590017043038,16,0,2,0,11
060590017044000,25,0,5,1,13
060590017044001,842,0,1,0,0
060590017044003,4,0,4,0,0
060590017044004,1,0,1,0,0
060590017044005,33,0,4,0,12
060590017044006,667,8,49,40,230
060590017044007,58,48,0,0,0
060590017044011,4,0,1,0,0
060590017044012,1,0,0,0,0
060590017044013,1,0,1,0,0
060590017044014,5,0,0,0,0
060590017051000,232,0,9,0,0
060590017051001,2,0,2,0,0
060590017051002,1,0,1,0,0
060590017051004,1,0,1,0,0
060590017051006,1,0,1,0,0
060590017051007,1,0,0,0,0
060590017051008,1,0,0,0,0
060590017051009,19,0,13,0,0
060590017051010,14,0,0,0,0
060590017051011,15,0,1,0,0
060590017051012,1,0,0,0,0
060590017051013,12,4,3,0,0
060590017051014,4,0,1,0,0
060590017052000,15,0,3,0,0
060590017052001,7,0,0,0,0
060590017052002,7,0,1,0,0
060590017052004,3,0,3,0,0
060590017052005,11,0,0,0,0
060590017052006,2,2,0,0,0
060590017053000,3,0,2,0,0
060590017053001,20,9,0,0,11
060590017053002,61,0,0,0,0
060590017053003,2,0,2,0,0
060590017053004,13,0,3,0,0
060590017053005,8,0,1,0,0
060590017053006,2,0,2,0,0
060590017053007,1,0,1,0,0
060590017053008,11,0,0,0,0
060590017061000,25,0,2,0,8
060590017061001,133,0,29,0,0
060590017061003,225,0,179,0,0
060590017061004,100,54,46,0,0
060590017061005,135,0,106,0,0
060590017061009,3,0,0,0,0
060590017061010,13,0,2,0,0
060590017061011,89,0,84,0,0
060590017061012,1,0,1,0,0
060590017061013,6,0,1,0,0
060590017062000,2,0,1,0,0
060590017062001,15,0,0,0,15
060590017062003,16,0,2,0,0
060590017063000,48,0,13,0,0
060590017063001,49,0,49,0,0
060590017063002,29,0,26,0,0
060590017063003,131,0,121,0,10
060590017063004,185,18,147,0,15
060590017063006,6,0,4,0,0
060590017063008,10,0,0,0,0
060590017063009,4,0,4,0,0
060590017063011,2,0,0,2,0
060590017063012,13,0,7,0,0
060590017064000,23,0,20,0,0
060590017064001,19,0,1,0,12
060590017064004,3,0,0,0,0
060590017064008,2,0,2,0,0
060590017064009,6,0,3,0,0
060590017081000,427,60,4,4,72
060590017081003,4,0,2,0,0
060590017081005,1,0,1,0,0
060590017081007,2,0,2,0,0
060590017082001,10,0,1,0,0
060590017082004,2,0,0,0,0
060590017082005,17,0,16,0,0
060590017082006,16,0,0,0,0
060590017082007,2,0,0,0,0
060590017082008,3,0,0,0,0
060590017083001,47,7,16,0,0
060590017083002,5,0,0,0,0
060590017083003,8,0,1,0,6
060590017083004,1,0,0,0,0
060590017083005,8,0,5,0,0
060590017083006,12,0,8,0,0
060590017083007,8,0,1,0,0
060590017083008,1,0,1,0,0
060590017091000,875,8,86,31,180
060590017091001,5,0,1,0,0
060590017091002,21,0,0,0,0
060590017091003,1,0,1,0,0
060590017091005,7,0,7,0,0
060590017091006,22,0,0,0,0
060590017091007,16,0,0,0,0
060590017091008,1016,0,1,0,171
060590017091009,184,8,4,2,38
060590017091010,18,0,0,0,0
060590017091012,1,0,0,0,0
060590017091017,2,0,0,0,0
060590017091018,1,0,0,0,0
060590017101001,47,0,32,2,0
060590017101004,39,0,9,0,7
060590017101005,3,0,2,0,0
060590017101007,9,0,0,0,0
060590017101009,4,0,2,0,0
060590017101010,2,0,2,0,0
060590017102000,25,1,5,0,8
060590017102001,2,0,2,0,0
060590017102002,15,0,7,0,8
060590017102003,6,0,2,0,0
060590017102004,14,13,1,0,0
060590017102005,2,0,1,0,0
060590017103000,11,0,2,0,0
060590017103001,7,0,1,0,2
060590017103002,32,0,0,0,11
060590017103003,3,0,2,0,0
060590017103004,2,0,1,0,0
060590017103005,2,0,0,0,0
060590017103006,2,0,0,0,0
060590018011001,1,0,0,0,0
060590018011002,356,0,27,0,0
060590018011003,91,14,0,0,0
060590018011004,132,0,2,0,22
060590018011005,13,0,8,0,0
060590018011006,1,0,1,0,0
060590018011007,18,2,4,0,0
060590018011008,10,0,0,0,0
060590018011009,3,0,3,0,0
060590018011010,16,0,1,0,1
060590018011012,4,0,0,0,0
060590018011013,1,0,1,0,0
060590018011014,219,0,0,0,0
060590018011015,4,0,0,0,0
060590018011016,4,0,0,0,0
060590018011018,14,0,0,0,0
060590018012001,5,0,5,0,0
060590018012002,1,0,1,0,0
060590018012003,3,0,2,0,0
060590018012008,3,0,3,0,0
060590018013000,1,0,1,0,0
060590018013002,5,0,2,0,0
060590018013003,2,0,0,0,0
060590018013004,8,0,2,0,0
060590018013005,8,0,1,0,0
060590018014001,182,166,2,0,3
060590018014002,21,0,4,0,0
060590018014005,55,0,0,0,45
060590018021000,5,0,5,0,0
060590018021001,3,0,1,0,0
060590018021002,26,0,11,0,0
060590018021003,1,0,1,0,0
060590018021004,3,0,1,0,0
060590018021005,14,0,7,0,4
060590018021006,76,73,0,0,0
060590018022000,11,0,4,0,0
060590018022002,2,0,2,0,0
060590018022004,3,0,3,0,0
060590018022005,8,0,4,0,0
060590018022008,2,0,0,0,0
060590018022010,1,0,1,0,0
060590018022012,1,0,1,0,0
060590018023000,77,0,35,0,35
060590018023001,11,0,1,0,0
060590018023002,3,0,3,0,0
060590018023006,59,0,11,0,35
060590018023007,4,0,1,0,0
060590018024000,13,0,7,0,6
060590018025000,74,0,16,0,18
060590019011000,183,0,0,0,0
060590019011001,8,0,4,0,0
060590019011002,38,0,32,0,1
060590019011003,26,0,26,0,0
060590019011004,2,0,0,0,0
060590019011006,3,0,0,0,0
060590019011007,3,0,3,0,0
060590019011009,166,0,12,0,48
060590019011010,4,0,0,0,0
060590019012000,16,0,16,0,0
060590019012001,8,0,5,0,0
060590019012002,4,0,0,0,0
060590019012004,1,0,1,0,0
060590019012005,1,0,1,0,0
060590019012009,1,0,1,0,0
060590019021000,870,839,3,0,0
060590019021001,8,0,8,0,0
060590019021002,3,0,0,0,0
060590019021003,5,0,4,0,0
060590019021004,35,0,34,0,0
060590019021007,6,0,2,0,0
060590019021009,2,0,2,0,0
060590019022001,4,0,0,0,0
060590019022002,1,0,1,0,0
060590019022003,2,0,2,0,0
060590019022004,3,0,3,0,0
060590019022005,1,0,1,0,0
060590019022006,2,0,2,0,0
060590019022007,1,0,1,0,0
060590019022010,3,0,0,0,0
060590019022011,228,0,46,0,86
060590019022012,17,0,1,0,0
060590019022013,12,0,0,0,9
060590019022015,34,0,6,0,26
060590019031000,19,0,18,0,0
060590019031002,2,0,0,0,0
060590019031003,3,0,0,0,0
060590019031004,3,0,3,0,0
060590019031005,1,0,1,0,0
060590019031006,2,0,0,0,0
060590019031007,94,75,3,0,2
060590019031008,2,0,2,0,0
060590019031009,1,0,0,0,0
060590019031011,1,0,0,0,0
060590019031012,2,0,2,0,0
060590019031014,1,0,1,0,0
060590019031016,2,0,0,0,0
060590019032000,195,0,33,0,62
060590019032002,2,0,1,0,0
060590019032003,13,0,3,0,0
060590019032005,6,0,1,0,0
060590019032006,11,0,4,0,0
060590110001002,327,0,0,0,0
060590110001003,460,0,0,0,0
060590110001004,280,2,4,2,47
060590110001005,17,0,6,0,0
060590110001007,52,3,11,0,0
060590110002000,1,0,1,0,0
060590110002001,9,0,3,0,0
060590110002002,3,0,1,0,0
060590110002004,12,0,0,0,0
060590110002007,2,0,2,0,0
060590110002008,12,12,0,0,0
060590110003000,41,2,7,0,0
060590110004000,2,0,0,0,0
060590110004001,6,0,0,0,0
060590110004002,1,0,1,0,0
060590110004003,8,7,0,0,0
060590110004004,14,0,1,0,0
060590110004007,2,0,2,0,0
060590110004008,8,0,1,0,0
060590110004009,1,0,0,0,0
060590110004010,1,0,1,0,0
060590110004012,19,0,6,0,4
060590110004013,134,0,10,0,61
060590110004014,16,0,0,0,7
060590110004015,22,4,0,0,0
060590110004016,267,0,7,0,1
060590110004017,47,1,3,0,0
060590110005000,9,0,0,0,0
060590110005003,651,0,5,0,70
060590110005004,87,82,3,0,0
060590110005005,4,0,0,0,0
060590110006000,8,0,6,0,0
060590110006002,2,0,2,0,0
060590110006003,10,0,0,0,0
060590110006004,5,0,4,0,0
060590110006006,1,0,0,0,0
060590110006007,1,0,1,0,0
060590110006009,151,0,0,0,0
060590110006011,25,3,0,0,19
060590110006013,3,0,0,0,0
060590111011000,16,0,5,0,1
060590111011002,1,0,0,0,0
060590111011006,133,86,2,0,0
060590111011007,1,0,1,0,0
060590111011008,4,0,4,0,0
060590111011009,5,0,2,0,0
060590111011010,1,1,0,0,0
060590111011011,5,0,0,0,0
060590111011013,86,0,1,0,77
060590111011015,1,0,1,0,0
060590111011018,80,0,15,0,10
060590111012000,193,0,7,1,0
060590111012001,6,0,6,0,0
060590111012002,30,0,0,0,0
060590111012004,1,0,1,0,0
060590111012008,4,0,3,0,0
060590111012010,6,0,2,0,0
060590111012011,1,0,1,0,0
060590111012012,3,0,0,0,0
060590111012015,3,0,3,0,0
060590111012016,3,0,0,0,0
060590111021000,1,0,1,0,0
060590111021001,2,0,2,0,0
060590111021002,2,0,2,0,0
060590111021003,2,0,2,0,0
060590111021005,1,0,0,1,0
060590111021010,6,0,1,0,0
