GEOID,B08141_E001,B08141_E002,B08141_E003,B08141_E004,B08141_E005,B08141_E016,B08141_E017,B08141_E018,B08141_E019,B08141_E020,B08141_M001,B08141_M002,B08141_M003,B08141_M004,B08141_M005,B08141_M016,B08141_M017,B08141_M018,B08141_M019,B08141_M020
06059074102,3522,152,163,394,2813,115,75,0,0,40,401,136,93,178,489,73,60,17,17,42
06059074103,2538,81,161,332,1964,92,0,22,10,60,238,81,77,149,263,43,12,18,16,40
06059074106,3490,47,455,1751,1237,94,0,11,28,55,217,54,137,267,296,59,17,17,28,45
06059074107,4069,154,826,2093,996,40,0,0,13,27,352,146,238,499,371,50,17,17,23,43
06059074108,2629,18,305,439,1867,311,18,118,24,151,399,27,137,137,426,167,27,128,22,119
06059074109,1738,24,192,305,1217,75,0,19,19,37,214,39,110,102,251,45,12,22,20,36
06059074110,1866,64,44,397,1361,0,0,0,0,0,144,63,37,109,161,12,12,12,12,12
06059074111,2810,27,325,623,1835,0,0,0,0,0,270,40,140,168,326,17,17,17,17,17
06059074200,4616,124,287,789,3416,184,17,46,67,54,452,94,158,217,587,74,27,38,45,38
06059074300,1899,34,85,383,1397,67,6,0,30,31,213,39,40,119,244,38,11,12,27,24
06059074403,2442,60,717,835,830,140,13,72,5,50,280,44,204,200,303,75,21,49,8,49
06059074405,2709,136,828,1141,604,224,69,101,43,11,257,90,209,282,212,97,67,59,47,17
06059074406,1496,116,213,507,660,105,63,0,26,16,131,64,73,112,138,65,61,12,23,26
06059074407,2697,83,734,1462,418,73,8,20,24,21,262,59,152,235,204,46,12,26,22,32
06059074408,2787,26,570,1256,935,96,0,77,19,0,348,38,227,295,324,74,17,69,32,17
06059074501,3081,256,681,713,1431,285,111,86,17,71,322,125,216,250,324,135,68,92,26,58
06059074502,2491,79,219,394,1799,75,15,0,12,48,238,66,124,130,277,51,23,17,19,42
06059074601,3639,142,284,981,2232,365,94,38,93,140,385,117,156,272,495,188,90,45,84,146
06059074602,3817,121,422,1008,2266,221,50,34,40,97,466,87,152,321,539,100,45,32,37,75
06059074701,4004,84,367,952,2601,245,42,22,64,117,419,89,163,351,581,143,48,34,65,109
06059074702,3047,106,270,365,2306,175,69,17,19,70,383,73,119,162,407,78,52,27,19,46
06059074801,3128,94,258,566,2210,262,33,0,47,182,382,73,143,178,459,103,40,17,35,99
06059074802,3141,46,542,739,1814,300,14,72,71,143,397,39,288,269,461,179,17,77,62,146
06059074803,4297,122,401,849,2925,270,40,20,92,118,455,93,176,256,506,150,52,33,102,72
06059074805,2283,138,521,815,809,216,37,90,64,25,191,93,133,176,199,72,37,51,34,25
06059074806,2284,9,402,485,1388,162,9,36,39,78,186,14,125,171,259,61,14,28,26,41
06059074901,4499,136,773,649,2941,360,30,120,77,133,478,82,245,201,516,152,34,84,88,90
06059074902,2873,11,726,699,1437,174,0,114,33,27,319,17,241,211,369,88,17,82,33,33
06059075002,3223,242,1128,1238,615,289,53,156,29,51,471,142,398,402,312,175,53,157,46,54
06059075003,2964,308,957,1263,436,375,170,67,117,21,247,135,229,234,238,135,107,51,72,33
06059075004,2290,230,946,491,623,275,79,111,53,32,281,119,207,234,319,120,70,74,50,45
06059075100,3610,169,871,1362,1208,361,21,184,99,57,336,123,271,346,345,181,24,113,133,56
06059075201,2494,55,42,840,1557,143,10,0,133,0,366,54,53,261,477,110,16,17,109,17
06059075202,2614,107,275,711,1521,172,42,0,25,105,292,84,148,276,332,87,53,17,38,60
06059075301,2876,47,395,778,1656,235,16,89,0,130,377,44,175,211,432,142,19,108,17,92
06059075302,2298,9,242,802,1245,117,0,73,36,8,273,15,119,231,258,96,12,89,42,13
06059075303,1566,0,273,774,519,34,0,25,9,0,206,12,89,173,153,39,12,36,14,12
06059075401,1984,47,90,721,1126,32,0,0,22,10,235,60,55,187,330,33,12,12,25,15
06059075403,3986,0,750,1545,1691,207,0,64,15,128,541,17,219,396,605,154,17,67,23,128
06059075404,3658,74,470,1425,1689,94,0,0,94,0,450,96,213,374,434,104,17,17,104,17
06059075405,1508,14,315,596,583,16,0,8,8,0,131,20,91,133,123,18,12,12,13,12
06059075504,1889,52,448,745,644,0,0,0,0,0,158,57,114,188,173,12,12,12,12,12
06059075505,1861,54,356,796,655,41,0,19,10,12,228,55,106,196,244,29,12,22,16,18
06059075506,1494,6,219,743,526,8,0,0,8,0,173,11,74,161,176,15,12,12,15,12
06059075507,3036,94,693,1277,972,56,0,33,16,7,200,68,172,236,219,48,17,38,25,12
06059075512,2094,165,624,785,520,170,26,93,36,15,223,153,203,257,205,77,34,63,45,25
06059075513,2680,20,485,966,1209,0,0,0,0,0,276,23,156,192,287,17,17,17,17,17
06059075514,2076,98,561,961,456,178,63,34,65,16,173,65,168,202,242,95,53,34,60,27
06059075515,9746,71,2615,4643,2417,182,0,155,27,0,928,80,781,924,761,211,19,207,43,19
06059075603,2048,0,192,1009,847,11,0,0,0,11,162,12,65,173,197,16,12,12,12,16
06059075604,3423,15,103,1114,2191,0,0,0,0,0,319,25,87,227,360,17,17,17,17,17
06059075605,3137,0,444,1412,1281,43,0,43,0,0,293,17,187,287,282,68,17,68,17,17
06059075606,3286,0,151,1174,1961,15,0,15,0,0,351,17,76,270,387,26,17,26,17,17
06059075607,3526,119,904,1442,1061,65,20,0,45,0,404,100,229,320,474,56,31,17,48,17
06059075701,4008,17,468,1875,1648,183,0,43,78,62,519,27,285,562,660,110,17,67,88,103
06059075702,1661,0,50,516,1095,5,0,0,0,5,151,12,36,144,199,9,12,12,12,9
06059075703,2049,32,62,937,1018,0,0,0,0,0,203,36,51,240,203,12,12,12,12,12
06059075805,2076,33,247,758,1038,82,0,61,9,12,229,34,112,193,259,77,12,74,14,19
06059075806,3577,0,574,1089,1914,19,0,19,0,0,505,17,292,272,602,25,17,25,17,17
06059075807,1927,65,191,527,1144,27,0,0,4,23,236,61,78,160,280,36,12,12,7,35
06059075808,1621,24,75,584,938,8,0,0,0,8,177,36,49,143,207,14,12,12,12,14
06059075809,1187,0,27,334,826,11,0,0,0,11,184,12,25,92,189,17,12,12,12,17
06059075810,1260,14,40,563,643,42,0,0,14,28,129,21,31,167,172,53,12,12,21,48
06059075811,1572,15,173,362,1022,59,11,16,22,10,172,16,83,106,202,39,12,18,25,14
06059075812,2854,66,594,1167,1027,65,5,35,25,0,241,51,175,195,280,53,9,38,38,17
06059075813,2312,35,125,946,1206,0,0,0,0,0,219,57,60,148,235,12,12,12,12,12
06059075814,1536,20,103,543,870,13,0,0,7,6,170,34,55,143,190,12,12,12,12,11
06059075815,2477,25,362,971,1119,45,0,8,26,11,296,39,111,213,363,48,17,12,41,19
06059075816,2071,37,450,1024,560,111,17,50,35,9,211,36,163,248,181,62,29,43,30,15
06059075901,2248,95,448,1031,674,49,16,6,27,0,269,64,118,213,275,43,26,10,30,12
06059075902,3842,36,965,1958,883,31,12,0,19,0,425,45,297,420,398,52,19,17,45,17
06059076000,4791,211,1035,2101,1444,127,0,23,89,15,428,151,311,446,442,79,17,34,68,27
06059076101,5554,110,1214,2321,1909,48,32,0,16,0,624,88,297,547,596,58,41,19,26,19
06059076102,2271,82,478,952,759,80,9,16,55,0,199,67,145,240,199,82,13,25,78,17
06059076103,4646,122,1151,1479,1894,184,63,105,0,16,492,116,323,387,600,138,68,111,17,25
06059076201,4355,0,680,1776,1899,85,0,0,85,0,422,17,244,383,477,104,17,17,104,17
06059076202,3061,48,411,1355,1247,65,0,37,11,17,264,60,162,251,251,53,17,46,17,20
06059076204,2147,18,592,891,646,18,0,18,0,0,194,19,218,232,235,30,12,30,12,12
06059076205,2444,24,314,828,1278,13,13,0,0,0,341,38,192,179,342,21,21,17,17,17
06059076206,2286,179,203,962,942,135,32,0,65,38,282,245,67,251,340,81,51,12,54,42
06059076208,2850,42,305,994,1509,26,0,7,19,0,226,64,128,248,356,32,17,12,30,17
06059086301,3184,97,226,973,1888,47,0,0,37,10,395,141,132,276,444,50,17,17,48,16
06059086303,4132,16,1009,2131,976,134,16,80,38,0,496,25,344,552,434,104,25,93,43,17
06059086304,2717,141,475,927,1174,169,124,20,9,16,290,111,127,226,314,120,109,31,13,21
06059086305,2003,0,38,378,1587,100,0,9,12,79,308,12,36,135,368,71,12,14,15,64
06059086306,2320,100,332,809,1079,155,39,70,0,46,354,98,175,219,311,126,47,109,12,42
06059086402,2688,155,314,969,1250,115,52,20,0,43,344,95,220,215,308,87,65,33,17,48
06059086404,3111,98,461,824,1728,197,45,28,65,59,423,75,214,294,468,96,57,34,63,42
06059086405,3494,107,575,845,1967,158,87,30,31,10,352,96,203,241,314,94,80,47,42,17
06059086406,2211,130,320,1010,751,75,52,12,11,0,215,74,131,218,257,85,81,19,19,12
06059086407,3588,40,605,1240,1703,161,22,7,44,88,454,49,227,282,532,135,39,13,55,119
06059086501,2000,17,290,895,798,71,0,48,23,0,248,26,160,272,269,66,12,57,37,12
06059086502,2664,68,386,1262,948,92,18,16,15,43,299,43,132,262,348,58,27,27,23,46
06059086601,3923,128,814,1505,1476,219,19,47,91,62,400,90,241,435,398,113,32,55,79,56
06059086602,3236,143,720,936,1437,188,11,40,43,94,331,115,220,279,346,85,17,48,48,54
06059086701,4202,15,504,1109,2574,92,0,14,0,78,448,24,202,401,451,101,17,22,17,98
06059086702,3766,54,821,1160,1731,147,24,59,60,4,362,45,240,311,439,75,27,57,48,9
06059086801,1568,79,153,543,793,41,0,0,14,27,197,106,90,195,194,43,12,12,16,41
06059086802,2759,35,438,931,1355,43,11,0,32,0,301,36,187,248,412,57,19,17,54,17
06059086803,4272,118,419,1856,1879,86,0,0,86,0,539,101,203,381,655,131,17,17,131,17
06059086901,3245,212,733,1464,836,47,20,0,27,0,360,171,234,302,276,55,32,17,45,17
06059086902,2480,130,333,845,1172,165,11,87,37,30,343,140,179,253,308,125,18,112,42,35
06059086903,3518,79,723,1199,1517,123,20,9,56,38,340,57,212,299,287,75,33,13,56,36
06059087001,2404,130,370,1146,758,65,40,9,6,10,330,82,165,291,211,38,32,14,13,19
06059087002,3895,199,815,1118,1763,106,0,37,47,22,437,146,291,277,425,72,17,43,52,30
06059087101,2706,60,805,952,889,110,0,68,42,0,239,53,227,238,262,66,12,44,53,12
06059087102,3062,97,667,1400,898,175,91,28,37,19,315,84,159,361,344,100,84,33,48,28
06059087103,3696,24,824,1258,1590,18,3,0,15,0,484,39,237,359,441,29,10,17,26,17
06059087105,2100,76,204,640,1180,0,0,0,0,0,409,64,94,203,406,12,12,12,12,12
06059087106,1971,80,315,580,996,119,52,27,11,29,298,58,175,227,275,89,60,45,17,46
06059087200,4008,16,781,1549,1662,114,0,51,63,0,411,26,221,407,506,78,17,60,63,17
06059087300,5162,104,894,2295,1869,367,24,109,110,124,605,66,316,565,549,199,30,133,91,100
06059087401,2356,0,252,895,1209,64,0,0,33,31,275,17,99,196,241,59,17,17,50,30
06059087403,1283,22,299,495,467,88,9,12,52,15,168,21,117,138,167,56,10,18,45,21
06059087404,1803,27,430,445,901,153,0,93,50,10,227,23,148,165,256,61,12,48,35,16
06059087405,2419,80,452,934,953,115,45,0,46,24,198,65,135,235,280,85,53,17,54,28
06059087503,3486,98,357,1330,1701,135,13,42,29,51,345,83,187,298,411,75,18,44,32,58
06059087504,2922,97,706,1144,975,268,36,78,140,14,221,65,174,272,277,114,46,61,81,23
06059087505,2009,29,533,735,712,46,19,27,0,0,249,37,243,234,261,51,31,43,12,12
06059087601,2770,58,563,1090,1059,130,0,44,0,86,359,65,207,327,292,78,17,40,17,81
06059087602,3647,57,921,1284,1385,48,20,28,0,0,446,64,338,343,516,56,32,46,17,17
06059087701,2936,156,303,957,1520,112,44,0,38,30,302,114,128,276,339,94,72,17,46,47
06059087703,2814,78,344,757,1635,70,0,0,28,42,313,51,166,200,329,62,17,17,36,51
06059087704,2192,40,260,677,1215,49,28,0,13,8,211,68,147,228,211,54,48,12,23,13
06059087801,2511,13,240,1133,1125,25,0,0,13,12,235,16,108,216,224,28,17,17,18,21
06059087802,3300,0,462,1365,1473,25,0,0,0,25,373,17,180,413,417,40,17,17,17,40
06059087803,2174,20,469,928,757,48,0,0,35,13,295,35,200,274,288,49,17,17,44,21
06059087805,3022,35,520,1073,1394,111,0,50,49,12,350,38,179,335,338,102,17,61,81,19
06059087806,2318,97,389,828,1004,140,70,41,0,29,301,96,162,209,317,113,93,52,17,32
06059087901,1880,0,332,436,1112,23,0,23,0,0,281,12,140,172,328,37,12,37,12,12
06059087902,2281,28,291,525,1437,45,0,24,21,0,324,33,116,182,340,36,17,37,25,17
06059088001,2101,9,226,512,1354,16,0,0,16,0,268,15,107,190,286,27,12,12,27,12
06059088002,1790,38,249,333,1170,95,10,34,51,0,195,41,95,124,214,59,17,33,49,12
06059088101,1095,27,119,466,483,27,0,8,0,19,109,24,42,120,103,20,12,11,12,16
06059088104,2271,7,283,1108,873,49,0,8,41,0,198,12,103,251,211,57,12,14,55,12
06059088105,2405,20,80,487,1818,55,0,0,0,55,206,34,55,182,266,77,12,12,12,77
06059088106,2471,102,476,930,963,45,0,28,0,17,266,80,166,225,239,50,17,44,17,26
06059088107,2663,125,423,570,1545,0,0,0,0,0,323,119,120,184,403,17,17,17,17,17
06059088201,1544,48,153,435,908,41,21,0,20,0,225,66,103,131,241,45,34,12,32,12
06059088202,1781,5,206,485,1085,22,0,0,7,15,177,8,155,123,191,20,12,12,11,18
06059088203,2474,9,393,763,1309,38,0,27,11,0,251,15,164,224,280,47,17,43,17,17
06059088301,3193,232,413,926,1622,64,43,0,21,0,412,270,165,232,357,75,68,17,34,17
06059088302,3393,22,208,1268,1895,37,0,22,15,0,301,33,73,275,264,41,17,34,23,17
06059088401,2869,12,145,564,2148,85,0,0,8,77,257,19,69,173,319,62,17,17,13,62
06059088402,2239,37,435,717,1050,154,6,104,44,0,275,44,103,263,237,100,10,82,60,17
06059088403,4014,85,347,1322,2260,89,35,8,14,32,396,87,113,233,443,61,46,13,21,31
06059088501,3046,24,453,1110,1459,109,8,46,55,0,280,24,114,233,297,67,12,45,51,17
06059088502,2004,22,336,540,1106,108,5,40,10,53,246,16,119,162,236,53,8,33,18,44
06059088601,3480,154,443,1292,1591,25,12,0,13,0,367,134,185,311,426,28,19,17,21,17
06059088602,2220,70,311,675,1164,26,0,10,16,0,240,65,101,166,301,31,12,16,28,12
06059088701,2794,67,535,1138,1054,139,9,64,33,33,227,46,150,213,243,63,15,45,30,35
06059088702,3151,78,300,787,1986,64,18,9,37,0,289,70,94,205,304,54,29,13,41,17
06059088801,4064,141,829,1813,1281,0,0,0,0,0,371,113,233,409,434,17,17,17,17,17
06059088802,2351,68,230,795,1258,48,0,0,0,48,197,82,77,197,198,44,17,17,17,44
06059088901,3085,21,306,1024,1734,62,0,34,28,0,306,34,86,223,360,50,17,38,34,17
06059088902,2229,9,198,664,1358,32,0,0,32,0,225,14,98,180,271,37,12,12,37,12
06059088903,3873,77,255,1274,2267,92,20,0,51,21,319,59,104,237,370,72,30,17,58,32
06059088904,2626,29,209,717,1671,29,29,0,0,0,295,45,94,223,327,45,45,17,17,17
06059088905,2252,22,186,507,1537,0,0,0,0,0,339,28,89,138,370,17,17,17,17,17
06059089001,3619,76,150,868,2525,126,9,25,26,66,368,60,71,259,386,67,13,27,32,55
06059089003,1760,26,174,683,877,65,0,8,22,35,204,31,79,159,195,46,12,12,24,37
06059089004,3154,35,338,1206,1575,118,7,30,21,60,362,46,153,296,385,85,20,45,23,58
06059089102,3370,46,317,1067,1940,73,11,0,14,48,341,55,124,269,393,46,17,17,22,51
06059089104,2431,109,368,751,1203,252,11,96,57,88,331,87,179,231,341,146,19,103,74,69
06059089105,2745,77,316,651,1701,178,18,65,49,46,327,77,149,221,411,80,28,55,59,41
06059089106,1920,9,320,789,802,41,0,0,41,0,148,15,113,209,172,37,12,12,37,12
06059089107,2835,0,195,411,2229,153,0,0,8,145,273,17,156,137,313,126,17,17,15,124
06059099202,3870,134,472,1144,2120,138,0,28,29,81,438,112,172,280,559,98,17,44,47,81
06059099203,2833,46,216,849,1722,28,0,28,0,0,345,45,138,252,372,26,17,26,17,17
06059099204,1982,17,319,796,850,27,0,27,0,0,164,20,108,200,200,29,12,29,12,12
06059099212,2935,47,305,1465,1118,25,15,0,10,0,297,57,105,280,329,28,24,17,15,17
06059099214,1715,31,154,657,873,0,0,0,0,0,218,43,71,178,270,12,12,12,12,12
06059099215,2833,35,364,1299,1135,70,9,10,29,22,277,34,122,276,303,54,14,15,45,24
06059099216,2344,43,121,1103,1077,0,0,0,0,0,213,47,69,171,213,12,12,12,12,12
06059099217,1302,0,126,545,631,15,0,7,0,8,124,12,42,122,158,16,12,10,12,13
06059099220,2982,14,615,1406,947,0,0,0,0,0,368,23,227,307,386,17,17,17,17,17
06059099222,2280,14,388,725,1153,53,0,7,17,29,220,17,161,166,244,42,17,12,24,32
06059099223,2061,93,503,577,888,61,0,0,0,61,242,55,132,181,246,56,12,12,12,56
06059099224,1549,15,55,575,904,0,0,0,0,0,154,20,49,145,188,12,12,12,12,12
06059099225,1660,29,7,659,965,0,0,0,0,0,182,47,12,172,210,12,12,12,12,12
06059099226,1969,0,173,510,1286,0,0,0,0,0,229,12,98,142,233,12,12,12,12,12
06059099227,2900,107,280,1348,1165,122,76,0,37,9,313,121,113,262,305,122,113,17,50,14
06059099229,3100,27,506,1389,1178,113,14,16,32,51,359,31,203,307,348,96,24,24,50,78
06059099230,2251,40,198,845,1168,0,0,0,0,0,217,47,98,175,242,12,12,12,12,12
06059099231,2381,0,95,805,1481,29,0,0,0,29,226,17,54,176,265,34,17,17,17,34
06059099232,2516,9,136,1352,1019,0,0,0,0,0,226,15,54,236,239,17,17,17,17,17
06059099233,1538,0,62,389,1087,4,0,0,0,4,126,12,55,150,196,8,12,12,12,8
06059099234,1550,31,78,416,1025,0,0,0,0,0,168,50,52,100,188,12,12,12,12,12
06059099235,2437,57,489,935,956,8,8,0,0,0,269,57,122,177,268,12,12,12,12,12
06059099237,1833,22,49,775,987,8,0,0,8,0,255,37,42,158,265,13,12,12,13,12
06059099238,1914,10,55,747,1102,0,0,0,0,0,317,15,47,159,378,12,12,12,12,12
06059099239,1867,0,104,691,1072,0,0,0,0,0,166,12,68,178,202,12,12,12,12,12
06059099240,2840,44,382,1363,1051,19,0,0,19,0,375,73,145,322,337,32,17,17,32,17
06059099241,2370,75,440,933,922,31,15,16,0,0,204,74,124,229,200,33,17,26,12,12
06059099242,2012,0,269,732,1011,9,0,0,9,0,231,12,180,186,315,15,12,12,15,12
06059099243,2191,50,426,710,1005,0,0,0,0,0,206,64,120,141,202,12,12,12,12,12
06059099244,1387,0,229,603,555,0,0,0,0,0,171,12,80,113,157,12,12,12,12,12
06059099245,1444,17,112,633,682,0,0,0,0,0,143,28,55,191,164,12,12,12,12,12
06059099246,1531,62,73,477,919,27,27,0,0,0,144,49,43,140,175,27,27,12,12,12
06059099247,1696,46,106,666,878,58,0,35,23,0,188,33,76,159,166,53,12,46,29,12
06059099248,2730,72,863,1077,718,283,19,121,76,67,403,50,307,324,406,134,22,88,83,67
06059099249,1963,57,244,712,950,117,18,30,25,44,177,37,89,160,192,60,20,26,28,37
06059099250,1349,0,237,715,397,7,0,7,0,0,200,12,108,150,163,12,12,12,12,12
06059099251,2712,0,450,1483,779,14,0,0,14,0,311,17,168,331,255,22,17,17,22,17
06059099305,4602,0,1161,2255,1186,9,0,0,0,9,381,17,298,447,395,15,17,17,17,15
06059099306,3783,177,638,1891,1077,162,115,0,47,0,476,209,201,349,401,162,142,17,71,17
06059099307,1331,9,331,704,287,0,0,0,0,0,218,14,88,201,139,12,12,12,12,12
06059099308,2711,0,136,1037,1538,20,0,0,0,20,276,17,85,260,319,32,17,17,17,32
06059099309,2528,32,692,1066,738,0,0,0,0,0,312,39,215,274,274,17,17,17,17,17
06059099310,2801,161,371,1580,689,0,0,0,0,0,421,130,203,399,358,12,12,12,12,12
06059099311,1933,15,446,1207,265,31,0,10,21,0,226,18,98,220,136,27,12,15,24,12
06059099402,3521,150,912,1242,1217,128,92,8,22,6,355,169,270,356,376,141,146,14,25,13
06059099404,2232,22,305,1066,839,11,11,0,0,0,223,24,121,221,196,17,17,12,12,12
06059099405,2256,0,381,991,884,29,0,15,14,0,266,12,112,201,330,31,12,23,21,12
06059099406,2283,17,255,1074,937,21,0,5,8,8,264,28,85,264,220,21,12,9,12,15
06059099407,1291,19,192,356,724,8,0,0,8,0,151,17,65,86,182,11,12,12,11,12
06059099408,2019,23,240,1077,679,8,0,0,8,0,184,37,82,230,202,13,12,12,13,12
06059099410,2544,9,743,1342,450,0,0,0,0,0,316,15,250,323,157,17,17,17,17,17
06059099411,3075,43,794,1570,668,116,0,87,29,0,266,43,174,312,230,84,17,73,47,17
06059099412,2611,77,596,981,957,26,0,0,0,26,200,64,177,202,207,33,12,12,12,33
06059099413,4400,47,811,1735,1807,56,0,56,0,0,502,55,324,354,542,82,17,82,17,17
06059099415,2588,18,98,1082,1390,20,0,0,20,0,196,22,48,174,204,31,17,17,31,17
06059099416,3067,89,1030,1218,730,54,40,14,0,0,266,117,265,311,251,70,64,23,12,12
06059099417,2540,16,553,1248,723,14,0,0,0,14,195,19,158,220,207,21,12,12,12,21
06059099502,195,8,49,106,32,0,0,0,0,0,66,8,49,49,18,12,12,12,12,12
06059099504,1129,0,76,450,603,17,0,0,7,10,152,12,37,144,159,19,12,12,11,16
06059099506,532,0,95,328,109,0,0,0,0,0,106,12,39,96,70,12,12,12,12,12
06059099508,2340,116,619,1046,559,104,23,81,0,0,328,97,195,290,266,100,36,98,12,12
06059099509,602,0,280,322,0,12,0,0,12,0,167,12,127,111,12,18,12,12,18,12
06059099510,883,0,523,336,24,0,0,0,0,0,231,12,206,115,37,12,12,12,12,12
06059099511,2101,49,530,1080,442,7,0,0,0,7,169,51,120,209,182,11,12,12,12,11
06059099512,1956,9,484,1006,457,28,0,28,0,0,185,14,122,186,182,24,12,24,12,12
06059099513,1147,0,269,513,365,0,0,0,0,0,256,12,169,174,193,12,12,12,12,12
06059099514,2312,59,411,1124,718,4,4,0,0,0,250,66,214,294,252,13,13,12,12,12
06059099601,2655,12,501,957,1185,36,0,0,36,0,310,18,170,253,288,52,17,17,52,17
06059099602,1594,26,282,591,695,14,0,0,14,0,181,40,158,169,182,23,12,12,23,12
06059099603,3417,35,238,1381,1763,17,0,0,0,17,351,48,116,276,378,28,17,17,17,28
06059099604,1903,0,225,711,967,0,0,0,0,0,166,12,125,154,193,12,12,12,12,12
06059099605,2100,106,207,675,1112,19,0,10,9,0,160,107,73,173,164,23,12,16,15,12
06059099701,2730,80,219,1077,1354,16,0,0,0,16,337,63,90,227,402,26,17,17,17,26
06059099702,3349,239,571,809,1730,95,0,49,0,46,444,219,248,298,442,98,17,79,17,55
06059099703,2951,42,416,1073,1420,60,0,0,37,23,343,41,182,227,381,54,17,17,47,25
06059099801,2546,27,349,768,1402,161,0,23,24,114,280,32,148,222,349,161,17,29,37,152
06059099802,2208,81,256,861,1010,41,0,16,25,0,350,61,97,199,334,48,17,24,40,17
06059099803,2312,38,746,757,771,85,0,66,14,5,372,36,265,241,298,109,17,105,23,10
06059099902,2211,62,229,585,1335,53,8,0,0,45,266,96,98,179,282,45,11,12,12,44
06059099903,2831,34,227,827,1743,20,0,0,16,4,378,41,89,295,412,26,17,17,25,7
06059099904,3007,178,443,1161,1225,45,45,0,0,0,313,200,127,268,300,54,54,17,17,17
06059099905,2358,19,280,978,1081,96,10,0,27,59,373,21,133,212,414,101,17,12,33,94
06059099906,2163,13,138,882,1130,3,0,0,3,0,214,22,76,184,240,9,17,17,9,17
06059110001,2173,17,289,921,946,6,0,0,0,6,252,21,107,137,292,11,12,12,12,11
06059110003,1577,57,246,446,828,0,0,0,0,0,183,61,104,131,208,12,12,12,12,12
06059110004,2395,0,149,848,1398,20,0,0,10,10,192,17,55,174,235,21,17,17,15,16
06059110005,1282,8,89,561,624,17,0,6,0,11,159,13,47,168,128,22,12,11,12,18
06059110006,1456,0,100,714,642,66,0,0,60,6,121,12,66,159,167,66,12,12,65,11
06059110007,2115,45,117,860,1093,19,10,9,0,0,203,53,113,161,217,16,17,14,12,12
06059110008,2103,28,292,943,840,14,0,0,14,0,179,43,85,162,198,18,12,12,18,12
06059110010,2330,0,78,1006,1246,9,0,0,9,0,156,12,51,192,217,15,12,12,15,12
06059110011,1248,21,105,620,502,20,0,8,0,12,137,26,65,138,153,23,12,15,12,18
06059110012,2173,37,84,1137,915,0,0,0,0,0,197,46,67,190,201,17,17,17,17,17
06059110014,2546,38,621,1038,849,27,0,9,9,9,287,36,153,218,273,26,17,15,13,15
06059110015,1353,12,74,375,892,36,0,0,36,0,225,15,46,123,247,33,12,12,33,12
06059110102,3022,47,310,1021,1644,0,0,0,0,0,262,44,103,213,314,17,17,17,17,17
06059110104,2681,26,283,987,1385,11,0,0,11,0,225,40,153,212,235,13,17,17,13,17
06059110106,1735,56,258,669,752,19,14,0,5,0,214,79,99,161,218,25,22,12,8,12
06059110108,1379,6,229,533,611,5,0,0,5,0,151,13,101,170,169,9,12,12,9,12
06059110109,2936,0,338,1088,1510,13,0,13,0,0,204,17,91,235,238,19,17,19,17,17
06059110110,2744,19,397,1144,1184,79,19,49,11,0,237,31,163,216,265,54,31,53,18,17
06059110111,3091,126,299,1100,1566,159,93,24,17,25,299,140,106,215,307,137,140,37,19,24
06059110113,1126,0,73,170,883,5,0,5,0,0,142,12,49,57,175,7,12,7,12,12
06059110114,2530,8,167,906,1449,19,0,0,9,10,202,13,74,210,236,23,12,12,16,16
06059110115,1799,27,226,503,1043,0,0,0,0,0,199,38,116,145,166,12,12,12,12,12
06059110116,1963,41,123,505,1294,18,0,8,0,10,204,42,63,141,213,26,12,13,12,21
06059110117,2773,24,499,1161,1089,5,0,0,5,0,253,37,142,244,323,15,17,17,15,17
06059110118,1238,5,29,336,868,20,0,4,10,6,123,8,28,82,146,17,12,8,11,10
06059110201,2988,29,319,1238,1402,21,1,0,20,0,363,50,121,357,405,31,10,17,30,17
06059110202,3020,89,672,1237,1022,69,52,17,0,0,435,120,228,378,351,69,64,27,17,17
06059110203,2455,14,314,936,1191,39,0,0,0,39,261,17,95,210,276,38,17,17,17,38
06059110301,3452,64,292,1307,1789,22,22,0,0,0,411,84,183,283,435,38,38,17,17,17
06059110302,3285,0,225,833,2227,51,0,0,6,45,238,17,123,175,295,36,17,17,10,36
06059110303,2272,10,236,851,1175,116,0,18,98,0,297,16,97,213,298,111,12,20,110,12
06059110304,2346,52,126,544,1624,28,13,0,12,3,227,82,80,162,276,31,21,12,20,9
06059110401,2745,0,135,696,1914,45,0,0,0,45,344,17,83,248,403,35,17,17,17,35
06059110402,2808,71,398,685,1654,143,18,32,22,71,295,48,137,222,323,96,20,38,20,93
06059110500,3787,56,533,1750,1448,174,7,36,131,0,450,87,236,471,400,115,30,33,108,17
06059110603,4299,252,933,1585,1529,113,0,72,41,0,580,190,329,454,553,100,17,73,62,17
06059110604,4185,157,428,1585,2015,84,0,0,0,84,424,218,252,395,478,82,17,17,17,82
06059110605,3022,19,409,1356,1238,65,0,49,16,0,416,30,278,270,399,81,17,75,25,17
06059110606,2087,52,205,865,965,70,24,0,22,24,262,51,85,236,332,60,39,12,28,39
06059110607,2219,43,234,734,1208,58,0,8,16,34,258,50,110,160,262,37,12,14,17,30
06059980000,0,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12,12,12,12,12
06059990100,0,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12,12,12,12,12
