GEOID,B08141_E001,B08141_E002,B08141_E003,B08141_E004,B08141_E005,B08141_E016,B08141_E017,B08141_E018,B08141_E019,B08141_E020,B08141_M001,B08141_M002,B08141_M003,B08141_M004,B08141_M005,B08141_M016,B08141_M017,B08141_M018,B08141_M019,B08141_M020
06059011601,3573,158,899,1712,804,181,44,51,63,23,410,108,370,422,292,151,50,72,85,36
06059011602,2237,15,674,719,829,89,0,65,24,0,337,17,270,234,348,72,17,64,26,17
06059011707,3533,100,719,1386,1328,51,0,16,35,0,428,101,271,306,336,44,17,26,35,17
06059011708,2379,40,408,1055,876,50,0,21,29,0,348,47,128,273,342,45,12,23,37,12
06059011709,2087,0,128,725,1234,13,0,0,0,13,173,12,57,158,195,21,12,12,12,21
06059011710,1726,17,43,726,940,16,0,0,8,8,189,26,27,163,202,21,12,12,14,14
06059011711,4550,227,954,1803,1566,208,50,45,113,0,493,190,228,503,620,131,81,67,88,17
06059011712,2754,23,445,879,1407,58,12,0,9,37,317,26,133,246,356,53,18,17,15,48
06059011714,566,3,173,302,88,10,0,10,0,0,82,5,55,92,60,15,12,15,12,12
06059011715,2996,18,186,1641,1151,17,0,0,0,17,324,30,88,360,288,27,17,17,17,27
06059011716,2658,32,117,1041,1468,34,0,0,0,34,271,34,69,222,301,28,17,17,17,28
06059011717,1832,19,61,840,912,76,0,0,70,6,223,28,35,177,228,73,12,12,72,9
06059011718,1593,5,88,539,961,13,0,0,0,13,163,9,42,199,186,20,12,12,12,20
06059011720,2636,109,573,993,961,181,25,81,38,37,288,78,167,224,337,94,30,65,35,59
06059011721,2869,96,901,1102,770,99,42,57,0,0,315,75,233,288,283,61,33,50,17,17
06059011722,1058,30,189,316,523,28,0,0,0,28,119,34,71,106,135,44,12,12,12,44
06059021802,3056,16,401,1249,1390,29,0,14,15,0,377,27,153,364,382,34,17,24,24,17
06059021807,2236,0,141,955,1140,22,0,0,0,22,186,12,72,214,242,25,12,12,12,25
06059021809,1580,20,234,660,666,0,0,0,0,0,184,25,117,147,180,12,12,12,12,12
06059021810,1994,0,161,662,1171,46,0,9,17,20,168,12,71,182,170,42,12,14,27,30
06059021812,3598,42,402,1255,1899,16,0,16,0,0,362,46,190,316,379,26,17,26,17,17
06059021813,41,0,3,38,0,0,0,0,0,0,51,12,5,51,12,12,12,12,12,12
06059021814,4035,15,661,2077,1282,93,0,51,42,0,309,25,171,442,290,69,17,63,32,17
06059021815,4051,166,345,1735,1805,91,16,0,41,34,341,139,131,348,328,53,28,17,44,35
06059021816,2462,20,224,838,1380,0,0,0,0,0,210,23,96,201,228,17,17,17,17,17
06059021817,2168,6,164,926,1072,7,0,7,0,0,192,12,73,142,230,9,12,9,12,12
06059021820,2163,14,107,1017,1025,10,0,0,0,10,202,23,53,188,216,17,12,12,12,17
06059021821,4164,39,539,2297,1289,57,27,30,0,0,342,53,206,428,494,56,46,34,17,17
06059021822,4695,32,158,2044,2461,108,0,0,53,55,399,36,86,351,381,81,17,17,51,61
06059021823,1908,45,106,772,985,18,0,0,9,9,181,61,53,166,229,19,12,12,14,13
06059021824,1327,0,31,396,900,3,0,0,0,3,107,12,24,86,114,7,12,12,12,7
06059021825,1514,0,47,577,890,12,0,0,12,0,175,12,36,122,196,17,12,12,17,12
06059021826,1395,0,296,655,444,0,0,0,0,0,125,12,87,141,146,12,12,12,12,12
06059021827,1410,64,49,560,737,26,16,0,0,10,175,87,36,142,173,28,24,12,12,15
06059021828,2261,31,121,636,1473,12,0,0,0,12,188,36,72,185,250,18,12,12,12,18
06059021829,2432,12,138,740,1542,12,0,12,0,0,267,19,78,170,293,18,17,18,17,17
06059021830,2861,25,120,945,1771,0,0,0,0,0,304,48,92,249,394,17,17,17,17,17
06059021903,2170,0,102,822,1246,9,0,0,0,9,211,12,60,203,269,16,12,12,12,16
06059021905,2813,8,137,983,1685,8,0,0,0,8,215,13,82,188,248,13,17,17,17,13
06059021912,2126,35,86,956,1049,22,8,8,6,0,138,40,51,184,178,19,12,13,9,12
06059021913,3613,23,191,1481,1918,70,0,0,41,29,361,36,104,269,375,64,17,17,52,36
06059021914,2059,10,187,722,1140,23,0,0,3,20,289,16,90,210,284,24,12,12,9,24
06059021915,1790,0,117,866,807,18,0,0,0,18,175,12,65,177,164,20,12,12,12,20
06059021916,1557,18,76,609,854,0,0,0,0,0,228,30,58,145,226,12,12,12,12,12
06059021917,1443,29,67,536,811,12,0,0,12,0,257,22,47,137,284,19,12,12,19,12
06059021918,2579,49,442,1097,991,24,0,8,16,0,236,56,131,177,223,21,12,12,18,12
06059021919,1336,0,66,631,639,0,0,0,0,0,112,12,33,121,138,12,12,12,12,12
06059021920,3662,41,230,1849,1542,0,0,0,0,0,303,65,124,379,340,17,17,17,17,17
06059021921,2161,0,70,815,1276,0,0,0,0,0,215,12,45,171,256,12,12,12,12,12
06059021922,2791,0,726,938,1127,0,0,0,0,0,334,12,184,234,393,12,12,12,12,12
06059021923,3648,0,554,1761,1333,12,0,0,12,0,306,17,213,306,308,19,17,17,19,17
06059021924,2066,8,227,781,1050,0,0,0,0,0,187,13,126,148,189,12,12,12,12,12
06059032002,3511,0,352,1455,1704,12,0,0,0,12,340,17,140,315,448,23,17,17,17,23
06059032003,2446,31,75,922,1418,35,10,5,0,20,240,35,43,201,268,34,15,11,12,29
06059032011,884,0,56,394,434,0,0,0,0,0,142,12,36,119,163,12,12,12,12,12
06059032012,2026,0,205,644,1177,0,0,0,0,0,206,12,85,130,218,12,12,12,12,12
06059032013,2394,0,165,854,1375,73,0,0,27,46,294,17,107,227,300,76,17,17,36,69
06059032014,2787,0,375,1090,1322,54,0,27,13,14,351,17,189,288,372,52,17,42,21,21
06059032015,3002,18,279,1140,1565,8,8,0,0,0,232,19,95,223,276,12,12,17,17,17
06059032020,3004,92,146,1280,1486,64,0,0,43,21,241,73,65,228,262,51,17,17,37,36
06059032022,3884,91,659,1433,1701,24,0,0,24,0,453,93,252,373,399,39,17,17,39,17
06059032023,6376,89,217,3660,2410,72,45,0,0,27,491,138,110,503,528,86,70,19,19,45
06059032027,3758,69,492,1565,1632,42,0,0,29,13,339,65,151,276,401,33,17,17,26,22
06059032028,1879,0,552,688,639,94,0,22,0,72,197,12,237,151,197,93,12,23,12,85
06059032029,2439,22,185,1176,1056,6,0,0,0,6,224,40,90,197,278,12,12,12,12,12
06059032030,2133,0,111,836,1186,0,0,0,0,0,202,12,70,179,270,12,12,12,12,12
06059032031,1934,0,180,794,960,13,0,0,0,13,189,12,104,151,238,20,12,12,12,20
06059032032,1597,27,65,631,874,11,0,0,11,0,166,29,54,147,185,18,12,12,18,12
06059032033,2192,28,368,1396,400,42,0,29,13,0,178,40,120,229,165,42,12,39,20,12
06059032034,2922,0,92,1102,1728,0,0,0,0,0,222,17,49,155,270,17,17,17,17,17
06059032035,1099,12,145,478,464,6,0,0,6,0,132,19,61,101,124,9,12,12,9,12
06059032036,1685,28,122,675,860,0,0,0,0,0,170,36,63,173,177,12,12,12,12,12
06059032037,1964,32,376,764,792,0,0,0,0,0,356,39,148,271,320,17,17,17,17,17
06059032038,3531,0,154,1582,1795,12,0,0,0,12,276,17,88,309,286,22,17,17,17,22
06059032039,3366,0,320,1194,1852,0,0,0,0,0,350,17,195,329,382,17,17,17,17,17
06059032040,1339,7,55,588,689,28,0,0,12,16,105,10,32,100,123,21,12,12,13,16
06059032041,611,9,52,217,333,0,0,0,0,0,78,14,32,78,91,12,12,12,12,12
06059032042,3059,34,166,1119,1740,0,0,0,0,0,251,36,79,170,282,17,17,17,17,17
06059032043,1897,0,74,833,990,16,0,0,0,16,182,12,40,167,228,25,12,12,12,25
06059032044,2794,17,134,1113,1530,10,0,0,0,10,239,18,82,247,281,15,17,17,17,15
06059032045,1708,0,122,697,889,6,0,0,0,6,129,12,67,105,170,10,12,12,12,10
06059032046,2564,0,98,1077,1389,8,0,0,0,8,226,17,52,199,247,12,17,17,17,12
06059032047,2653,18,519,1375,741,8,0,8,0,0,254,20,122,233,248,14,12,14,12,12
06059032048,2858,0,356,1254,1248,0,0,0,0,0,337,17,159,254,259,17,17,17,17,17
06059032049,5296,17,535,2626,2118,18,0,0,18,0,529,29,171,580,445,29,17,17,29,17
06059032050,2829,11,231,1549,1038,9,0,0,9,0,227,17,83,271,268,15,17,17,15,17
06059032051,2645,118,615,1379,533,66,50,6,10,0,367,158,154,374,215,82,78,10,17,12
06059032053,4317,0,470,2378,1469,0,0,0,0,0,326,17,140,327,325,17,17,17,17,17
06059032054,2834,0,820,1697,317,0,0,0,0,0,251,17,218,327,189,17,17,17,17,17
06059032055,2355,93,477,980,805,8,0,8,0,0,258,112,136,229,321,14,12,14,12,12
06059032056,3754,187,271,1913,1383,15,0,15,0,0,256,135,163,345,361,24,17,24,17,17
06059032057,3921,0,316,1945,1660,0,0,0,0,0,298,17,110,318,361,17,17,17,17,17
06059032058,3745,30,350,2072,1293,0,0,0,0,0,266,48,156,329,326,17,17,17,17,17
06059032059,4883,138,421,2903,1421,16,16,0,0,0,355,112,218,358,383,26,26,19,19,19
06059032061,1600,29,54,525,992,11,0,0,0,11,220,33,45,128,224,17,12,12,12,17
06059042103,4023,17,623,1653,1730,73,0,14,59,0,430,27,297,451,483,77,17,21,73,17
06059042106,515,6,59,244,206,12,0,12,0,0,77,10,34,57,71,16,12,16,12,12
06059042107,2310,106,506,1046,652,105,0,31,60,14,361,76,232,364,275,109,12,49,97,22
06059042108,3080,134,1041,1055,850,94,0,94,0,0,504,105,271,315,447,62,12,62,12,12
06059042109,2591,49,345,1047,1150,50,0,0,50,0,322,80,149,266,373,67,17,17,67,17
06059042111,2946,0,258,996,1692,17,0,0,0,17,313,17,174,218,280,28,17,17,17,28
06059042112,2700,65,158,1562,915,0,0,0,0,0,314,67,94,357,273,17,17,17,17,17
06059042113,1874,94,194,771,815,14,0,0,0,14,255,93,94,221,191,20,12,12,12,20
06059042114,2228,21,312,701,1194,28,0,8,20,0,389,33,117,203,433,26,12,14,22,12
06059042201,2728,54,444,1054,1176,15,0,0,15,0,506,53,174,336,476,25,17,17,25,17
06059042203,3077,57,321,1252,1447,0,0,0,0,0,341,55,142,293,349,17,17,17,17,17
06059042205,3676,0,462,1292,1922,0,0,0,0,0,437,17,278,270,380,17,17,17,17,17
06059042206,1730,0,162,1082,486,0,0,0,0,0,201,12,59,202,213,12,12,12,12,12
06059042305,1554,7,238,650,659,0,0,0,0,0,187,11,102,139,183,12,12,12,12,12
06059042307,3744,35,441,1523,1745,27,0,13,14,0,493,46,215,384,477,30,17,22,21,17
06059042310,3976,105,504,1767,1600,10,0,0,10,0,593,105,176,481,499,16,17,17,16,17
06059042311,2572,0,164,803,1605,19,0,0,0,19,342,17,96,245,331,30,17,17,17,30
06059042312,4565,23,432,1747,2363,119,0,0,75,44,617,36,200,626,670,106,17,17,78,70
06059042313,4356,74,1235,2214,833,68,0,0,68,0,529,73,339,564,348,80,17,17,80,17
06059042315,2911,115,227,1825,744,0,0,0,0,0,295,106,116,324,291,17,17,17,17,17
06059042317,1522,30,252,643,597,47,0,0,12,35,181,45,93,137,167,57,12,12,18,54
06059042319,1467,11,122,681,653,0,0,0,0,0,142,16,70,150,137,12,12,12,12,12
06059042320,3390,135,753,1665,837,31,15,16,0,0,365,156,156,355,286,34,24,25,17,17
06059042323,2347,17,369,1229,732,41,0,18,23,0,403,28,141,369,273,48,12,29,38,12
06059042324,2147,69,383,891,804,86,0,21,65,0,463,83,138,336,414,117,12,34,97,12
06059042325,1967,5,333,1093,536,38,0,23,0,15,185,10,121,202,191,33,12,27,12,22
06059042326,2748,12,292,1313,1131,31,12,19,0,0,392,20,124,218,488,35,20,29,12,12
06059042327,2374,0,168,801,1405,11,0,0,0,11,233,12,64,176,294,17,12,12,12,17
06059042328,1084,6,7,324,747,9,0,0,5,4,102,9,10,80,95,11,12,12,9,6
06059042329,2075,34,144,772,1125,15,0,0,0,15,212,41,67,177,257,23,12,12,12,23
06059042330,3177,0,344,1626,1207,0,0,0,0,0,326,17,145,326,313,17,17,17,17,17
06059042331,3095,21,592,1428,1054,69,0,17,14,38,334,33,179,379,489,58,17,28,27,43
06059042332,2630,43,335,1358,894,0,0,0,0,0,318,50,111,259,320,17,17,17,17,17
06059042333,1802,8,108,581,1105,18,0,11,0,7,223,13,74,153,227,21,12,18,12,12
06059042334,2822,19,654,977,1172,14,0,0,14,0,378,30,250,293,491,24,17,17,24,17
06059042335,3184,0,527,1668,989,0,0,0,0,0,295,17,168,411,379,17,17,17,17,17
06059042336,2371,14,147,1189,1021,31,0,0,26,5,207,21,52,168,209,28,12,12,27,9
06059042337,1941,10,129,604,1198,52,0,0,0,52,296,16,57,182,265,43,12,12,12,43
06059042338,2078,23,334,1046,675,0,0,0,0,0,224,26,107,183,177,12,12,12,12,12
06059042339,1818,0,358,822,638,69,0,0,29,40,198,12,164,179,197,61,12,12,41,38
06059052404,100,0,5,76,19,0,0,0,0,0,62,12,8,70,31,12,12,12,12,12
06059052408,3381,52,232,1193,1904,47,0,0,0,47,394,44,132,265,429,74,17,17,17,74
06059052410,2516,47,362,1034,1073,45,22,0,0,23,395,52,131,297,451,53,36,17,17,37
06059052411,2871,25,221,1086,1539,54,0,0,41,13,276,39,112,274,388,64,17,17,59,20
06059052415,2209,0,61,686,1462,6,0,0,0,6,219,12,40,192,254,12,12,12,12,12
06059052416,2388,0,208,981,1199,16,0,0,16,0,305,12,92,301,342,24,12,12,24,12
06059052417,4703,48,700,2462,1493,37,0,13,24,0,448,78,216,401,323,30,19,21,21,19
06059052418,9932,17,2528,5727,1660,64,0,41,23,0,597,28,439,741,464,59,19,48,36,19
06059052419,1733,27,105,982,619,0,0,0,0,0,157,29,45,190,185,12,12,12,12,12
06059052420,11338,0,1608,6606,3124,102,0,0,44,58,949,23,519,1062,906,118,23,23,74,93
06059052421,2849,25,406,1386,1032,20,0,0,8,12,233,28,128,219,232,23,17,17,14,18
06059052422,2575,31,355,1155,1034,9,0,0,9,0,216,35,128,201,260,14,12,12,14,12
06059052423,3495,154,538,1989,814,0,0,0,0,0,361,204,181,501,296,17,17,17,17,17
06059052424,2569,82,457,952,1078,7,0,0,7,0,254,62,114,174,233,12,17,17,12,17
06059052425,3819,15,999,1847,958,74,0,30,36,8,276,25,284,391,268,70,17,50,43,19
06059052426,7135,65,1065,4094,1911,20,0,20,0,0,481,77,256,546,446,32,19,32,19,19
06059052427,3080,23,267,1546,1244,19,0,0,9,10,238,35,87,225,243,21,17,17,15,16
06059052428,3720,70,456,2053,1141,19,0,0,19,0,340,73,265,311,319,31,17,17,31,17
06059052502,2961,55,353,1259,1294,21,0,0,11,10,272,50,140,249,261,23,17,17,17,16
06059052505,2637,57,541,1016,1023,107,0,33,32,42,299,47,145,228,328,66,17,29,29,50
06059052506,1190,28,68,449,645,42,0,0,25,17,123,43,32,98,118,35,12,12,31,17
06059052511,2745,0,429,1443,873,95,0,65,30,0,255,17,148,256,247,74,17,63,40,17
06059052513,2616,23,553,1228,812,10,0,0,10,0,383,39,219,357,351,19,17,17,19,17
06059052514,2652,74,544,1313,721,0,0,0,0,0,325,88,181,287,325,17,17,17,17,17
06059052515,4293,48,836,2195,1214,26,0,26,0,0,409,71,203,431,349,28,17,28,17,17
06059052517,5918,14,1732,3184,988,39,0,39,0,0,550,23,412,587,372,66,19,66,19,19
06059052518,3064,78,1368,1387,231,66,0,47,19,0,296,52,204,320,102,43,17,36,25,17
06059052519,2224,34,581,1025,584,30,6,24,0,0,194,39,166,198,190,39,10,37,12,12
06059052520,1573,0,119,1073,381,0,0,0,0,0,171,12,61,211,156,12,12,12,12,12
06059052521,3047,35,1082,1460,470,98,0,21,13,64,374,56,284,378,329,76,17,25,21,74
06059052522,2196,43,245,1067,841,48,11,0,12,25,232,37,125,202,245,42,18,12,18,28
06059052523,2036,55,322,1056,603,18,0,0,18,0,203,62,115,192,166,20,12,12,20,12
06059052524,4612,111,734,2203,1564,19,0,0,19,0,479,172,173,484,592,31,17,17,31,17
06059052525,8184,107,1527,4144,2406,0,0,0,0,0,657,151,294,737,566,19,19,19,19,19
06059052526,2213,54,75,743,1341,0,0,0,0,0,229,75,38,143,286,12,12,12,12,12
06059052527,4467,32,278,2136,2021,109,0,0,50,59,415,50,122,352,426,86,17,17,49,67
06059052528,1700,40,244,866,550,46,9,0,8,29,144,38,79,222,197,43,13,12,13,35
06059062604,7481,173,1840,3250,2218,58,0,22,36,0,705,227,558,859,970,72,19,40,61,19
06059062605,1792,31,785,685,291,3,3,0,0,0,218,45,151,163,159,12,12,12,12,12
06059062610,5792,113,2098,3067,514,54,20,0,34,0,579,84,431,592,268,51,32,17,39,17
06059062611,1823,27,462,815,519,33,0,22,11,0,224,23,123,204,237,29,12,26,15,12
06059062612,3789,21,313,1889,1566,20,0,0,20,0,394,32,141,336,473,33,17,17,33,17
06059062614,5023,474,1393,2278,878,201,38,40,123,0,519,183,298,448,264,123,48,39,103,19
06059062619,1808,21,367,738,682,0,0,0,0,0,238,25,144,200,147,12,12,12,12,12
06059062620,2439,33,314,1049,1043,20,20,0,0,0,322,37,122,236,309,32,32,17,17,17
06059062621,5153,22,921,2244,1966,41,0,21,20,0,458,24,181,314,481,37,17,25,22,17
06059062622,901,0,293,595,13,0,0,0,0,0,192,12,118,163,22,12,12,12,12,12
06059062625,1577,14,381,805,377,94,0,0,29,65,246,26,116,231,230,97,12,12,42,82
06059062626,1324,47,183,816,278,0,0,0,0,0,217,40,113,221,117,12,12,12,12,12
06059062627,1105,90,205,633,177,0,0,0,0,0,181,93,84,172,96,12,12,12,12,12
06059062628,1210,20,142,723,325,25,0,0,25,0,119,22,48,109,101,31,12,12,31,12
06059062629,1009,8,42,621,338,35,0,0,35,0,93,12,25,90,85,26,12,12,26,12
06059062630,871,5,103,457,306,5,0,5,0,0,122,8,51,94,110,9,12,9,12,12
06059062631,1418,0,113,711,594,0,0,0,0,0,174,12,62,145,132,12,12,12,12,12
06059062632,1851,9,480,869,493,10,0,0,0,10,240,13,229,206,161,15,12,12,12,15
06059062633,3094,0,199,1578,1317,14,0,0,14,0,204,17,62,198,245,15,17,17,15,17
06059062634,2674,0,406,1178,1090,29,0,0,0,29,226,17,122,197,191,33,17,17,17,33
06059062635,2523,10,312,1299,902,6,0,0,6,0,207,18,85,207,233,11,12,12,11,12
06059062636,2247,118,381,996,752,37,0,37,0,0,241,77,121,229,243,53,12,53,12,12
06059062637,2779,29,951,1403,396,0,0,0,0,0,271,33,190,324,263,12,12,12,12,12
06059062638,3768,26,551,2242,949,23,0,0,0,23,342,43,176,347,295,38,17,17,17,38
06059062639,4153,99,641,2059,1354,0,0,0,0,0,265,95,247,322,360,17,17,17,17,17
06059062640,2224,16,540,1311,357,10,0,10,0,0,238,26,125,261,191,16,12,16,12,12
06059062641,2402,29,588,1163,622,67,0,39,28,0,245,33,159,262,280,40,17,31,31,17
06059062642,862,37,103,457,265,0,0,0,0,0,123,46,53,116,97,12,12,12,12,12
06059062643,3499,66,234,1449,1750,0,0,0,0,0,324,71,122,341,371,17,17,17,17,17
06059062644,3494,32,466,1539,1457,74,0,0,0,74,398,37,173,429,333,65,17,17,17,65
06059062645,3312,0,181,1971,1160,0,0,0,0,0,369,17,89,371,332,17,17,17,17,17
06059062646,878,50,441,378,9,116,25,28,63,0,267,51,175,202,19,84,42,3,70,12
06059062647,1960,63,595,735,567,17,0,0,17,0,463,78,271,264,423,26,12,12,26,12
06059062648,400,0,199,156,45,0,0,0,0,0,106,12,87,74,36,12,12,12,12,12
06059062649,1170,36,356,636,142,28,0,0,28,0,192,51,98,183,94,31,12,12,31,12
06059062701,1300,29,245,547,479,0,0,0,0,0,274,35,94,172,231,12,12,12,12,12
06059062702,2360,13,451,1362,534,20,0,0,20,0,346,20,141,389,229,34,12,12,34,12
06059062800,2087,25,454,873,735,0,0,0,0,0,480,30,182,311,394,12,12,12,12,12
06059062900,586,14,76,338,158,0,0,0,0,0,89,16,49,87,55,12,12,12,12,12
06059063004,3382,88,1025,1508,761,49,0,0,49,0,380,99,254,361,236,74,17,17,74,17
06059063005,729,7,219,419,84,0,0,0,0,0,118,10,72,115,64,12,12,12,12,12
06059063006,1424,6,457,596,365,0,0,0,0,0,230,12,149,145,190,12,12,12,12,12
06059063007,2828,103,388,1659,678,0,0,0,0,0,398,75,140,370,263,17,17,17,17,17
06059063008,403,0,176,213,14,0,0,0,0,0,103,12,61,107,22,12,12,12,12,12
06059063009,814,0,122,490,202,0,0,0,0,0,90,12,47,105,60,12,12,12,12,12
06059063010,3585,20,799,1593,1173,38,0,0,0,38,519,33,226,427,361,45,17,17,17,45
06059063101,1692,0,344,859,489,0,0,0,0,0,188,12,82,168,209,12,12,12,12,12
06059063102,3806,26,566,2189,1025,0,0,0,0,0,373,30,210,361,379,17,17,17,17,17
06059063103,1371,38,129,802,402,0,0,0,0,0,159,36,61,180,108,12,12,12,12,12
06059063201,2165,0,412,1168,585,29,0,29,0,0,273,12,113,267,178,47,12,47,12,12
06059063202,2029,34,344,816,835,9,0,9,0,0,256,46,108,236,228,14,12,14,12,12
06059063301,1824,19,425,922,458,0,0,0,0,0,199,22,94,200,214,12,12,12,12,12
06059063302,2387,44,382,1290,671,0,0,0,0,0,224,43,106,231,208,12,12,12,12,12
06059063400,2429,21,354,1134,920,0,0,0,0,0,273,32,151,240,244,12,12,12,12,12
06059063500,3458,64,835,1606,953,16,0,0,16,0,426,79,252,331,349,25,17,17,25,17
06059063601,2033,0,242,963,828,12,0,0,0,12,174,12,74,184,147,20,12,12,12,20
06059063603,3660,44,911,1807,898,0,0,0,0,0,427,63,233,346,412,17,17,17,17,17
06059063604,2303,0,547,1299,457,133,0,58,75,0,237,12,184,269,204,83,12,56,63,12
06059063605,2635,127,575,1248,685,264,48,90,47,79,311,71,197,306,275,138,40,88,52,93
06059063701,2568,68,525,911,1064,187,41,74,23,49,329,50,169,272,369,91,38,71,27,45
06059063702,3027,13,691,1366,957,91,0,30,0,61,336,19,178,301,346,82,17,41,17,75
06059063802,1318,0,183,565,570,0,0,0,0,0,151,12,70,159,201,12,12,12,12,12
06059063803,2437,33,272,1251,881,18,0,0,0,18,255,37,135,254,265,29,12,12,12,29
06059063805,1226,7,56,566,597,0,0,0,0,0,132,10,34,102,143,12,12,12,12,12
06059063806,1888,18,128,1201,541,7,0,0,7,0,187,31,70,214,181,11,12,12,11,12
06059063807,2626,162,461,1408,595,139,139,0,0,0,321,146,175,317,265,143,143,17,17,17
06059063808,3135,191,555,1238,1151,325,191,45,62,27,336,178,223,311,352,191,178,49,57,36
06059063902,4003,96,861,1974,1072,33,0,0,33,0,424,84,221,449,341,53,17,17,53,17
06059063903,2200,0,172,726,1302,56,0,32,0,24,394,12,103,204,381,53,12,36,12,38
06059063904,2375,27,235,944,1169,35,0,35,0,0,293,35,120,225,335,47,12,47,12,12
06059063905,2735,42,261,1206,1226,34,20,0,14,0,316,38,95,251,366,31,21,12,23,12
06059063906,3699,79,799,1652,1169,27,16,0,11,0,469,55,246,378,473,31,26,17,18,17
06059063907,5136,143,1309,2808,876,78,61,0,17,0,424,164,304,525,250,91,86,17,28,17
06059063908,3704,70,1048,1565,1021,14,0,0,0,14,422,58,228,403,396,22,17,17,17,22
06059074003,2231,48,487,888,808,50,0,38,12,0,183,51,116,174,200,58,12,61,12,12
06059074004,4586,217,527,1629,2213,256,0,19,165,72,516,221,175,462,554,250,17,31,228,96
06059074005,3696,19,249,1159,2269,146,0,52,83,11,358,31,146,291,466,92,17,82,61,17
06059074006,3410,95,1012,1548,755,190,6,139,45,0,280,86,248,245,316,92,11,77,43,17
