GEOID,B08141_E001,B08141_E002,B08141_E003,B08141_E004,B08141_E005,B08141_E016,B08141_E017,B08141_E018,B08141_E019,B08141_E020,B08141_M001,B08141_M002,B08141_M003,B08141_M004,B08141_M005,B08141_M016,B08141_M017,B08141_M018,B08141_M019,B08141_M020
06059099216,2490,14,144,995,1337,0,0,0,0,0,263,42,64,210,275,12,12,12,12,12
06059099217,1174,0,117,454,603,25,0,17,0,8,125,12,43,104,118,21,12,18,12,12
06059099220,3243,18,949,1346,930,11,0,0,0,11,455,27,279,358,425,22,17,17,17,22
06059099222,2231,44,274,782,1131,46,0,10,30,6,266,48,113,174,283,38,17,15,31,11
06059099223,2367,105,423,710,1129,66,0,0,0,66,256,70,134,177,265,59,17,17,17,59
06059099224,1644,7,77,652,908,0,0,0,0,0,187,13,56,217,176,12,12,12,12,12
06059099225,1501,0,5,461,1035,11,0,0,11,0,130,12,12,134,181,18,12,12,18,12
06059099226,1855,0,82,528,1245,0,0,0,0,0,185,12,76,157,245,12,12,12,12,12
06059099227,2898,85,398,1275,1140,61,52,0,9,0,286,93,133,232,284,85,85,17,13,17
06059099229,3088,36,454,1351,1247,62,0,12,0,50,324,42,169,317,362,80,17,21,17,75
06059099230,2200,18,191,995,996,0,0,0,0,0,209,30,74,203,216,12,12,12,12,12
06059099231,2456,0,153,688,1615,42,0,0,0,42,223,17,84,175,294,43,17,17,17,43
06059099232,2597,12,125,1177,1283,0,0,0,0,0,245,25,63,184,222,17,17,17,17,17
06059099233,1302,0,55,252,995,21,0,0,0,21,165,12,53,106,171,23,12,12,12,23
06059099234,1544,22,102,307,1113,0,0,0,0,0,176,35,60,102,226,12,12,12,12,12
06059099235,2577,29,475,873,1200,0,0,0,0,0,273,32,148,220,285,17,17,17,17,17
06059099237,1521,0,53,682,786,8,0,0,8,0,212,12,50,133,211,13,12,12,13,12
06059099238,1686,9,57,557,1063,8,0,0,0,8,224,14,55,152,260,12,12,12,12,12
06059099239,1871,0,54,624,1193,0,0,0,0,0,176,12,56,176,182,12,12,12,12,12
06059099240,2885,45,385,1293,1162,0,0,0,0,0,311,69,144,295,241,17,17,17,17,17
06059099241,2182,57,388,963,774,10,10,0,0,0,212,66,114,243,197,14,14,12,12,12
06059099242,1949,15,158,624,1152,11,0,0,11,0,256,17,103,195,303,17,12,12,17,12
06059099243,2081,53,445,735,848,0,0,0,0,0,184,64,113,161,195,12,12,12,12,12
06059099244,1338,0,183,726,429,0,0,0,0,0,211,12,72,177,157,12,12,12,12,12
06059099245,1528,14,73,675,766,4,0,4,0,0,208,27,49,195,214,8,12,8,12,12
06059099246,1574,95,127,546,806,33,24,0,9,0,159,80,81,151,189,23,20,12,14,12
06059099247,1632,29,106,550,947,23,0,7,16,0,154,26,49,135,164,24,12,10,22,12
06059099248,2531,63,749,733,986,243,0,108,79,56,356,70,287,215,347,118,17,87,70,53
06059099249,1958,88,190,754,926,97,21,27,29,20,158,58,74,180,164,44,24,19,25,22
06059099250,1347,0,207,647,493,18,0,0,0,18,172,12,99,186,174,25,12,12,12,25
06059099251,2736,14,618,1292,812,15,0,0,15,0,334,22,276,320,339,24,17,17,24,17
06059099305,4444,26,1044,2342,1032,8,0,0,0,8,482,43,321,466,420,13,17,17,17,13
06059099306,3600,27,696,1570,1307,14,14,0,0,0,347,31,182,300,397,24,24,17,17,17
06059099307,1371,0,348,581,442,9,0,0,9,0,213,12,92,138,203,14,12,12,14,12
06059099308,2600,0,164,1147,1289,22,0,0,0,22,306,17,102,256,324,35,17,17,17,35
06059099309,2426,15,496,851,1064,0,0,0,0,0,248,23,151,205,248,17,17,17,17,17
06059099310,2537,28,511,1227,771,0,0,0,0,0,345,33,201,334,295,12,12,12,12,12
06059099311,1965,27,442,1116,380,15,0,0,15,0,211,31,110,185,146,24,12,12,24,12
06059099402,3810,104,1039,1010,1657,64,64,0,0,0,365,129,357,336,438,103,103,17,17,17
06059099404,2367,20,220,1175,952,41,11,0,30,0,216,23,82,248,224,41,18,12,37,12
06059099405,2202,0,522,850,830,13,0,13,0,0,233,12,135,222,264,20,12,20,12,12
06059099406,2287,15,212,1205,855,15,0,0,6,9,234,25,81,188,211,18,12,12,11,14
06059099407,1220,42,176,354,648,4,0,0,4,0,115,39,70,85,109,7,12,12,7,12
06059099408,2248,29,247,1031,941,0,0,0,0,0,250,46,129,186,272,12,12,12,12,12
06059099410,2499,11,618,1263,607,0,0,0,0,0,310,17,204,285,227,12,12,12,12,12
06059099411,3559,0,779,1865,915,125,0,82,43,0,324,17,233,378,329,83,17,70,50,17
06059099412,2472,25,483,977,987,18,0,0,8,10,261,37,106,203,282,22,12,12,13,17
06059099413,4097,61,788,1804,1444,83,18,65,0,0,545,72,408,416,475,95,27,91,17,17
06059099415,2453,39,113,959,1342,17,0,0,17,0,223,40,47,167,252,27,17,17,27,17
06059099416,3420,137,914,1293,1076,77,39,0,0,38,318,141,239,296,353,81,62,17,17,60
06059099417,2737,11,381,1544,801,8,0,0,0,8,328,19,140,262,343,17,12,12,12,17
06059099502,240,5,37,153,45,13,0,0,6,7,49,7,25,51,24,15,12,12,8,12
06059099504,1094,16,57,549,472,27,0,0,11,16,122,25,42,138,136,30,12,12,17,24
06059099506,556,0,112,294,150,0,0,0,0,0,105,12,48,97,89,12,12,12,12,12
06059099508,2571,195,498,1232,646,26,26,0,0,0,392,180,224,370,274,41,41,17,17,17
06059099509,597,0,228,340,29,14,0,0,14,0,162,12,119,127,47,23,12,12,23,12
06059099510,837,0,537,272,28,69,0,55,0,14,172,12,149,105,31,70,12,66,12,22
06059099511,1832,20,596,976,240,0,0,0,0,0,202,21,130,183,162,12,12,12,12,12
06059099512,1943,39,470,900,534,23,0,23,0,0,213,45,115,177,227,21,12,21,12,12
06059099513,1000,0,240,365,395,0,0,0,0,0,228,12,100,120,219,12,12,12,12,12
06059099514,2470,0,494,837,1139,0,0,0,0,0,308,12,200,217,276,12,12,12,12,12
06059099601,3074,62,401,1139,1472,64,0,8,40,16,279,72,146,286,338,48,17,14,45,25
06059099602,1659,0,309,618,732,0,0,0,0,0,215,12,135,239,216,12,12,12,12,12
06059099603,3567,30,308,1198,2031,19,0,0,0,19,323,37,154,267,325,29,17,17,17,29
06059099604,1864,0,110,676,1078,0,0,0,0,0,175,12,77,174,194,12,12,12,12,12
06059099605,2687,120,622,1133,812,24,0,13,11,0,289,117,201,303,229,29,12,21,19,12
06059099701,2496,80,324,726,1366,27,17,0,0,10,360,60,134,242,334,26,20,17,17,17
06059099702,3302,84,402,697,2119,85,0,38,0,47,433,120,219,281,473,80,17,45,17,62
06059099703,3199,72,349,1585,1193,24,11,0,13,0,316,47,153,287,254,27,17,17,21,17
06059099801,2743,18,410,693,1622,103,0,75,28,0,203,20,220,197,323,113,17,109,33,17
06059099802,2175,147,357,751,920,115,34,23,35,23,307,86,116,214,248,76,33,37,44,27
06059099803,2468,141,424,705,1198,48,0,0,12,36,356,109,147,214,403,50,17,17,22,46
06059099902,2078,53,214,601,1210,44,0,0,0,44,265,65,95,199,250,42,12,12,12,42
06059099903,2781,18,264,763,1736,27,0,0,11,16,393,27,103,277,394,26,17,17,17,20
06059099904,2896,102,417,924,1453,46,11,0,35,0,368,66,126,223,370,53,17,17,50,17
06059099905,2335,56,304,1019,956,32,0,0,32,0,308,73,130,229,357,37,12,12,37,12
06059099906,2361,53,89,802,1417,0,0,0,0,0,202,51,57,146,223,17,17,17,17,17
06059110001,2334,11,224,773,1326,80,0,0,13,67,326,17,94,138,386,57,12,12,20,61
06059110003,1437,35,172,430,800,0,0,0,0,0,177,47,84,156,229,12,12,12,12,12
06059110004,2516,0,109,965,1442,0,0,0,0,0,233,12,46,204,272,12,12,12,12,12
06059110005,1287,17,112,556,602,20,0,6,0,14,148,27,58,143,143,24,12,10,12,22
06059110006,1492,0,58,627,807,12,0,0,0,12,158,12,43,157,204,19,12,12,12,19
06059110007,2170,0,48,794,1328,0,0,0,0,0,239,17,37,170,230,17,17,17,17,17
06059110008,2054,8,241,1047,758,0,0,0,0,0,171,14,84,184,148,12,12,12,12,12
06059110010,2356,0,92,899,1365,15,0,0,15,0,172,12,54,184,193,16,12,12,16,12
06059110011,1202,26,77,582,517,51,0,11,0,40,147,29,49,119,158,41,12,16,12,37
06059110012,2218,51,35,932,1200,0,0,0,0,0,195,79,28,207,214,17,17,17,17,17
06059110014,2559,161,559,954,885,23,0,10,6,7,256,187,148,202,256,22,17,16,9,11
06059110015,1453,16,52,516,869,43,0,0,29,14,177,17,38,133,178,29,12,12,26,20
06059110102,2917,84,263,811,1759,0,0,0,0,0,250,61,90,173,289,17,17,17,17,17
06059110104,2563,22,224,910,1407,0,0,0,0,0,208,36,111,240,249,17,17,17,17,17
06059110106,1744,10,174,829,731,20,0,0,9,11,135,17,77,181,185,21,12,12,14,16
06059110108,1319,12,182,749,376,21,0,0,13,8,169,19,71,193,138,25,12,12,20,14
06059110109,2820,113,313,1201,1193,47,0,11,21,15,234,122,134,223,207,38,17,16,22,24
06059110110,2719,26,323,1157,1213,57,26,31,0,0,267,34,117,201,312,49,34,36,17,17
06059110111,3042,132,180,1205,1525,117,86,0,9,22,320,153,77,293,328,142,139,17,13,23
06059110113,1112,21,97,218,776,30,21,0,9,0,161,30,76,86,181,32,30,12,12,12
06059110114,2482,24,94,841,1523,18,0,0,18,0,188,27,54,158,236,20,12,12,20,12
06059110115,1874,0,136,614,1124,0,0,0,0,0,241,12,89,171,268,12,12,12,12,12
06059110116,2001,36,108,617,1240,52,0,9,0,43,211,45,64,162,241,40,12,14,12,39
06059110117,2848,45,503,1003,1297,41,0,0,17,24,236,45,133,233,355,47,17,17,27,38
06059110118,1183,6,19,371,787,37,0,4,12,21,116,10,15,87,128,26,12,8,13,22
06059110201,3567,22,486,1061,1998,102,8,0,12,82,455,28,179,316,469,70,17,17,22,70
06059110202,3478,95,539,1453,1391,118,47,15,0,56,547,104,196,386,420,104,59,25,17,82
06059110203,2683,6,206,986,1485,17,0,17,0,0,204,10,85,218,279,20,17,20,17,17
06059110301,3639,47,198,1182,2212,93,32,0,61,0,387,53,128,303,455,77,34,17,72,17
06059110302,3409,0,208,1096,2105,85,0,0,7,78,285,17,123,246,338,68,17,17,11,65
06059110303,2286,12,188,822,1264,12,0,12,0,0,290,19,93,203,311,19,12,19,12,12
06059110304,2470,104,120,443,1803,43,9,6,7,21,261,127,79,135,305,32,14,9,11,25
06059110401,2712,0,105,868,1739,55,0,0,0,55,264,12,71,209,289,39,12,12,12,39
06059110402,2648,49,219,940,1440,127,19,8,3,97,234,38,99,236,300,88,23,17,7,89
06059110500,3902,184,563,1490,1665,169,58,30,81,0,517,123,260,542,452,111,50,40,94,17
06059110603,4309,177,1014,1737,1381,177,0,96,81,0,461,131,343,426,470,108,17,86,88,17
06059110604,4082,0,185,1852,2045,12,0,12,0,0,394,17,88,403,495,19,17,19,17,17
06059110605,3169,19,233,1436,1481,59,0,0,32,27,395,29,111,343,489,49,17,17,36,44
06059110606,2099,36,273,915,875,6,0,0,6,0,241,37,98,215,232,10,12,12,10,12
06059110607,1998,0,259,623,1116,191,0,86,37,68,258,12,118,192,251,108,12,101,33,58
06059980000,0,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12,12,12,12,12
06059990100,0,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12,12,12,12,12
