GEOID20,C000,CNS15,CNS16,CNS17,CNS18
060590015042004,10,0,10,0,0
060590015042006,2,0,0,0,0
060590015042007,10,0,9,0,0
060590015042008,27,0,15,0,6
060590015042009,5,0,0,0,0
060590015042011,20,0,6,14,0
060590015042015,7,0,0,0,0
060590015043000,295,0,8,61,212
060590015043002,2,0,0,0,0
060590015043003,1,0,0,0,0
060590015043004,3,0,2,0,0
060590015043005,2,0,0,0,0
060590015044000,57,40,6,0,1
060590015044002,3,0,3,0,0
060590015044003,76,61,11,0,0
060590015044004,75,0,18,0,44
060590015044005,444,0,0,0,193
060590015044006,14,0,14,0,0
060590015044008,14,0,5,0,0
060590015044009,3077,23,119,0,662
060590015051002,74,0,0,0,69
060590015051005,26,0,14,0,0
060590015051011,13,0,1,0,0
060590015052000,4,0,0,0,0
060590015052004,7,0,0,0,0
060590015052005,5,0,0,0,0
060590015052006,1,0,1,0,0
060590015052007,6,0,1,0,0
060590015052009,17,0,1,2,0
060590015052010,14,0,0,0,0
060590015052011,137,10,15,0,39
060590015052014,7,0,0,0,0
060590015052015,4,0,0,0,0
060590015052016,77,0,0,0,27
060590015052017,6,0,2,0,0
060590015052018,2,0,0,0,0
060590015052022,14,0,8,0,0
060590015052023,3,0,3,0,0
060590015052026,19,0,19,0,0
060590015053000,183,78,2,6,0
060590015053001,4,0,4,0,0
060590015053004,17,0,0,0,0
060590015053005,1,0,0,0,0
060590015053008,1,0,1,0,0
060590015053010,3,0,3,0,0
060590015053013,4,0,4,0,0
060590015053015,36,0,0,0,0
060590015053017,6,0,1,0,0
060590015054000,6,0,0,0,0
060590015054001,2,0,2,0,0
060590015054002,2,0,2,0,0
060590015054003,1,0,0,0,0
060590015054005,8,0,0,0,0
060590015054006,1,0,0,0,0
060590015054008,2,0,0,2,0
060590015054010,13,0,0,0,0
060590015054011,4,0,1,0,0
060590015054012,10,0,0,0,0
060590015054013,2,0,2,0,0
060590015054015,1,0,0,0,0
060590015054016,44,0,0,2,0
060590015061001,24,0,0,0,0
060590015061004,75,0,56,0,0
060590015061005,53,52,0,0,0
060590015061007,4,0,0,0,4
060590015061008,4,0,0,0,0
060590015061009,10,0,0,0,0
060590015061010,2,0,0,0,0
060590015061011,5,0,0,0,0
060590015061012,81,0,21,0,23
060590015061013,449,0,433,0,0
060590015061015,8,0,1,0,0
060590015061017,46,0,43,0,0
060590015061018,56,0,42,0,0
060590015062003,2,0,0,0,0
060590015062005,11,3,1,0,0
060590015062006,1,0,0,0,0
060590015062007,5,0,0,0,0
060590015062009,3,0,3,0,0
060590015062010,10,0,0,0,0
060590015062012,1,0,1,0,0
060590015062016,29,0,3,0,0
060590015062017,3,0,0,0,0
060590015062018,1,0,0,0,0
060590015062020,1,0,1,0,0
060590015062022,132,50,0,0,0
060590015062023,33,0,0,0,0
060590015071000,39,2,12,0,0
060590015071001,34,0,26,0,0
060590015071002,524,0,74,6,14
060590015071003,56,9,0,0,0
060590015071004,266,0,0,2,0
060590015071005,1564,11,76,9,0
060590015071006,97,0,0,0,0
060590015072001,25,0,0,0,0
060590015072003,4,0,0,0,0
060590015072007,45,0,0,0,8
060590015073000,143,20,14,0,55
060590015073001,4,0,0,0,0
060590015073004,1,0,0,0,0
060590015073005,76,0,0,0,0
060590015073008,2,0,0,0,0
060590015073010,2,0,2,0,0
060590015073012,1472,0,1,0,12
060590015073013,284,0,27,0,0
060590015073014,87,86,0,0,0
060590015073015,64,0,0,0,38
060590015073016,477,0,73,1,0
060590015073017,42,0,0,0,0
060590015073019,4,0,0,0,0
060590015073020,69,0,0,0,3
060590015073022,1,0,0,0,0
060590015073023,2,0,0,0,0
060590015073028,9,0,0,0,0
060590016021001,78,0,0,78,0
060590016021002,1,0,0,0,0
060590016021003,3,0,0,0,0
060590016021005,5,0,0,0,0
060590016021008,3,0,0,0,0
060590016021010,2,0,1,0,0
060590016021011,7,0,2,0,0
060590016022000,64,0,4,0,0
060590016022001,136,0,81,0,0
060590016022002,2,0,0,0,0
060590016022004,14,11,0,0,0
060590016023000,83,0,0,0,83
060590016023002,3,0,0,0,0
060590016023005,15,0,12,0,0
060590016023006,8,0,0,0,0
060590016023007,15,0,4,0,0
060590016023008,6,0,0,0,0
060590016023009,110,89,0,0,0
060590016023013,66,66,0,0,0
060590016024000,9,0,0,0,0
060590016024001,6,0,1,0,0
060590016024002,3,0,0,0,0
060590016024003,3,0,0,0,0
060590016024005,5,0,2,0,0
060590016024006,143,0,2,0,0
060590016024008,211,0,3,0,47
060590016024009,8,0,5,0,0
060590016025001,2,0,2,0,0
060590016025002,270,242,1,0,17
060590016025004,56,0,17,0,0
060590016031000,242,0,7,0,36
060590016031001,451,4,370,3,30
060590016031002,20,0,3,0,0
060590016031003,2,0,2,0,0
060590016031004,2,0,0,0,0
060590016031005,1,0,1,0,0
060590016031007,1,0,0,0,0
060590016031008,17,0,14,0,3
060590016031009,2,0,0,0,0
060590016031011,23,0,8,0,0
060590016031012,3,0,0,0,0
060590016031013,2616,0,2441,116,3
060590016031021,1972,16,1341,0,34
060590016031022,19,0,4,0,0
060590016031023,3,0,0,0,0
060590016031025,132,0,44,0,0
060590016031026,15,0,0,0,0
060590016031027,51,0,0,0,0
060590016032001,5,0,0,0,0
060590016032002,7,0,1,0,6
060590016032004,1,0,0,0,0
060590016032007,548,68,382,32,41
060590016032011,101,0,41,0,0
060590016032013,18,0,0,0,0
060590016041000,1797,0,1795,0,0
060590016041001,239,0,1,15,25
060590016041002,20,0,0,0,0
060590016041003,4,0,0,0,0
060590016041004,4,0,1,0,0
060590016042000,1,0,0,0,0
060590016042001,26,0,2,0,0
060590016042002,8,0,0,0,0
060590016042003,2,0,2,0,0
060590016042006,13,0,9,0,0
060590016042008,154,8,46,10,60
060590016042009,3,0,0,0,0
060590016042010,197,0,0,0,57
060590016042011,6,0,4,0,0
060590016043000,55,39,14,0,0
060590016043005,5,0,0,0,0
060590016043008,64,0,0,0,0
060590016043009,3,0,0,0,0
060590016043010,3,0,0,0,0
060590016044000,1,0,0,0,0
060590016044001,6,0,0,0,0
060590016044002,1,0,1,0,0
060590016044003,3,0,0,0,0
060590016044007,10,0,0,0,0
060590016044008,64,0,23,0,0
060590016044009,8,0,0,0,0
060590016044010,10,0,0,0,2
060590017041000,110,25,13,0,52
060590017041001,83,65,11,0,0
060590017041002,4,0,0,0,0
060590017041003,195,175,0,0,0
060590017042001,42,19,4,0,0
060590017042002,88,88,0,0,0
060590017042003,3,0,0,0,0
060590017042004,1,0,0,0,0
060590017042005,4,0,3,0,0
060590017042006,4,0,0,0,0
060590017042007,18,0,5,0,0
060590017042008,7,0,3,0,0
060590017042010,8,0,4,0,0
060590017042011,4,0,1,0,0
060590017042012,10,0,8,0,0
060590017042013,7,0,0,0,0
060590017042014,4,0,0,0,0
060590017042015,9,0,0,0,0
060590017042016,1,0,0,0,0
060590017042017,1,0,1,0,0
060590017042018,2,0,0,0,0
060590017042019,2,0,2,0,0
060590017043000,8,0,0,4,0
060590017043002,3,0,1,0,0
060590017043003,2,0,0,0,0
060590017043005,3,0,3,0,0
060590017043007,11,0,11,0,0
060590017043008,37,0,0,0,0
060590017043009,42,0,2,0,40
060590017043010,24,0,0,0,0
060590017043011,2,0,0,0,0
060590017043012,3,0,2,0,0
060590017043013,10,0,5,0,0
060590017043016,3,0,0,0,0
060590017043017,2,0,2,0,0
060590017043019,11,11,0,0,0
060590017043020,7,0,0,0,0
060590017043024,8,0,0,0,0
060590017043026,2,0,2,0,0
060590017043027,2,0,2,0,0
060590017043029,18,0,0,0,0
060590017043031,223,212,0,0,0
060590017043033,42,0,0,0,0
060590017043034,4,0,0,0,0
060590017043036,2,0,2,0,0
060590017043037,9,0,7,0,0
060590017043038,17,0,2,0,12
060590017044000,28,0,2,2,16
060590017044001,826,0,3,0,0
060590017044003,3,0,3,0,0
060590017044004,1,0,1,0,0
060590017044005,21,0,3,1,0
060590017044006,778,5,48,78,285
060590017044007,56,43,0,0,0
060590017044009,2,0,2,0,0
060590017044010,1,0,0,0,0
060590017044011,5,0,2,0,0
060590017044013,1,0,1,0,0
060590017051000,236,0,7,0,2
060590017051001,1,0,1,0,0
060590017051002,1,0,1,0,0
060590017051004,1,0,1,0,0
060590017051006,1,0,1,0,0
060590017051007,2,0,0,0,0
060590017051008,1,0,0,0,0
060590017051009,5,0,2,0,0
060590017051010,9,0,0,0,0
060590017051011,9,0,1,0,0
060590017051013,21,17,0,0,0
060590017051014,6,0,2,0,0
060590017051015,2,0,0,0,0
060590017052000,15,0,2,0,0
060590017052001,7,0,0,0,0
060590017052002,11,0,3,0,0
060590017052004,3,0,2,1,0
060590017052005,15,0,0,0,0
060590017053000,3,0,3,0,0
060590017053001,26,12,0,0,14
060590017053002,58,0,0,0,0
060590017053003,2,0,2,0,0
060590017053004,11,0,3,0,0
060590017053005,6,0,1,0,0
060590017053006,1,0,1,0,0
060590017053007,1,0,1,0,0
060590017053008,7,0,0,0,0
060590017061000,43,0,12,0,21
060590017061001,105,0,37,0,0
060590017061003,226,0,179,0,0
060590017061004,115,48,67,0,0
060590017061005,113,0,94,0,0
060590017061009,1,0,0,0,0
060590017061010,13,0,3,0,0
060590017061011,85,0,81,0,0
060590017061012,2,0,2,0,0
060590017061013,8,0,4,0,0
060590017062000,5,0,2,0,0
060590017062001,8,0,0,0,7
060590017062003,16,0,2,0,0
060590017063000,66,0,14,0,0
060590017063001,48,0,48,0,0
060590017063002,34,0,28,0,0
060590017063003,111,0,107,0,4
060590017063004,243,21,194,0,21
060590017063006,8,0,3,0,3
060590017063008,10,0,0,0,0
060590017063009,4,0,4,0,0
060590017063011,2,0,0,1,0
060590017063012,11,0,5,0,0
060590017064000,23,0,18,0,0
060590017064001,19,0,0,0,15
060590017064004,3,0,0,0,0
060590017064008,1,0,1,0,0
060590017064009,5,0,2,0,0
060590017081000,436,68,3,12,66
060590017081003,8,0,2,0,0
060590017081005,2,0,0,0,2
060590017081006,1,0,0,0,0
060590017081007,1,0,1,0,0
060590017082001,11,0,1,0,0
060590017082003,1,0,0,0,0
060590017082004,2,0,0,0,0
060590017082005,31,0,23,0,0
060590017082006,34,0,3,0,0
060590017082007,2,0,0,0,0
060590017082008,2,0,0,0,0
060590017083001,50,11,16,0,3
060590017083002,7,0,0,0,0
060590017083003,2,0,1,0,0
060590017083004,2,0,0,0,0
060590017083005,14,0,11,0,0
060590017083006,6,0,5,0,0
060590017083007,11,0,2,0,0
060590017091000,898,16,104,61,221
060590017091001,10,0,2,0,0
060590017091002,21,0,0,0,0
060590017091004,1,0,0,0,0
060590017091005,6,0,4,0,0
060590017091006,18,0,0,0,0
060590017091007,10,0,0,0,0
060590017091008,1063,0,4,0,168
060590017091009,217,14,29,6,30
060590017091010,12,0,2,0,0
060590017091012,2,0,2,0,0
060590017091017,1,0,0,0,0
060590017101001,57,0,40,2,0
060590017101004,31,0,9,0,0
060590017101005,4,0,3,0,0
060590017101007,11,0,2,0,0
060590017101009,4,0,2,0,0
060590017101010,3,0,3,0,0
060590017102000,20,1,10,0,0
060590017102001,2,0,0,0,0
060590017102002,16,0,9,0,7
060590017102003,8,0,3,0,0
060590017102004,18,13,5,0,0
060590017102005,3,0,1,0,0
060590017103000,15,0,2,0,1
060590017103001,14,0,2,0,10
060590017103002,40,0,0,0,18
060590017103003,3,0,0,0,0
060590017103004,2,0,0,0,0
060590017103005,1,0,0,0,0
060590017103006,2,0,0,0,0
060590018011001,3,0,0,0,0
060590018011002,394,0,24,0,0
060590018011003,77,7,0,0,0
060590018011004,150,0,2,2,21
060590018011005,15,0,8,0,0
060590018011006,3,0,3,0,0
060590018011007,29,1,8,0,0
060590018011008,10,0,0,0,0
060590018011009,4,0,4,0,0
060590018011010,14,0,2,0,1
060590018011012,3,0,0,0,0
060590018011013,1,0,1,0,0
060590018011014,178,0,0,0,0
060590018011015,1,0,0,0,0
060590018011016,5,0,0,0,0
060590018011018,16,0,0,0,0
060590018012001,6,0,6,0,0
060590018012002,2,0,2,0,0
060590018012003,2,0,1,0,0
060590018012006,4,0,4,0,0
060590018012008,3,0,3,0,0
060590018013000,2,0,2,0,0
060590018013002,6,0,2,0,0
060590018013003,5,0,1,0,0
060590018013004,10,0,3,0,0
060590018013005,9,0,1,0,0
060590018014001,161,148,1,0,3
060590018014002,17,0,5,0,0
060590018014005,59,0,0,0,46
060590018021000,5,0,5,0,0
060590018021001,3,0,1,0,0
060590018021002,32,0,17,1,0
060590018021003,1,0,1,0,0
060590018021004,9,0,2,0,0
060590018021005,10,0,5,0,2
060590018021006,62,60,0,0,0
060590018022000,6,0,3,0,0
060590018022002,4,0,4,0,0
060590018022004,1,0,1,0,0
060590018022005,16,0,4,0,0
060590018022008,6,0,0,0,0
060590018022010,1,0,1,0,0
060590018022012,1,0,1,0,0
060590018023000,95,0,56,0,29
060590018023001,11,0,1,0,0
060590018023002,4,0,4,0,0
060590018023006,61,0,12,0,36
060590018023007,3,0,1,0,0
060590018024000,19,0,10,0,9
060590018025000,87,0,19,0,18
060590019011000,188,0,0,0,0
060590019011001,7,0,4,0,0
060590019011002,36,0,26,0,2
060590019011003,25,0,25,0,0
060590019011004,2,0,0,0,0
060590019011005,1,0,1,0,0
060590019011006,3,0,0,0,0
060590019011007,4,0,4,0,0
060590019011009,189,0,7,0,82
060590019011010,5,0,0,0,0
060590019012000,7,0,6,0,0
060590019012001,7,0,4,0,0
060590019012002,5,0,0,0,0
060590019012004,2,0,2,0,0
060590019012006,1,0,1,0,0
060590019012009,3,0,3,0,0
060590019021000,847,777,2,0,0
060590019021001,7,0,7,0,0
060590019021003,5,0,4,0,0
060590019021004,43,0,41,0,0
060590019021006,1,0,1,0,0
060590019021007,4,0,0,0,0
060590019021008,2,0,2,0,0
060590019021009,1,0,1,0,0
060590019021013,2,0,0,0,0
060590019022001,3,0,0,0,0
060590019022002,2,0,2,0,0
060590019022003,2,0,2,0,0
060590019022004,2,0,2,0,0
060590019022005,1,0,1,0,0
060590019022006,1,0,1,0,0
060590019022007,3,0,2,0,0
060590019022009,2,0,2,0,0
060590019022010,1,0,1,0,0
060590019022011,228,0,51,0,74
060590019022012,51,0,1,0,0
060590019022013,10,0,0,0,7
060590019022015,9,0,4,0,0
060590019031000,19,0,15,0,0
060590019031002,3,0,0,0,0
060590019031003,31,0,0,0,0
060590019031004,3,0,3,0,0
060590019031005,2,0,2,0,0
060590019031006,1,0,0,0,0
060590019031007,95,66,9,0,0
060590019031008,2,0,2,0,0
060590019031009,3,0,0,0,0
060590019031011,3,0,0,0,0
060590019031012,1,0,1,0,0
060590019031014,1,0,1,0,0
060590019032000,201,0,32,0,56
060590019032001,1,0,1,0,0
060590019032002,2,0,0,0,0
060590019032003,18,0,5,0,2
060590019032004,1,0,0,0,0
060590019032005,7,0,3,0,0
060590019032006,11,0,3,0,0
060590110001002,315,0,0,0,0
060590110001003,341,0,0,0,0
060590110001004,312,3,6,2,50
060590110001005,25,0,11,0,0
060590110001007,53,1,11,0,0
060590110002000,1,0,1,0,0
060590110002001,11,0,3,0,0
060590110002002,3,0,1,0,0
060590110002004,15,0,0,0,0
060590110002007,1,0,1,0,0
060590110002008,16,16,0,0,0
060590110003000,45,1,15,0,0
060590110004000,3,0,0,0,0
060590110004001,7,0,0,0,0
060590110004002,3,0,3,0,0
060590110004003,10,9,0,0,0
060590110004004,13,0,1,0,0
060590110004007,3,0,3,0,0
060590110004008,6,0,0,0,0
060590110004010,1,0,1,0,0
060590110004012,14,0,0,0,6
060590110004013,185,0,9,0,47
060590110004014,12,0,0,0,0
060590110004015,16,4,0,0,0
060590110004016,263,0,7,0,2
060590110004017,48,2,8,0,0
060590110005000,15,0,4,0,0
060590110005003,648,0,8,0,75
060590110005004,89,83,4,0,0
060590110005005,6,0,0,0,0
060590110006000,5,0,3,0,0
060590110006002,1,0,1,0,0
060590110006003,10,0,0,0,0
060590110006004,12,0,8,0,0
060590110006006,2,0,2,0,0
060590110006009,59,0,0,0,0
060590110006011,24,0,0,0,16
060590110006013,2,0,0,0,0
060590111011000,33,0,5,0,16
060590111011002,1,0,1,0,0
060590111011005,3,0,3,0,0
060590111011006,115,75,0,0,0
060590111011007,2,0,2,0,0
