GEOID20,C000,CNS15,CNS16,CNS17,CNS18
060590015013017,20,0,0,0,0
060590015013018,28,0,0,13,0
060590015013019,23,0,0,0,23
060590015013020,2,0,0,0,0
060590015031000,82,1,7,0,34
060590015031003,12,0,12,0,0
060590015031004,5,0,5,0,0
060590015031006,3,0,0,0,0
060590015031007,3,0,1,0,0
060590015032000,30,0,0,0,0
060590015032001,82,19,1,35,3
060590015032002,23,0,0,0,0
060590015032003,12,0,8,0,0
060590015032005,71,0,14,0,24
060590015033000,3,0,0,0,0
060590015033001,2,0,2,0,0
060590015033004,3,1,0,0,0
060590015033009,2,0,0,0,0
060590015033012,6,0,0,0,0
060590015033013,9,0,9,0,0
060590015034000,1723,6,0,0,0
060590015034001,342,1,6,0,22
060590015034002,193,0,5,0,0
060590015034003,991,0,26,0,0
060590015034007,1,0,1,0,0
060590015034009,9,0,0,0,0
060590015034010,20,7,0,0,2
060590015034011,12,0,1,0,0
060590015034012,1,0,1,0,0
060590015034013,90,71,0,0,0
060590015034014,5,0,5,0,0
060590015035000,27,0,0,0,20
060590015035004,567,0,1,14,17
060590015035005,148,0,15,0,0
060590015035008,144,0,0,0,135
060590015035009,1909,0,1,16,35
060590015035010,10,0,0,0,0
060590015035011,402,0,36,0,0
060590015035012,576,0,20,0,0
060590015035013,198,0,4,0,71
060590015035014,279,22,1,0,168
060590015035015,58,0,0,0,0
060590015035017,24,11,3,0,1
060590015035018,50,0,0,0,0
060590015035019,2,0,2,0,0
060590015041000,209,0,0,0,0
060590015041002,558,2,69,0,21
060590015041003,1,0,0,0,0
060590015041007,1,0,0,0,0
060590015041009,499,0,14,0,238
060590015041014,3633,95,9,69,683
060590015041015,12,0,12,0,0
060590015042001,401,0,29,29,129
060590015042002,3,0,0,0,0
060590015042003,31,0,0,0,0
060590015042004,15,0,15,0,0
060590015042006,3,0,0,0,0
060590015042007,43,0,11,0,0
060590015042008,23,0,9,0,8
060590015042010,2,0,0,0,0
060590015042011,17,0,8,9,0
060590015042015,7,0,0,0,0
060590015043000,285,0,2,91,176
060590015043002,5,0,4,0,0
060590015043003,2,0,0,0,0
060590015043004,2,0,2,0,0
060590015044000,2,0,1,0,0
060590015044001,4,0,0,0,0
060590015044002,4,0,0,0,4
060590015044003,80,64,12,0,0
060590015044004,101,0,20,0,69
060590015044005,358,0,0,0,304
060590015044006,10,0,10,0,0
060590015044008,14,2,6,0,0
060590015044009,3762,0,102,0,865
060590015051002,113,0,0,0,92
060590015051005,29,0,15,0,0
060590015051007,2,0,0,0,0
060590015051008,1,0,0,0,1
060590015051011,10,0,1,0,0
060590015052001,1,0,0,0,0
060590015052003,1,0,0,0,0
060590015052005,8,0,0,0,0
060590015052007,7,0,2,0,0
060590015052008,3,0,0,0,0
060590015052009,28,0,0,0,0
060590015052010,17,0,0,0,0
060590015052011,122,23,14,0,34
060590015052013,1,0,0,0,0
060590015052014,5,0,0,0,0
060590015052015,1,0,1,0,0
060590015052016,56,0,1,0,23
060590015052017,3,0,0,0,0
060590015052019,5,0,0,0,0
060590015052021,1,0,0,0,0
060590015052022,4,0,0,0,0
060590015052023,1,0,1,0,0
060590015052026,23,0,23,0,0
060590015053000,123,72,2,0,0
060590015053004,13,0,0,0,0
060590015053008,3,0,0,0,3
060590015053010,1,0,1,0,0
060590015053013,5,0,3,0,0
060590015053015,5,0,0,0,0
060590015053017,3,0,0,0,0
060590015054000,25,0,0,0,0
060590015054002,1,0,1,0,0
060590015054005,3,0,0,0,0
060590015054006,1,0,0,0,0
060590015054008,1,0,0,1,0
060590015054010,7,0,0,0,0
060590015054011,6,0,1,0,0
060590015054012,11,0,0,0,0
060590015054013,2,0,2,0,0
060590015054015,3,0,1,0,0
060590015054016,23,0,0,1,0
060590015061000,10,0,0,0,0
060590015061001,12,0,0,0,0
060590015061004,76,0,65,0,0
060590015061005,54,50,2,0,0
060590015061008,2,0,0,0,0
060590015061009,10,0,0,0,0
060590015061011,1,0,0,0,0
060590015061012,93,0,31,0,21
060590015061013,448,0,437,0,0
060590015061015,8,0,2,0,0
060590015061017,55,0,54,0,0
060590015061018,60,0,37,0,0
060590015062002,1,0,0,0,0
060590015062003,12,3,1,0,0
060590015062005,8,1,1,0,0
060590015062007,5,1,0,0,0
060590015062008,1,0,0,0,0
060590015062009,2,0,2,0,0
060590015062010,1,0,1,0,0
060590015062011,2,0,0,0,0
060590015062012,4,2,0,0,0
060590015062016,23,0,2,0,0
060590015062017,4,0,0,0,0
060590015062019,1,0,0,0,0
060590015062022,145,49,0,0,0
060590015062023,30,0,0,0,0
060590015071000,56,0,14,0,0
060590015071001,14,0,11,0,0
060590015071002,641,0,233,8,15
060590015071003,64,0,0,0,0
060590015071004,270,0,0,0,0
060590015071005,1679,11,85,4,0
060590015071006,102,0,0,0,0
060590015072003,4,0,1,0,0
060590015072005,1,0,0,0,0
060590015072007,41,0,0,0,5
060590015073000,146,5,14,0,24
060590015073001,3,0,0,0,0
060590015073004,4,0,0,0,0
060590015073010,3,0,3,0,0
060590015073012,1403,0,22,5,14
060590015073013,412,0,19,0,0
060590015073014,99,99,0,0,0
060590015073015,28,0,0,0,20
060590015073016,560,0,49,1,0
060590015073017,46,0,0,0,0
060590015073020,7,0,3,0,0
060590015073022,1,0,0,0,0
060590015073023,4,0,0,0,0
060590015073028,14,0,0,0,0
060590016021000,96,0,1,91,0
060590016021001,5,0,0,5,0
060590016021002,1,0,0,0,0
060590016021003,8,0,0,8,0
060590016021004,5,0,0,5,0
060590016021005,3,0,0,3,0
060590016021008,10,0,0,10,0
060590016021009,3,0,0,3,0
060590016021010,3,0,0,3,0
060590016021011,4,0,1,0,0
060590016022000,36,0,3,0,0
060590016022001,136,0,89,0,0
060590016022002,4,0,0,0,0
060590016022004,56,33,2,0,0
060590016023000,18,0,0,0,16
060590016023001,8,0,0,0,8
060590016023002,55,0,1,0,54
060590016023003,65,50,5,0,0
060590016023004,1,0,0,0,1
060590016023005,25,0,9,0,13
060590016023006,6,5,0,0,0
060590016023007,23,8,4,0,0
060590016023008,8,0,0,0,0
060590016023009,10,9,1,0,0
060590016023011,7,7,0,0,0
060590016023012,27,27,0,0,0
060590016023013,26,26,0,0,0
060590016024000,5,0,0,0,0
060590016024001,9,0,0,0,0
060590016024002,3,0,0,0,3
060590016024003,3,0,2,0,0
060590016024005,2,0,0,0,0
060590016024006,192,0,2,0,18
060590016024008,166,0,3,0,40
060590016024009,12,0,1,0,0
060590016025000,11,0,3,0,0
060590016025001,1,0,0,0,0
060590016025002,12,0,1,0,0
060590016025004,277,245,10,0,0
060590016031000,358,0,177,0,57
060590016031001,430,6,317,5,16
060590016031002,729,10,592,17,8
060590016031003,4,0,4,0,0
060590016031004,2,0,0,0,0
060590016031008,20,0,14,0,1
060590016031009,1,0,0,0,0
060590016031011,819,5,662,15,3
060590016031012,1307,21,1074,22,8
060590016031013,430,5,350,11,2
060590016031014,97,0,39,0,31
060590016031015,280,2,224,8,2
060590016031016,71,1,57,2,1
060590016031017,22,0,0,0,0
060590016031019,19,0,1,0,0
060590016031021,144,0,118,5,0
060590016031022,110,2,82,2,0
060590016031023,19,1,15,1,0
060590016031024,18,0,12,0,0
060590016031025,30,0,0,0,0
060590016031026,11,0,0,0,0
060590016031027,21,0,0,0,0
060590016032001,12,0,3,0,0
060590016032002,2,0,0,0,2
060590016032007,460,70,292,21,59
060590016032010,1,0,0,0,0
060590016032011,25,0,25,0,0
060590016032012,31,0,0,0,0
060590016032013,18,0,0,0,0
060590016041000,1686,0,1678,0,0
060590016041001,613,0,1,24,10
060590016041002,15,0,0,0,0
060590016041003,3,0,0,0,0
060590016041004,1,0,1,0,0
060590016041005,2,0,2,0,0
060590016042001,25,0,3,0,0
060590016042003,1,0,1,0,0
060590016042006,17,0,0,0,10
060590016042007,14,0,6,0,0
060590016042008,73,5,37,0,14
060590016042009,10,0,3,0,2
060590016042010,46,0,0,0,33
060590016043000,236,47,148,15,1
060590016043002,8,0,7,1,0
060590016043003,2,0,1,0,0
060590016043004,3,0,0,0,0
060590016043005,5,0,0,0,0
060590016043009,2,0,0,0,0
060590016043010,5,0,0,0,0
060590016044000,1,0,0,0,0
060590016044001,4,0,0,0,0
060590016044002,1,0,1,0,0
060590016044007,12,0,0,0,0
060590016044008,81,0,33,0,0
060590016044009,9,0,0,0,0
060590016044010,56,0,47,0,1
060590017041000,132,32,16,0,41
060590017041001,90,67,17,0,0
060590017041002,29,0,22,2,0
060590017041003,155,139,0,0,0
060590017042001,35,13,9,0,0
060590017042002,82,82,0,0,0
060590017042003,3,0,0,0,0
060590017042005,5,0,2,0,0
060590017042007,12,0,4,0,0
060590017042008,1,0,0,0,0
060590017042009,3,0,0,0,0
060590017042010,6,0,2,0,0
060590017042011,2,0,0,0,0
060590017042012,2,0,1,0,0
060590017042013,5,0,0,0,0
060590017042014,1,0,0,0,0
060590017042015,4,0,0,0,0
060590017042016,1,0,0,0,0
060590017042017,1,0,1,0,0
060590017042018,2,0,0,0,0
060590017042019,4,0,3,0,0
060590017043000,6,0,0,0,0
060590017043002,2,0,2,0,0
060590017043005,4,0,4,0,0
060590017043006,4,0,0,0,0
060590017043007,6,0,6,0,0
060590017043008,4,0,0,0,0
060590017043009,55,0,4,0,48
060590017043010,14,0,1,0,0
060590017043012,3,0,3,0,0
060590017043013,6,0,1,0,0
060590017043016,6,0,0,0,0
060590017043017,1,0,1,0,0
060590017043019,6,6,0,0,0
060590017043020,10,0,0,0,0
060590017043021,1,0,1,0,0
060590017043023,3,0,0,0,0
060590017043024,5,0,0,0,0
060590017043026,4,0,0,0,4
060590017043027,1,0,1,0,0
060590017043028,4,0,0,0,0
060590017043029,35,0,0,0,2
060590017043031,243,232,1,0,0
060590017043033,52,0,0,0,0
060590017043034,6,0,0,0,0
060590017043036,2,0,2,0,0
060590017043037,6,0,6,0,0
060590017043038,17,0,1,0,12
060590017044000,55,0,6,2,30
060590017044001,320,13,4,18,74
060590017044003,3,0,3,0,0
060590017044004,3,0,1,0,0
060590017044005,65,0,24,0,18
060590017044006,485,16,14,11,95
060590017044007,826,42,25,49,146
060590017044008,10,0,2,0,0
060590017044009,1,0,0,0,0
060590017044011,1,0,0,0,0
060590017044012,2,0,0,0,0
060590017044013,2,0,0,0,0
060590017051000,183,0,8,0,1
060590017051002,1,0,1,0,0
060590017051004,2,0,2,0,0
060590017051009,15,0,11,0,0
060590017051010,20,0,0,0,0
060590017051011,7,0,0,0,0
060590017051012,2,0,0,0,0
060590017051013,3,0,1,0,0
060590017051014,4,0,0,0,0
060590017051015,16,0,0,0,1
060590017052000,10,0,1,0,0
060590017052001,2,0,0,0,0
060590017052002,4,0,1,0,0
060590017052004,1,0,1,0,0
060590017052005,6,0,0,0,0
060590017053000,3,0,1,0,0
060590017053001,28,8,1,0,19
060590017053002,56,0,0,0,0
060590017053004,38,0,28,0,0
060590017053005,3,0,0,0,0
060590017053006,2,0,0,0,0
060590017053007,1,0,1,0,0
060590017053008,11,0,0,0,0
060590017061000,31,0,0,0,25
060590017061001,171,0,36,0,0
060590017061003,247,0,176,0,0
060590017061004,115,60,55,0,0
060590017061005,21,0,0,0,0
060590017061009,2,0,0,0,0
060590017061010,15,0,2,0,0
060590017061011,95,0,89,0,0
060590017061012,1,0,1,0,0
060590017061013,9,0,2,0,0
060590017062000,6,0,1,0,0
060590017062001,26,0,0,0,24
060590017062002,5,0,0,0,0
060590017062003,27,0,4,0,0
060590017063000,129,0,58,0,0
060590017063001,83,0,83,0,0
060590017063002,33,0,27,0,0
060590017063003,146,0,145,0,0
060590017063004,167,19,143,0,0
060590017063006,6,0,3,0,0
060590017063007,1,0,1,0,0
060590017063008,10,0,0,0,0
060590017063009,3,0,3,0,0
060590017063011,2,0,0,0,0
060590017063012,7,0,5,0,0
060590017064000,18,0,14,0,0
060590017064001,22,0,1,0,19
060590017064004,3,0,0,0,0
060590017064008,2,1,1,0,0
060590017064009,8,0,2,0,0
060590017081000,422,49,5,0,54
060590017081006,1,0,0,0,0
060590017081007,2,0,2,0,0
060590017082001,1,0,1,0,0
060590017082004,3,0,0,0,0
060590017082005,11,0,4,0,0
060590017082006,12,0,0,0,0
060590017082007,3,0,0,0,0
060590017082008,4,0,0,0,0
060590017083001,52,2,24,0,4
060590017083002,5,0,0,0,0
060590017083003,1,0,0,0,0
060590017083004,2,0,0,0,0
060590017083005,5,2,3,0,0
060590017083006,7,0,1,0,0
060590017083007,7,0,2,0,0
060590017083008,3,0,0,0,0
060590017091000,1004,5,52,44,251
060590017091001,7,0,3,0,0
060590017091002,69,0,4,3,14
060590017091003,3,0,2,0,1
060590017091004,2,0,0,0,0
060590017091005,2,0,1,0,0
060590017091006,15,0,0,0,0
060590017091007,1,0,0,0,0
060590017091008,991,0,7,0,184
060590017091009,166,6,7,4,30
060590017091010,13,0,0,0,0
060590017091012,1,0,1,0,0
060590017091018,1,0,0,0,0
060590017101000,50,0,50,0,0
060590017101001,47,0,5,7,0
060590017101004,55,0,10,0,15
060590017101005,5,0,4,0,0
060590017101007,7,0,0,0,0
060590017101009,3,0,0,0,0
060590017101010,3,0,3,0,0
060590017102000,20,1,5,0,8
060590017102001,1,0,1,0,0
060590017102002,15,0,7,0,7
060590017102003,5,0,1,0,0
060590017102004,1,1,0,0,0
060590017102005,3,0,2,0,0
060590017103000,11,0,0,0,0
060590017103001,4,0,1,0,0
060590017103002,23,0,0,0,6
060590017103003,1,0,0,0,0
060590017103004,5,0,1,0,0
060590017103005,2,0,0,0,0
060590017103006,3,0,0,0,0
060590018011001,62,0,0,0,0
060590018011002,185,1,2,0,0
060590018011003,239,20,0,6,0
060590018011004,153,0,1,0,21
060590018011005,13,0,5,0,0
060590018011007,20,5,3,0,0
060590018011008,10,0,0,0,0
060590018011009,4,0,4,0,0
060590018011010,12,0,2,0,1
060590018011012,5,0,0,0,0
060590018011013,3,0,3,0,0
060590018011014,155,0,0,0,0
060590018011015,1,0,0,0,0
060590018011016,3,0,0,0,0
060590018011018,30,0,0,0,0
060590018012001,2,0,2,0,0
060590018012002,2,0,2,0,0
060590018012003,3,2,1,0,0
060590018012008,5,0,5,0,0
060590018013000,16,9,7,0,0
060590018013002,3,0,1,0,0
060590018013004,10,0,6,0,0
060590018013005,12,0,1,0,0
060590018014000,6,0,0,0,0
060590018014001,154,146,2,0,0
060590018014002,20,0,3,0,0
060590018014004,2,0,2,0,0
060590018014005,38,0,0,0,26
060590018021000,5,0,4,0,0
060590018021001,4,0,1,0,0
060590018021002,16,0,12,0,1
060590018021004,5,0,1,0,0
060590018021005,13,0,6,0,2
060590018021006,72,72,0,0,0
060590018022000,8,0,6,0,0
060590018022001,6,0,1,0,0
060590018022003,2,0,2,0,0
060590018022004,4,0,3,0,0
060590018022005,5,0,3,0,0
060590018022008,5,0,0,0,0
060590018022012,1,0,1,0,0
060590018023000,86,0,47,0,36
060590018023001,4,0,0,0,0
060590018023002,2,0,2,0,0
060590018023003,11,0,0,0,0
060590018023006,56,0,8,0,40
060590018023007,3,0,1,0,0
060590018024000,15,0,3,0,12
060590018025000,92,0,22,0,24
060590019011000,167,0,0,0,0
060590019011001,5,0,4,0,0
060590019011002,48,0,31,0,0
060590019011003,18,0,18,0,0
060590019011006,3,0,0,0,0
060590019011007,4,0,4,0,0
060590019011009,168,0,13,0,57
060590019011010,7,0,0,0,0
060590019012000,11,0,11,0,0
060590019012001,15,0,9,0,0
060590019012002,3,0,0,0,0
060590019012003,2,0,2,0,0
060590019012004,1,0,1,0,0
060590019012005,2,0,2,0,0
060590019021000,856,737,1,0,0
060590019021001,6,0,6,0,0
060590019021003,2,0,2,0,0
060590019021004,40,0,40,0,0
060590019021007,4,0,1,0,0
060590019021009,2,0,2,0,0
060590019021013,2,0,0,0,0
060590019022001,1,0,0,0,0
060590019022003,2,0,2,0,0
060590019022004,2,0,2,0,0
060590019022006,1,0,1,0,0
060590019022009,1,0,0,0,0
060590019022010,3,0,0,0,0
060590019022011,185,0,21,0,101
060590019022012,17,0,1,0,0
060590019022013,4,0,0,0,0
060590019022015,10,0,5,0,0
060590019031002,2,0,0,0,0
060590019031003,6,0,0,0,0
060590019031004,2,0,2,0,0
060590019031006,1,0,0,0,0
060590019031007,166,70,6,0,5
060590019031008,2,0,2,0,0
060590019031009,4,0,0,0,0
060590019031012,1,0,1,0,0
060590019031014,1,0,1,0,0
060590019031015,2,0,2,0,0
060590019032000,192,0,28,0,60
060590019032002,2,0,2,0,0
060590019032003,13,0,1,0,3
060590019032005,6,0,1,0,0
060590019032006,12,0,3,0,0
060590110001002,37,0,0,0,0
060590110001003,987,0,0,0,0
060590110001004,300,1,4,4,58
060590110001005,37,0,7,0,0
060590110001007,41,1,11,0,0
060590110002000,1,0,1,0,0
060590110002001,6,0,3,0,0
060590110002002,2,0,2,0,0
060590110002004,12,0,0,0,1
060590110002005,6,0,0,0,0
060590110002007,2,0,1,0,0
060590110002008,16,16,0,0,0
060590110002009,1,0,1,0,0
060590110003000,40,2,8,0,0
060590110004000,2,0,0,0,0
060590110004001,2,0,0,0,0
060590110004004,7,0,0,0,0
060590110004007,2,0,2,0,0
060590110004008,5,0,0,0,0
060590110004009,2,0,0,0,0
060590110004010,3,0,1,0,0
060590110004012,13,0,2,0,4
060590110004013,134,0,16,0,60
060590110004014,34,0,0,0,12
060590110004015,19,7,0,0,0
060590110004016,332,17,11,0,0
060590110004017,24,7,0,0,0
060590110005000,9,0,0,0,0
060590110005003,638,0,5,0,85
060590110005004,77,76,1,0,0
060590110005005,10,0,0,0,0
060590110006000,15,0,2,0,0
060590110006002,1,0,1,0,0
060590110006003,2,0,0,0,0
060590110006004,11,0,7,0,0
060590110006005,2,0,0,0,0
060590110006006,3,0,0,0,0
060590110006008,2,0,2,0,0
060590110006009,191,0,0,0,0
060590110006011,27,2,0,0,20
060590110006013,2,0,0,0,0
060590111011000,19,0,4,0,7
060590111011002,3,0,3,0,0
060590111011006,122,85,0,0,0
060590111011007,2,0,2,0,0
060590111011008,4,0,4,0,0
060590111011009,5,0,0,0,0
060590111011010,5,3,2,0,0
060590111011011,3,0,0,0,0
060590111011013,52,0,6,0,45
060590111011015,3,0,1,0,0
