GEOID,B08141_E001,B08141_E002,B08141_E003,B08141_E004,B08141_E005,B08141_E016,B08141_E017,B08141_E018,B08141_E019,B08141_E020,B08141_M001,B08141_M002,B08141_M003,B08141_M004,B08141_M005,B08141_M016,B08141_M017,B08141_M018,B08141_M019,B08141_M020
06059011602,2598,49,293,1189,1067,76,0,0,67,9,510,50,143,320,440,75,19,19,72,15
06059011707,3186,31,866,1176,1113,0,0,0,0,0,441,50,248,364,389,19,19,19,19,19
06059011708,2368,0,611,1059,698,21,0,0,21,0,280,13,200,251,238,24,13,13,24,13
06059011709,2041,0,29,973,1039,11,0,0,11,0,289,13,26,207,241,16,13,13,16,13
06059011710,1887,0,18,756,1113,29,0,0,29,0,516,13,20,207,543,45,13,13,45,13
06059011711,3464,69,861,1608,926,77,0,41,36,0,481,114,214,380,292,85,19,66,56,19
06059011712,2543,0,549,876,1118,35,0,0,0,35,353,13,183,257,294,40,13,13,13,40
06059011714,529,0,117,309,103,3,0,0,3,0,149,13,38,78,126,5,13,13,5,13
06059011715,3089,21,217,1520,1331,0,0,0,0,0,577,33,117,388,553,19,19,19,19,19
06059011716,2444,48,185,1013,1198,73,0,0,52,21,301,69,98,220,284,59,19,19,52,24
06059011717,1266,15,88,472,691,0,0,0,0,0,138,21,64,101,132,13,13,13,13,13
06059011718,1620,42,76,379,1123,0,0,0,0,0,233,56,51,123,241,13,13,13,13,13
06059011720,2380,45,363,994,978,13,0,13,0,0,336,50,157,274,323,20,19,20,19,19
06059011721,3199,33,701,1339,1126,187,0,143,34,10,462,37,245,308,432,128,19,116,39,16
06059011722,971,0,115,511,345,54,0,0,13,41,213,13,51,210,184,63,13,13,21,57
06059021802,3586,93,380,1471,1642,33,15,0,18,0,397,104,161,360,461,39,26,19,28,19
06059021807,2255,0,211,803,1241,44,0,0,35,9,337,13,100,226,371,57,13,13,56,15
06059021809,1726,6,104,467,1149,0,0,0,0,0,196,10,59,110,203,13,13,13,13,13
06059021810,1656,5,119,789,743,0,0,0,0,0,283,9,75,275,195,13,13,13,13,13
06059021812,3813,0,256,1662,1895,0,0,0,0,0,663,19,145,519,493,19,19,19,19,19
06059021813,3,0,0,3,0,0,0,0,0,0,7,13,13,7,13,13,13,13,13,13
06059021814,4018,0,588,1633,1797,77,0,17,5,55,483,19,199,496,409,76,19,29,12,67
06059021816,2351,0,182,1031,1138,9,0,0,9,0,349,19,98,244,275,13,19,19,13,19
06059021817,1607,24,159,674,750,0,0,0,0,0,208,36,68,189,203,13,13,13,13,13
06059021820,2486,0,66,1230,1190,0,0,0,0,0,380,13,43,300,336,13,13,13,13,13
06059021821,4644,69,558,2090,1927,38,0,15,23,0,590,93,204,533,550,48,19,26,40,19
06059021822,4701,56,273,2236,2136,8,0,0,8,0,555,83,241,540,547,16,21,21,16,21
06059021823,1705,0,68,681,956,12,0,0,0,12,283,13,65,166,251,17,13,13,13,17
06059021824,1190,0,8,492,690,0,0,0,0,0,164,13,11,142,134,13,13,13,13,13
06059021825,1437,0,38,445,954,0,0,0,0,0,253,13,34,142,277,13,13,13,13,13
06059021826,1483,34,206,630,613,14,0,0,0,14,202,43,104,181,186,23,13,13,13,23
06059021827,1345,9,57,698,581,0,0,0,0,0,155,13,43,185,126,13,13,13,13,13
06059021828,2090,179,113,818,980,0,0,0,0,0,277,177,70,261,250,13,13,13,13,13
06059021829,2146,0,57,684,1405,9,0,0,0,9,273,13,53,172,236,13,13,13,13,13
06059021830,2725,0,155,1089,1481,13,0,0,13,0,510,19,94,433,367,23,19,19,23,19
06059021831,2689,89,222,1416,962,75,0,0,16,59,450,118,127,300,404,84,19,19,35,84
06059021832,3543,0,171,1620,1752,11,0,0,11,0,562,19,141,378,553,17,19,19,17,19
06059021903,2020,68,63,743,1146,0,0,0,0,0,347,66,60,242,338,13,13,13,13,13
06059021905,2537,7,125,866,1539,7,0,0,7,0,483,11,90,183,525,12,19,19,12,19
06059021912,2271,0,88,653,1530,0,0,0,0,0,398,13,49,162,417,13,13,13,13,13
06059021913,3977,41,345,1244,2347,95,0,19,20,56,470,46,194,334,512,75,19,31,24,65
06059021914,2125,14,142,770,1199,56,0,0,41,15,373,20,74,218,343,31,13,13,33,19
06059021915,1812,75,205,895,637,6,0,0,6,0,236,86,83,220,192,10,13,13,10,13
06059021916,1379,27,249,601,502,0,0,0,0,0,161,41,141,170,158,13,13,13,13,13
06059021917,1464,7,53,518,886,6,0,0,6,0,218,12,42,143,205,10,13,13,10,13
06059021918,2344,109,307,783,1145,0,0,0,0,0,321,115,127,200,331,13,13,13,13,13
06059021919,1535,46,207,523,759,0,0,0,0,0,230,67,155,129,158,13,13,13,13,13
06059021920,3933,34,173,1892,1834,0,0,0,0,0,837,58,118,489,725,19,19,19,19,19
06059021921,2533,0,62,1013,1458,56,0,0,56,0,430,13,46,318,403,74,13,13,74,13
06059021922,2738,119,606,1008,1005,39,0,0,18,21,532,98,175,464,264,45,19,19,30,34
06059021923,4044,0,433,2088,1523,0,0,0,0,0,824,19,190,708,501,19,19,19,19,19
06059021924,2407,6,212,865,1324,34,0,22,12,0,255,9,73,250,214,40,13,35,19,13
06059032002,3057,0,234,1509,1314,0,0,0,0,0,471,19,136,482,305,19,19,19,19,19
06059032003,2402,8,136,994,1264,13,0,0,6,7,250,14,81,174,281,14,13,13,9,11
06059032011,719,0,97,231,391,0,0,0,0,0,177,13,37,103,169,13,13,13,13,13
06059032012,1756,0,105,561,1090,20,0,0,0,20,289,13,63,139,317,30,13,13,13,30
06059032013,2263,53,383,1021,806,19,0,0,14,5,319,56,157,306,362,27,19,19,22,20
06059032014,3006,0,549,1028,1429,221,0,142,58,21,541,19,348,261,450,191,19,162,93,24
06059032015,3028,61,125,1214,1628,31,16,0,0,15,508,94,70,225,471,35,27,19,19,23
06059032020,3487,27,183,1356,1921,20,9,0,11,0,573,34,143,338,474,21,14,19,15,19
06059032022,3711,0,398,1335,1978,112,0,0,112,0,534,19,146,437,529,115,19,19,115,19
06059032027,3246,17,460,1567,1202,3,0,0,0,3,430,14,127,367,407,8,19,19,19,8
06059032028,2275,84,401,1090,700,35,25,10,0,0,394,59,172,350,329,29,25,16,13,13
06059032029,2235,0,123,1168,944,0,0,0,0,0,378,13,68,204,373,13,13,13,13,13
06059032030,1880,51,181,560,1088,41,0,0,0,41,236,70,124,155,239,32,13,13,13,32
06059032031,1780,23,144,684,929,9,0,0,0,9,329,36,75,137,320,17,13,13,13,17
06059032032,1433,145,68,273,947,0,0,0,0,0,213,150,53,103,165,13,13,13,13,13
06059032033,2253,16,327,1286,624,9,0,9,0,0,489,28,126,495,144,13,13,13,13,13
06059032034,2670,0,90,1101,1479,0,0,0,0,0,292,19,88,214,260,19,19,19,19,19
06059032035,1002,0,157,403,442,12,0,0,12,0,137,13,51,137,95,20,13,13,20,13
06059032036,1630,17,86,787,740,0,0,0,0,0,286,29,50,160,274,13,13,13,13,13
06059032037,1917,0,269,365,1283,0,0,0,0,0,756,19,160,246,733,19,19,19,19,19
06059032038,3005,9,153,1271,1572,16,0,0,16,0,394,21,80,319,356,26,19,19,26,19
06059032039,3576,42,396,1077,2061,0,0,0,0,0,469,68,185,375,491,19,19,19,19,19
06059032040,1048,35,31,345,637,5,0,0,0,5,131,50,22,88,128,10,13,13,13,10
06059032041,486,17,36,166,267,0,0,0,0,0,82,17,26,60,85,13,13,13,13,13
06059032042,3472,8,284,1096,2084,0,0,0,0,0,613,13,182,237,580,19,19,19,19,19
06059032043,1509,0,78,561,870,9,0,0,9,0,168,13,51,134,167,16,13,13,16,13
06059032044,2874,0,198,1173,1503,0,0,0,0,0,486,19,149,366,347,19,19,19,19,19
06059032045,2033,0,65,668,1300,18,0,0,0,18,345,13,39,113,348,24,13,13,13,24
06059032046,3248,0,34,1358,1856,0,0,0,0,0,596,19,34,397,488,19,19,19,19,19
06059032047,3015,10,818,1484,703,31,0,0,31,0,407,16,260,287,289,36,13,13,36,13
06059032048,2469,26,268,1066,1109,0,0,0,0,0,325,43,150,305,287,19,19,19,19,19
06059032049,5735,0,544,2043,3148,36,0,0,0,36,691,21,202,580,679,54,21,21,21,54
06059032050,2752,10,330,1225,1187,0,0,0,0,0,310,16,122,281,219,13,13,13,13,13
06059032051,2728,0,823,1462,443,26,0,19,7,0,318,13,240,228,222,30,13,28,11,13
06059032053,4637,43,555,2318,1721,0,0,0,0,0,796,57,273,478,817,19,19,19,19,19
06059032054,2665,31,572,1241,821,0,0,0,0,0,471,50,171,330,431,19,19,19,19,19
06059032055,1984,116,301,939,628,0,0,0,0,0,272,89,105,244,222,13,13,13,13,13
06059032057,3645,73,443,1616,1513,47,22,0,0,25,400,83,235,314,368,48,31,19,19,37
06059032058,3429,0,519,1717,1193,42,0,0,42,0,291,19,270,341,324,71,19,19,71,19
06059032059,4420,105,478,2522,1315,0,0,0,0,0,402,126,176,511,433,19,19,19,19,19
06059032061,2176,15,108,1029,1024,0,0,0,0,0,550,24,64,433,352,19,19,19,19,19
06059032062,2068,0,40,896,1132,55,0,0,55,0,247,13,55,326,323,85,13,13,85,13
06059032063,3492,0,201,2005,1286,0,0,0,0,0,494,19,141,605,482,19,19,19,19,19
06059032064,1287,0,92,735,460,0,0,0,0,0,215,13,82,254,247,13,13,13,13,13
06059032065,2822,102,105,1483,1132,0,0,0,0,0,378,111,74,392,276,19,19,19,19,19
06059032066,3207,0,524,1889,794,0,0,0,0,0,445,19,226,340,308,19,19,19,19,19
06059042106,1065,0,72,460,533,0,0,0,0,0,189,13,41,144,170,13,13,13,13,13
06059042107,1712,45,268,851,548,32,0,0,32,0,262,49,99,245,196,46,13,13,46,13
06059042108,3224,103,839,1438,844,59,16,43,0,0,508,112,313,416,394,59,25,52,19,19
06059042109,2308,26,387,1125,770,0,0,0,0,0,312,29,184,256,299,13,13,13,13,13
06059042111,2406,0,177,1171,1058,9,0,0,9,0,346,19,94,356,315,16,19,19,16,19
06059042112,3660,71,202,1458,1929,0,0,0,0,0,581,105,123,441,600,19,19,19,19,19
06059042113,2093,28,163,897,1005,0,0,0,0,0,309,41,68,248,235,13,13,13,13,13
06059042114,2065,18,218,760,1069,44,0,10,0,34,342,27,75,193,308,33,13,16,13,35
06059042115,326,0,114,142,70,0,0,0,0,0,104,13,84,89,69,13,13,13,13,13
06059042116,3438,6,440,2198,794,31,0,0,31,0,726,13,127,673,300,37,19,19,37,19
06059042201,2590,215,248,874,1253,26,0,0,0,26,508,182,112,341,452,38,19,19,19,38
06059042203,4758,23,300,1866,2569,0,0,0,0,0,722,34,274,416,665,19,19,19,19,19
06059042205,2969,14,230,1059,1666,0,0,0,0,0,388,22,155,326,399,19,19,19,19,19
06059042206,1594,8,272,692,622,0,0,0,0,0,277,14,148,153,224,13,13,13,13,13
06059042305,1642,0,119,717,806,0,0,0,0,0,270,13,58,198,214,13,13,13,13,13
06059042307,3321,27,409,1027,1858,33,0,0,0,33,491,44,195,340,485,54,19,19,19,54
06059042311,3269,55,264,1227,1723,30,0,30,0,0,441,68,164,322,465,45,19,45,19,19
06059042312,4221,114,403,1634,2070,231,0,0,184,47,639,137,251,650,571,237,19,19,226,73
06059042313,3480,131,955,1756,638,145,51,31,0,63,409,144,288,343,262,117,76,36,19,74
06059042315,3407,36,616,1448,1307,0,0,0,0,0,475,44,193,434,485,19,19,19,19,19
06059042317,1618,0,130,858,630,62,0,0,0,62,407,13,67,393,168,74,13,13,13,74
06059042319,1516,0,60,764,692,10,0,0,10,0,332,13,39,305,215,15,13,13,15,13
06059042320,3840,172,724,2553,391,55,55,0,0,0,522,136,234,609,254,74,74,19,19,19
06059042323,1966,0,449,839,678,0,0,0,0,0,338,13,168,250,295,13,13,13,13,13
06059042324,1802,203,507,646,446,0,0,0,0,0,310,135,219,247,220,13,13,13,13,13
06059042325,1889,0,399,927,563,8,0,8,0,0,344,13,199,243,198,12,13,12,13,13
06059042326,2308,143,243,1041,881,0,0,0,0,0,303,138,93,244,230,13,13,13,13,13
06059042327,2128,0,267,1059,802,19,0,0,0,19,269,13,104,194,235,23,13,13,13,23
06059042328,1159,0,18,405,736,20,0,0,0,20,276,13,19,129,293,18,13,13,13,18
06059042329,1639,0,137,769,733,0,0,0,0,0,242,13,71,216,233,13,13,13,13,13
06059042330,3241,35,441,1453,1312,0,0,0,0,0,471,42,199,332,454,19,19,19,19,19
06059042331,3416,15,445,1338,1618,0,0,0,0,0,645,26,217,334,723,19,19,19,19,19
06059042332,2794,63,710,1183,838,0,0,0,0,0,397,85,367,287,282,19,19,19,19,19
06059042333,2439,0,554,960,925,31,0,11,0,20,409,13,193,317,249,29,13,18,13,23
06059042334,2438,122,439,1064,813,0,0,0,0,0,384,183,157,312,287,19,19,19,19,19
06059042335,3367,63,497,1712,1095,0,0,0,0,0,455,77,199,356,375,19,19,19,19,19
06059042336,1939,22,295,913,709,0,0,0,0,0,249,25,144,161,200,13,13,13,13,13
06059042337,1751,20,199,699,833,0,0,0,0,0,216,21,91,170,204,13,13,13,13,13
06059042338,2571,0,418,1378,775,0,0,0,0,0,620,19,123,558,346,19,19,19,19,19
06059042339,1776,0,333,794,649,23,0,0,0,23,367,13,169,267,303,26,13,13,13,26
06059042340,812,14,90,455,253,0,0,0,0,0,288,25,101,199,194,13,13,13,13,13
06059042341,2837,25,367,1427,1018,0,0,0,0,0,453,45,161,282,506,19,19,19,19,19
06059052408,2935,22,199,1026,1688,0,0,0,0,0,430,39,103,286,439,19,19,19,19,19
06059052410,2957,16,385,1271,1285,16,16,0,0,0,360,25,170,310,397,25,25,19,19,19
06059052411,2605,21,182,749,1653,53,0,0,53,0,423,30,133,274,454,86,19,19,86,19
06059052415,1879,18,75,838,948,0,0,0,0,0,232,28,49,248,184,13,13,13,13,13
06059052416,2230,0,250,1033,947,38,0,0,0,38,385,13,100,336,257,38,13,13,13,38
06059052417,3274,46,120,2201,907,0,0,0,0,0,759,52,77,714,316,19,19,19,19,19
06059052419,1819,6,107,1028,678,11,0,0,0,11,308,11,53,302,182,19,13,13,13,19
06059052421,4259,47,815,1897,1500,0,0,0,0,0,640,66,240,347,596,19,19,19,19,19
06059052422,6089,261,831,3168,1829,174,160,0,0,14,600,235,228,431,574,220,217,21,21,22
06059052423,2910,53,574,1506,777,0,0,0,0,0,379,62,183,392,289,19,19,19,19,19
06059052424,2734,51,374,1223,1086,9,0,0,9,0,497,46,115,246,480,15,19,19,15,19
06059052425,2959,40,505,1364,1050,25,25,0,0,0,538,48,229,436,438,40,40,19,19,19
06059052427,3355,0,317,1184,1854,31,0,0,12,19,398,19,99,231,408,31,19,19,19,26
06059052428,3413,14,437,1574,1388,0,0,0,0,0,427,21,236,307,400,19,19,19,19,19
06059052429,4189,0,691,3250,248,24,0,0,24,0,519,19,250,579,200,39,19,19,39,19
06059052430,7746,37,1256,3749,2704,0,0,0,0,0,870,59,404,765,609,21,21,21,21,21
06059052431,2253,0,427,1157,669,0,0,0,0,0,691,13,400,448,519,13,13,13,13,13
06059052432,3672,18,1020,1744,890,0,0,0,0,0,548,32,332,443,522,19,19,19,19,19
06059052433,6720,268,1805,4143,504,25,0,0,25,0,947,219,624,829,279,41,21,21,41,21
06059052434,3369,0,121,1810,1438,0,0,0,0,0,1025,19,151,882,992,19,19,19,19,19
06059052435,4317,0,401,1346,2570,31,0,0,31,0,1371,19,333,655,1420,52,19,19,52,19
06059052436,2611,0,333,1427,851,0,0,0,0,0,453,19,321,466,433,19,19,19,19,19
06059052437,1980,0,361,1087,532,0,0,0,0,0,405,13,249,377,236,13,13,13,13,13
06059052438,3051,22,432,2009,588,26,0,0,26,0,642,28,168,637,249,42,19,19,42,19
06059052439,3452,20,292,1721,1419,0,0,0,0,0,781,21,161,383,770,19,19,19,19,19
06059052502,2854,21,217,1129,1487,20,0,0,20,0,327,32,98,250,282,32,19,19,32,19
06059052505,2054,33,447,776,798,7,0,7,0,0,313,42,158,200,266,10,13,10,13,13
06059052506,1146,12,158,408,568,0,0,0,0,0,164,17,68,122,141,13,13,13,13,13
06059052511,3255,0,733,1103,1419,16,0,16,0,0,673,19,432,335,541,25,19,25,19,19
06059052513,2359,12,189,1248,910,0,0,0,0,0,304,24,81,283,307,19,19,19,19,19
06059052514,2839,61,260,1687,831,21,0,0,7,14,455,61,149,370,346,26,19,19,14,24
06059052518,4503,304,1485,2494,220,65,56,0,9,0,593,143,265,520,159,91,91,19,14,19
06059052519,2118,31,350,1056,681,14,0,14,0,0,284,35,136,261,219,22,13,22,13,13
06059052520,1588,18,211,745,614,12,0,0,12,0,250,27,104,206,224,19,13,13,19,13
06059052521,3356,18,1383,1527,428,65,0,65,0,0,428,28,322,386,211,77,19,77,19,19
06059052522,1982,0,292,897,793,18,0,9,9,0,277,13,119,211,277,22,13,17,15,13
06059052523,2374,44,258,1059,1013,15,0,0,4,11,288,57,90,205,276,19,13,13,8,18
06059052524,4481,284,790,2287,1120,46,46,0,0,0,468,245,280,459,285,65,65,19,19,19
06059052526,2398,29,142,742,1485,0,0,0,0,0,302,45,72,209,327,13,13,13,13,13
06059052527,4288,240,492,1190,2366,80,20,0,0,60,593,205,212,283,622,85,28,19,19,78
06059052528,2048,52,207,1040,749,49,0,0,36,13,357,56,98,285,319,57,13,13,54,20
06059052529,1616,61,201,640,714,19,0,19,0,0,399,90,125,269,365,29,13,29,13,13
06059052530,3035,57,736,1867,375,0,0,0,0,0,809,75,218,801,246,19,19,19,19,19
06059052531,2251,0,452,1044,755,0,0,0,0,0,539,13,216,353,592,13,13,13,13,13
06059052532,2627,39,1006,1012,570,37,0,37,0,0,460,62,358,400,470,55,19,55,19,19
06059052533,3358,43,483,1497,1335,0,0,0,0,0,638,70,227,571,541,19,19,19,19,19
06059052534,1021,0,341,680,0,0,0,0,0,0,466,13,269,440,13,13,13,13,13,13
06059052535,2792,87,657,1437,611,8,0,0,8,0,691,102,466,599,318,26,19,19,26,19
06059062605,1579,80,700,540,259,23,0,0,23,0,224,51,174,154,114,37,13,13,37,13
06059062610,7188,149,2807,3891,341,31,31,0,0,0,676,99,557,663,206,52,52,21,21,21
06059062611,2256,192,591,887,586,135,99,0,36,0,377,114,211,258,255,102,93,13,46,13
06059062614,5084,548,1547,2142,847,106,33,73,0,0,698,294,414,592,430,133,55,118,21,21
06059062619,1664,26,434,649,555,9,0,0,9,0,323,30,293,191,142,13,13,13,13,13
06059062620,2689,22,584,949,1134,24,0,24,0,0,438,35,241,332,349,35,19,35,19,19
06059062622,1276,68,463,544,201,0,0,0,0,0,313,86,230,191,199,13,13,13,13,13
06059062625,1789,0,386,859,544,0,0,0,0,0,382,13,129,212,354,13,13,13,13,13
06059062626,1208,223,341,560,84,0,0,0,0,0,232,175,124,188,62,13,13,13,13,13
06059062627,1547,180,365,433,569,20,0,0,12,8,622,129,157,168,586,23,13,13,19,13
06059062628,1100,0,158,704,238,15,0,0,5,10,132,13,48,138,89,18,13,13,8,16
06059062629,918,0,82,429,407,12,0,0,8,4,104,13,54,92,111,16,13,13,12,11
06059062630,839,0,117,507,215,15,0,7,0,8,226,13,35,209,109,15,13,10,13,11
06059062631,1455,20,89,855,491,0,0,0,0,0,188,33,55,196,131,13,13,13,13,13
06059062632,1859,33,182,910,734,23,23,0,0,0,309,40,86,301,188,26,26,13,13,13
06059062633,3200,0,253,1607,1340,14,0,14,0,0,356,19,94,355,279,22,19,22,19,19
06059062634,2594,19,394,1252,929,7,0,0,7,0,280,30,108,241,250,11,13,13,11,13
06059062635,2598,19,313,1466,800,10,0,0,0,10,438,29,99,429,244,15,13,13,13,15
06059062636,2346,27,413,949,957,8,0,8,0,0,427,30,157,223,390,12,13,12,13,13
06059062637,3641,256,861,2068,456,12,0,0,12,0,524,253,216,528,173,20,19,19,20,19
06059062638,3354,97,411,1842,1004,0,0,0,0,0,383,91,152,374,389,19,19,19,19,19
06059062639,4266,90,348,2022,1806,18,0,0,18,0,474,85,151,391,453,29,19,19,29,19
06059062640,2123,155,456,997,515,0,0,0,0,0,217,132,129,194,220,13,13,13,13,13
06059062641,2493,22,278,1407,786,23,0,16,7,0,258,26,118,297,255,30,13,27,13,13
06059062642,1049,34,126,444,445,0,0,0,0,0,211,54,63,145,178,13,13,13,13,13
06059062643,2503,0,201,966,1336,0,0,0,0,0,350,19,137,297,369,19,19,19,19,19
06059062645,3222,0,515,1734,973,0,0,0,0,0,515,19,244,463,454,19,19,19,19,19
06059062646,769,48,471,250,0,0,0,0,0,0,244,46,158,167,13,13,13,13,13,13
06059062647,2179,0,635,1326,218,52,0,0,43,9,381,13,196,362,187,68,13,13,67,15
06059062648,598,8,375,163,52,0,0,0,0,0,178,13,155,74,35,13,13,13,13,13
06059062649,1163,0,343,542,278,73,0,29,23,21,205,13,117,183,164,57,13,42,26,28
06059062650,2493,68,220,840,1365,44,0,44,0,0,335,76,117,337,417,63,19,63,19,19
06059062651,1667,0,361,908,398,19,0,0,0,19,468,13,211,260,367,31,13,13,13,31
06059062652,2454,0,441,822,1191,6,0,6,0,0,319,19,187,209,298,10,19,10,19,19
06059062653,3688,30,1019,2190,449,61,7,0,10,44,527,40,356,491,196,70,11,19,15,68
06059062654,3931,0,494,2397,1040,85,0,35,50,0,1052,19,222,935,642,92,19,54,79,19
06059062655,2018,243,247,950,578,0,0,0,0,0,471,306,176,553,378,13,13,13,13,13
06059062656,1624,209,235,876,304,0,0,0,0,0,631,291,249,494,212,13,13,13,13,13
06059062657,1655,39,647,469,500,0,0,0,0,0,465,60,406,254,212,13,13,13,13,13
06059062658,2229,72,383,912,862,0,0,0,0,0,278,78,122,286,363,19,19,19,19,19
06059062701,1313,20,262,776,255,0,0,0,0,0,247,31,110,240,113,13,13,13,13,13
06059062702,2534,0,482,1284,768,0,0,0,0,0,548,13,179,480,347,13,13,13,13,13
06059062800,2050,0,551,845,654,0,0,0,0,0,573,13,289,508,331,13,13,13,13,13
06059062900,630,15,39,453,123,0,0,0,0,0,150,17,25,166,46,13,13,13,13,13
06059063004,3410,14,754,1806,836,0,0,0,0,0,557,24,222,458,313,19,19,19,19,19
06059063005,789,11,271,430,77,0,0,0,0,0,115,13,83,109,58,13,13,13,13,13
06059063006,1163,16,243,650,254,0,0,0,0,0,293,20,118,287,111,13,13,13,13,13
06059063007,2937,14,536,1423,964,17,0,0,0,17,562,23,226,359,503,28,19,19,19,28
06059063008,1134,0,299,706,129,0,0,0,0,0,648,13,90,648,183,13,13,13,13,13
06059063009,805,0,89,331,385,0,0,0,0,0,130,13,52,89,118,13,13,13,13,13
06059063010,3833,74,1190,1921,648,26,0,0,26,0,654,75,322,644,254,41,19,19,41,19
06059063101,2066,0,388,1295,383,0,0,0,0,0,347,13,130,356,203,13,13,13,13,13
06059063102,3651,58,519,2098,976,0,0,0,0,0,429,69,174,391,362,19,19,19,19,19
06059063103,1943,15,160,902,866,0,0,0,0,0,422,31,75,325,309,13,13,13,13,13
06059063201,2146,43,441,1050,612,0,0,0,0,0,289,69,121,231,254,13,13,13,13,13
06059063202,1992,36,278,788,890,8,0,8,0,0,277,32,93,234,261,13,13,13,13,13
06059063301,2261,0,407,1466,388,0,0,0,0,0,365,13,125,389,240,13,13,13,13,13
06059063302,2350,0,326,1040,984,9,0,0,9,0,274,13,132,219,286,14,13,13,14,13
06059063400,2255,0,207,1221,827,0,0,0,0,0,370,19,118,268,257,19,19,19,19,19
