GEOID,B08141_E001,B08141_E002,B08141_E003,B08141_E004,B08141_E005,B08141_E016,B08141_E017,B08141_E018,B08141_E019,B08141_E020,B08141_M001,B08141_M002,B08141_M003,B08141_M004,B08141_M005,B08141_M016,B08141_M017,B08141_M018,B08141_M019,B08141_M020
06059063500,3739,85,1056,1324,1274,67,0,24,43,0,633,80,393,412,456,78,19,38,68,19
06059063601,2529,33,388,1416,692,16,0,0,0,16,429,51,202,344,186,24,13,13,13,24
06059063603,3510,121,939,1281,1169,0,0,0,0,0,466,135,306,363,414,19,19,19,19,19
06059063604,2263,33,403,880,947,27,9,0,18,0,320,26,167,181,347,32,14,13,29,13
06059063605,2730,85,741,1370,534,125,19,73,26,7,419,92,256,287,311,97,32,83,44,12
06059063701,3173,198,504,1514,957,39,0,16,23,0,624,161,179,623,313,32,19,27,36,19
06059063702,3556,101,603,1212,1640,68,0,35,0,33,531,97,214,464,561,69,19,39,19,56
06059063802,1452,18,197,530,707,0,0,0,0,0,351,29,124,136,330,13,13,13,13,13
06059063803,2230,28,357,1102,743,0,0,0,0,0,354,45,175,246,299,13,13,13,13,13
06059063805,1172,53,71,460,588,20,0,0,4,16,146,65,38,91,132,21,13,13,9,20
06059063806,1832,58,284,852,638,7,0,0,7,0,206,47,166,173,213,12,13,13,12,13
06059063807,2578,134,899,1322,223,115,29,86,0,0,494,123,337,425,148,111,34,105,13,13
06059063808,2877,87,537,1141,1112,92,20,9,38,25,353,96,197,269,379,72,28,16,49,40
06059063902,4375,32,529,2086,1728,51,15,0,36,0,543,38,202,449,549,45,23,19,41,19
06059063903,1763,0,137,861,765,0,0,0,0,0,237,13,84,224,194,13,13,13,13,13
06059063904,2077,71,283,596,1127,67,0,0,0,67,357,87,149,254,332,80,13,13,13,80
06059063905,2210,28,472,696,1014,19,7,12,0,0,304,37,141,228,300,22,14,15,13,13
06059063906,3906,71,599,1747,1489,62,32,14,16,0,721,118,309,414,758,70,53,25,28,19
06059063908,3762,18,1164,1683,897,118,0,97,0,21,651,30,271,456,498,103,19,94,19,34
06059063909,2604,140,1088,1150,226,118,0,0,0,118,430,110,299,376,234,196,13,13,13,196
06059063910,2550,0,484,1165,901,0,0,0,0,0,407,13,257,312,284,13,13,13,13,13
06059074003,1852,25,450,757,620,0,0,0,0,0,170,24,115,152,149,13,13,13,13,13
06059074004,3877,141,465,1721,1550,61,25,0,0,36,770,149,258,634,528,61,44,19,19,43
06059074005,3449,136,119,670,2524,120,53,16,51,0,560,105,101,186,586,86,82,27,50,19
06059074006,3151,96,876,1621,558,191,28,114,49,0,426,92,257,388,303,141,33,123,63,19
06059074102,2955,0,195,756,2004,83,0,26,57,0,538,19,129,372,479,82,19,43,75,19
06059074103,2927,47,155,449,2276,222,0,0,55,167,581,62,105,220,604,136,19,19,63,124
06059074106,3571,19,505,1634,1413,63,0,5,21,37,447,28,207,329,430,46,19,9,23,43
06059074107,3896,319,938,1915,724,58,0,18,29,11,538,278,191,486,394,62,19,28,50,29
06059074108,2537,50,158,410,1919,29,0,12,0,17,346,64,86,165,375,24,13,19,13,15
06059074109,1650,35,146,367,1102,8,0,0,8,0,257,45,90,170,287,13,13,13,13,13
06059074110,1836,27,149,264,1396,5,0,0,0,5,254,30,116,83,247,10,13,13,13,10
06059074111,2761,54,231,709,1767,19,0,0,0,19,394,60,112,264,358,32,19,19,19,32
06059074200,4714,139,189,667,3719,231,52,9,29,141,791,134,163,190,853,136,81,14,39,110
06059074300,2017,18,176,367,1456,49,13,5,6,25,251,23,141,158,253,40,20,9,9,28
06059074403,2613,99,711,869,934,143,34,63,46,0,458,83,172,233,472,69,39,38,44,19
06059074405,3203,84,587,1420,1112,85,38,9,25,13,479,62,277,284,391,53,34,14,27,22
06059074406,1535,24,170,555,786,13,0,0,0,13,190,25,65,127,203,21,13,13,13,21
06059074407,2656,52,539,1392,673,7,7,0,0,0,369,49,166,287,322,12,12,19,19,19
06059074408,2467,53,503,1057,854,38,21,17,0,0,334,50,184,320,276,38,30,20,19,19
06059074501,2979,11,742,998,1228,92,11,32,0,49,387,17,227,376,335,56,17,38,19,44
06059074502,2594,115,130,524,1825,96,45,0,24,27,372,136,65,183,407,70,50,19,34,34
06059074601,3582,128,140,1283,2031,177,27,0,47,103,768,111,120,350,757,138,44,19,51,122
06059074602,3968,32,271,1177,2488,172,32,48,13,79,506,37,128,375,561,101,37,38,20,73
06059074701,3377,149,149,429,2650,115,51,0,0,64,689,152,111,215,740,100,71,19,19,69
06059074702,3042,35,287,675,2045,72,20,12,12,28,650,43,146,351,608,58,23,20,21,40
06059074801,2362,47,413,259,1643,31,0,0,0,31,322,45,193,111,305,23,19,19,19,23
06059074802,2915,7,125,767,2016,33,7,0,26,0,360,13,104,246,450,37,13,19,33,19
06059074803,4277,40,396,988,2853,187,0,0,83,104,512,45,191,374,515,97,19,19,73,63
06059074805,2137,131,568,777,661,189,44,118,27,0,330,83,141,346,218,80,32,73,25,13
06059074806,2320,44,450,526,1300,142,26,56,29,31,451,48,177,186,432,61,38,41,23,23
06059074901,3824,87,786,980,1971,258,0,86,136,36,536,85,324,307,434,143,19,72,120,34
06059074902,3092,36,568,1104,1384,313,0,68,211,34,789,49,227,512,449,322,19,70,308,38
06059075002,2999,113,679,779,1428,187,0,57,29,101,657,174,235,276,656,158,19,95,35,118
06059075003,3002,144,974,1257,627,211,74,37,100,0,461,94,292,331,303,108,82,39,55,19
06059075004,1938,116,615,882,325,163,50,69,44,0,244,66,168,293,199,70,46,53,39,13
06059075100,3430,50,672,894,1814,9,0,0,0,9,648,49,250,256,657,15,19,19,19,15
06059075201,2539,170,44,643,1682,178,39,31,93,15,327,164,71,232,380,93,45,49,84,17
06059075202,2697,69,309,807,1512,47,0,0,32,15,730,116,162,356,684,48,19,19,36,28
06059075301,2558,23,373,1040,1122,54,16,0,7,31,294,18,109,258,269,39,18,19,11,31
06059075302,2063,34,124,736,1169,78,0,61,0,17,317,30,91,180,333,71,13,65,13,26
06059075303,1722,0,117,769,836,8,0,0,0,8,332,13,58,270,284,13,13,13,13,13
06059075401,2220,120,114,765,1221,20,0,0,20,0,360,197,79,214,279,24,13,13,24,13
06059075403,4617,149,696,1471,2301,80,0,13,25,42,570,149,283,376,504,61,19,20,32,51
06059075404,4049,68,449,1688,1844,53,0,15,8,30,749,84,243,663,380,55,19,25,15,44
06059075405,1391,74,121,629,567,20,0,5,15,0,224,54,48,129,234,25,13,8,24,13
06059075504,2334,45,191,1200,898,27,0,0,27,0,411,32,54,321,271,41,13,13,41,13
06059075505,1811,22,272,749,768,12,0,12,0,0,283,33,97,233,220,19,13,19,13,13
06059075506,1657,30,206,729,692,7,0,0,0,7,260,39,97,258,205,15,13,13,13,15
06059075507,2908,56,709,1207,936,22,16,0,0,6,340,43,190,317,310,26,24,19,19,10
06059075512,2026,64,339,654,969,32,0,32,0,0,541,59,172,247,516,34,13,34,13,13
06059075513,2855,31,502,1069,1253,34,0,8,26,0,471,49,162,287,467,42,19,13,40,19
06059075514,2110,83,303,868,856,56,0,11,13,32,276,76,102,216,305,60,13,19,19,55
06059075516,5607,216,3050,1982,359,63,0,0,63,0,920,179,886,971,332,101,19,19,101,19
06059075517,2341,0,506,1805,30,77,0,0,77,0,454,19,266,418,74,66,19,19,66,19
06059075518,3911,0,1096,1934,881,36,0,36,0,0,584,21,480,613,494,62,21,62,21,21
06059075603,2350,0,196,970,1184,0,0,0,0,0,433,13,190,302,324,13,13,13,13,13
06059075604,3321,28,54,1321,1918,0,0,0,0,0,399,43,54,322,431,19,19,19,19,19
06059075605,3087,0,122,1531,1434,115,0,0,0,115,568,19,97,328,589,184,19,19,19,184
06059075606,3010,151,147,1450,1262,11,0,0,11,0,477,225,93,417,426,19,19,19,19,19
06059075607,3955,85,947,2030,893,14,0,0,14,0,613,78,225,522,340,23,19,19,23,19
06059075701,3856,89,295,1135,2337,52,0,14,38,0,596,85,140,375,709,39,19,28,33,19
06059075702,1668,9,87,542,1030,0,0,0,0,0,180,14,89,164,203,13,13,13,13,13
06059075703,2030,11,27,718,1274,0,0,0,0,0,330,18,32,162,344,13,13,13,13,13
06059075805,2127,42,217,890,978,46,7,0,19,20,397,49,114,245,325,40,12,13,20,31
06059075806,2764,61,363,1129,1211,82,61,16,0,5,524,91,183,367,462,95,91,25,19,8
06059075807,2457,0,143,680,1634,18,0,0,0,18,636,13,83,206,661,26,13,13,13,26
06059075808,1549,0,28,625,896,34,0,0,0,34,218,13,27,197,229,33,13,13,13,33
06059075809,1342,0,67,414,861,0,0,0,0,0,206,13,57,156,262,13,13,13,13,13
06059075810,1345,12,15,371,947,0,0,0,0,0,265,22,16,137,229,13,13,13,13,13
06059075811,1488,17,114,506,851,27,4,4,19,0,320,19,65,108,328,22,8,6,21,13
06059075812,2877,7,514,1310,1046,11,0,0,11,0,260,11,246,302,235,17,19,19,17,19
06059075813,2669,41,220,819,1589,38,0,29,9,0,316,66,101,223,325,47,13,45,14,13
06059075814,1406,31,169,680,526,0,0,0,0,0,219,47,80,201,150,13,13,13,13,13
06059075815,2821,21,256,919,1625,31,0,0,31,0,514,37,116,279,576,50,19,19,50,19
06059075816,1454,0,172,805,477,5,0,5,0,0,229,13,78,282,175,9,13,9,13,13
06059075901,2327,50,531,1106,640,0,0,0,0,0,451,51,183,273,398,13,13,13,13,13
06059075902,3923,211,1119,1655,938,128,128,0,0,0,561,193,408,573,427,133,133,19,19,19
06059076001,4173,35,981,1661,1496,49,0,14,35,0,578,47,325,431,626,58,19,23,56,19
06059076002,696,17,91,351,237,0,0,0,0,0,206,30,90,180,122,13,13,13,13,13
06059076102,2541,74,653,1081,733,42,10,0,11,21,381,68,181,358,255,33,15,19,16,23
06059076103,4649,70,902,1792,1885,81,21,0,29,31,658,66,485,411,522,56,34,19,31,37
06059076104,3846,0,740,2231,875,16,0,0,16,0,562,19,257,490,430,26,19,19,26,19
06059076105,2098,137,217,637,1107,90,17,0,0,73,628,166,118,419,512,96,29,13,13,93
06059076201,4413,39,214,1962,2198,46,14,0,32,0,629,47,160,347,604,46,25,19,38,19
06059076202,3264,98,639,1372,1155,82,0,6,65,11,443,96,277,381,305,88,19,11,87,16
06059076204,1588,0,476,556,556,37,0,20,17,0,259,13,135,218,225,36,13,32,21,13
06059076205,2604,0,151,872,1581,0,0,0,0,0,582,19,71,242,572,19,19,19,19,19
06059076206,2637,24,320,1012,1281,14,0,14,0,0,504,38,144,400,390,21,19,21,19,19
06059076208,3046,0,208,1209,1629,0,0,0,0,0,375,19,93,404,289,19,19,19,19,19
06059086301,3686,26,222,1032,2406,96,8,0,79,9,426,40,101,309,459,64,12,19,59,15
06059086303,4907,33,1038,2660,1176,159,15,98,46,0,742,37,377,755,548,117,25,106,56,19
06059086304,2292,31,317,1131,813,0,0,0,0,0,328,40,96,234,318,13,13,13,13,13
06059086305,2345,0,71,442,1832,0,0,0,0,0,738,13,52,146,735,13,13,13,13,13
06059086306,1949,68,211,754,916,21,12,9,0,0,306,64,107,254,307,23,18,14,13,13
06059086402,3264,27,366,850,2021,59,0,34,9,16,883,31,212,514,686,44,19,39,14,17
06059086404,3108,42,424,569,2073,65,35,30,0,0,632,44,206,220,651,61,42,48,19,19
06059086405,3189,27,478,578,2106,105,6,42,0,57,430,33,162,219,441,72,9,49,19,50
06059086406,2373,100,289,1056,928,10,0,10,0,0,386,121,179,313,318,15,13,15,13,13
06059086407,3582,94,409,1687,1392,218,0,23,66,129,687,107,178,477,616,187,19,29,75,166
06059086501,1912,0,278,767,867,0,0,0,0,0,332,13,172,267,308,13,13,13,13,13
06059086502,3074,19,385,1095,1575,107,0,39,62,6,469,28,159,302,519,79,19,44,70,10
06059086601,4489,183,794,1251,2261,317,78,67,97,75,639,163,276,388,666,224,120,75,112,88
06059086602,3207,46,487,965,1709,26,0,21,5,0,393,54,179,306,440,35,19,33,8,19
06059086701,4624,25,266,1384,2949,246,0,13,105,128,691,43,133,500,661,148,19,23,101,93
06059086702,3720,99,624,1132,1865,57,0,36,12,9,769,100,241,332,660,53,19,46,20,14
06059086801,1808,21,113,578,1096,59,0,0,31,28,293,32,68,168,288,59,13,13,36,41
06059086802,2982,42,257,670,2013,0,0,0,0,0,478,46,128,226,549,19,19,19,19,19
06059086803,4143,19,383,2070,1671,61,0,0,61,0,611,30,223,634,399,75,19,19,75,19
06059086901,3624,181,676,1961,806,88,0,0,12,76,439,156,264,487,297,111,19,19,20,110
06059086902,2816,44,323,708,1741,134,10,64,45,15,629,43,157,227,673,73,16,69,50,21
06059086903,3116,114,811,1151,1040,102,0,42,12,48,336,94,219,224,296,68,19,43,17,48
06059087001,2699,141,370,1126,1062,52,0,0,0,52,371,81,169,324,266,47,19,19,19,47
06059087002,3563,34,463,1133,1933,139,0,16,56,67,493,54,209,350,464,124,19,28,89,94
06059087101,2578,61,534,865,1118,29,0,0,7,22,438,84,146,252,394,35,19,19,11,34
06059087102,2966,25,538,1379,1024,138,19,36,11,72,316,22,208,278,318,77,20,43,16,61
06059087103,4243,33,751,1273,2186,29,6,0,0,23,570,54,350,300,545,40,15,19,19,37
06059087105,2507,81,444,1009,973,17,17,0,0,0,537,78,387,391,299,25,25,19,19,19
06059087106,1934,119,473,478,864,247,86,67,25,69,364,89,241,230,357,109,78,74,30,62
06059087200,3836,132,682,1398,1624,89,43,0,19,27,727,144,349,643,458,73,63,19,30,42
06059087301,1966,0,416,863,687,25,0,0,25,0,419,13,146,406,350,42,13,13,42,13
06059087302,3505,73,539,1456,1437,174,0,36,112,26,663,69,244,461,625,120,19,56,101,40
06059087401,3157,53,284,1188,1632,51,0,0,0,51,499,65,106,349,365,46,19,19,19,46
06059087403,1274,14,323,508,429,65,0,14,51,0,188,15,129,156,137,41,13,20,37,13
06059087404,2047,17,424,552,1054,119,0,53,42,24,432,21,147,181,425,62,13,40,43,29
06059087405,2168,29,568,1071,500,67,9,20,38,0,307,33,201,282,218,58,14,32,47,13
06059087503,2911,57,588,1415,851,75,0,62,0,13,601,68,240,581,307,81,19,78,19,23
06059087504,3348,61,990,873,1424,109,20,35,54,0,560,53,461,280,461,75,25,41,54,19
06059087505,2165,144,488,440,1093,73,37,36,0,0,425,181,210,184,484,97,59,54,13,13
06059087601,2365,103,267,1093,902,62,51,11,0,0,377,108,163,337,230,58,54,20,13,13
06059087602,4071,50,681,859,2481,128,0,0,0,128,1006,57,271,409,938,105,19,19,19,105
06059087701,2459,164,184,654,1457,98,0,10,80,8,313,144,110,172,321,75,19,17,72,18
06059087703,2952,36,154,578,2184,65,0,19,0,46,437,59,90,208,485,66,19,30,19,58
06059087704,2393,38,277,490,1588,27,0,11,16,0,418,61,133,182,434,28,19,18,23,19
06059087801,2147,70,213,933,931,62,0,0,16,46,281,64,123,227,280,58,13,13,19,54
06059087802,3825,83,837,1406,1499,33,0,0,19,14,541,88,362,355,443,45,19,19,32,31
06059087803,2244,9,378,637,1220,84,0,0,24,60,454,14,142,196,455,62,19,19,30,53
06059087805,3024,410,402,1114,1098,97,97,0,0,0,358,300,183,299,417,88,88,19,19,19
06059087806,2585,92,664,589,1240,56,30,26,0,0,387,75,203,211,423,59,39,43,19,19
06059087901,1831,49,254,577,951,47,28,19,0,0,309,56,128,275,261,48,43,21,13,13
06059087902,2013,28,102,818,1065,90,28,0,32,30,459,34,75,366,358,68,34,13,39,44
06059088001,2241,0,115,509,1617,30,0,30,0,0,311,13,70,189,319,45,13,45,13,13
06059088002,2033,27,197,437,1372,0,0,0,0,0,446,33,114,213,386,13,13,13,13,13
06059088101,927,21,110,389,407,20,0,5,0,15,113,33,56,99,115,19,13,8,13,17
06059088104,2150,59,392,1032,667,45,16,9,20,0,274,76,160,287,183,44,26,14,30,13
06059088105,2113,38,87,518,1470,68,9,0,0,59,368,48,73,269,323,58,15,13,13,53
06059088106,2886,91,483,1137,1175,29,0,24,5,0,444,98,158,329,309,40,19,40,8,19
06059088107,2674,162,272,614,1626,88,0,0,72,16,325,92,101,238,323,108,19,19,104,26
06059088201,1635,1,192,364,1078,51,0,40,0,11,343,16,124,154,360,62,13,55,13,28
06059088202,1981,14,172,444,1351,0,0,0,0,0,452,17,82,150,476,13,13,13,13,13
06059088203,2311,62,442,733,1074,100,26,21,18,35,338,65,177,232,305,80,43,32,21,53
06059088301,2579,81,174,731,1593,0,0,0,0,0,275,72,97,211,284,19,19,19,19,19
06059088302,3238,48,630,1034,1526,20,0,0,0,20,471,74,334,259,361,31,19,19,19,31
06059088401,2357,0,186,584,1587,28,0,0,12,16,423,19,104,161,425,23,19,19,20,19
06059088402,2230,112,304,544,1270,106,49,0,5,52,314,93,169,204,320,90,64,13,8,56
06059088403,3231,89,291,1212,1639,36,36,0,0,0,450,95,129,311,493,57,57,19,19,19
06059088501,3581,84,387,1089,2021,41,9,0,0,32,544,104,174,331,522,44,14,19,19,41
06059088502,2349,65,374,724,1186,44,0,44,0,0,346,59,248,243,274,74,19,74,19,19
06059088601,4253,49,584,1550,2070,122,9,0,81,32,815,53,212,338,851,138,15,19,130,57
06059088602,2243,57,291,818,1077,21,9,0,12,0,283,57,112,242,303,24,16,13,18,13
06059088701,2904,75,524,1290,1015,35,9,17,0,9,333,55,230,264,225,33,13,27,19,14
06059088702,2788,107,232,605,1844,15,15,0,0,0,294,83,83,179,268,24,24,19,19,19
06059088801,3655,128,708,1453,1366,0,0,0,0,0,519,165,219,372,463,19,19,19,19,19
06059088802,2318,48,268,883,1119,144,0,39,51,54,262,43,105,244,238,86,19,44,52,55
06059088901,3156,249,282,1008,1617,17,0,9,8,0,390,154,106,240,346,17,19,13,11,19
06059088902,2556,16,198,581,1761,0,0,0,0,0,436,27,98,172,441,19,19,19,19,19
06059088903,3543,114,202,705,2522,0,0,0,0,0,434,74,101,181,454,19,19,19,19,19
06059088904,2210,30,207,442,1531,0,0,0,0,0,355,37,87,153,366,13,13,13,13,13
06059088905,1911,155,115,556,1085,0,0,0,0,0,311,162,69,192,361,13,13,13,13,13
06059089001,3052,30,283,606,2133,42,10,0,0,32,395,29,194,195,364,42,18,19,19,38
06059089003,2025,14,214,630,1167,25,0,20,5,0,304,31,96,161,316,23,13,22,7,13
06059089004,2953,18,289,1350,1296,138,0,46,32,60,546,33,147,414,392,85,19,51,46,50
06059089102,3344,45,377,1586,1336,11,11,0,0,0,464,57,154,440,449,16,16,19,19,19
06059089104,2345,192,568,540,1045,107,52,33,6,16,324,176,221,192,336,77,48,52,12,26
06059089105,2938,127,202,698,1911,39,0,3,17,19,441,174,119,201,401,40,19,12,27,27
06059089106,2167,76,191,1068,832,107,22,11,11,63,321,109,92,334,182,98,32,17,13,87
06059089107,3229,12,107,779,2331,171,0,0,129,42,568,22,87,406,500,140,19,19,129,41
06059099202,3703,62,305,1003,2333,68,0,10,0,58,517,74,147,309,564,55,19,16,19,53
06059099203,2362,17,85,818,1442,12,0,0,12,0,467,22,46,291,444,18,19,19,18,19
06059099204,2304,44,239,1133,888,24,0,0,19,5,501,48,84,482,312,29,19,19,27,9
06059099212,2595,0,324,1005,1266,19,0,19,0,0,350,19,110,261,370,30,19,30,19,19
06059099214,1611,5,174,633,799,0,0,0,0,0,236,8,74,217,222,13,13,13,13,13
06059099215,3195,59,562,1420,1154,92,32,0,30,30,394,82,291,284,333,65,44,19,45,27
06059099216,2226,10,99,826,1291,0,0,0,0,0,261,16,45,197,291,13,13,13,13,13
06059099217,1218,11,101,420,686,8,0,8,0,0,239,16,39,127,207,12,13,12,13,13
06059099220,3201,0,631,1771,799,14,0,0,0,14,465,19,219,501,288,22,19,19,19,22
06059099222,2111,121,286,752,952,23,0,0,21,2,275,105,125,169,213,25,19,19,23,8
06059099223,2596,144,254,784,1414,38,0,0,0,38,565,146,80,239,541,53,19,19,19,53
06059099224,1494,144,86,524,740,0,0,0,0,0,220,162,47,181,166,13,13,13,13,13
06059099225,1564,0,8,221,1335,11,0,0,11,0,339,13,13,87,337,18,13,13,18,13
06059099226,1676,0,42,486,1148,0,0,0,0,0,246,13,39,151,254,13,13,13,13,13
06059099227,2864,86,246,1378,1154,9,0,0,9,0,324,64,102,294,265,15,19,19,15,19
06059099229,2883,44,354,1567,918,0,0,0,0,0,438,54,178,436,338,19,19,19,19,19
06059099230,2088,0,270,838,980,0,0,0,0,0,259,13,102,211,245,13,13,13,13,13
06059099231,2379,0,126,736,1517,0,0,0,0,0,362,19,85,169,393,19,19,19,19,19
06059099232,2503,25,169,1015,1294,0,0,0,0,0,343,42,83,224,379,19,19,19,19,19
06059099233,1585,0,82,275,1228,25,0,0,0,25,350,13,58,120,362,27,13,13,13,27
06059099234,1832,9,129,243,1451,0,0,0,0,0,582,15,90,96,579,13,13,13,13,13
06059099235,3116,32,534,1028,1522,0,0,0,0,0,684,37,287,443,579,19,19,19,19,19
06059099237,1558,30,11,798,719,9,0,0,9,0,255,45,16,178,232,14,13,13,14,13
06059099238,1605,8,76,620,901,10,0,0,0,10,208,13,61,169,180,15,13,13,13,15
06059099239,1758,0,26,627,1105,0,0,0,0,0,235,13,30,183,185,13,13,13,13,13
06059099240,2771,58,501,1290,922,0,0,0,0,0,430,61,234,235,330,19,19,19,19,19
06059099241,1870,49,429,738,654,3,3,0,0,0,284,56,146,206,264,7,7,13,13,13
06059099242,1869,14,78,657,1120,9,0,0,9,0,463,16,48,274,432,15,13,13,15,13
06059099243,2107,77,500,930,600,6,0,0,6,0,349,103,158,304,144,9,13,13,9,13
06059099244,1219,0,174,599,446,0,0,0,0,0,187,13,86,212,139,13,13,13,13,13
06059099245,1218,11,50,405,752,6,0,6,0,0,205,21,33,101,214,14,13,14,13,13
06059099246,1364,133,128,449,654,34,24,0,10,0,177,106,88,153,202,22,17,13,17,13
06059099247,1368,19,98,535,716,15,0,0,15,0,159,20,47,138,158,17,13,13,17,13
06059099248,2717,55,691,752,1219,393,0,200,112,81,613,61,356,267,558,198,19,151,90,91
06059099249,1818,56,139,674,949,62,12,11,39,0,221,55,73,203,210,40,19,16,31,13
06059099250,1647,9,109,625,904,22,0,0,0,22,540,13,79,139,562,32,13,13,13,32
06059099251,2795,12,433,1267,1083,0,0,0,0,0,541,18,206,444,411,19,19,19,19,19
06059099305,4047,20,1257,2088,682,0,0,0,0,0,480,33,437,532,329,19,19,19,19,19
06059099306,3863,17,848,1545,1453,0,0,0,0,0,804,29,236,337,758,19,19,19,19,19
06059099307,1346,56,299,632,359,7,0,0,7,0,221,74,107,201,165,12,13,13,12,13
06059099308,2438,0,168,1233,1037,14,0,0,14,0,384,19,90,404,269,28,19,19,28,19
06059099309,2332,26,394,911,1001,0,0,0,0,0,407,32,288,263,305,13,13,13,13,13
06059099310,2687,43,695,1054,895,0,0,0,0,0,368,46,235,312,254,13,13,13,13,13
06059099311,1870,32,550,967,321,14,0,0,14,0,243,27,127,231,120,21,13,13,21,13
06059099402,3637,92,963,885,1697,53,53,0,0,0,605,98,329,363,624,83,83,19,19,19
06059099404,2296,28,162,892,1214,21,0,0,21,0,339,34,79,230,349,27,13,13,27,13
06059099405,2309,0,587,832,890,29,0,29,0,0,362,13,195,233,259,30,13,30,13,13
06059099406,2041,21,369,889,762,20,0,0,9,11,216,34,136,177,191,20,13,13,14,17
06059099407,1128,21,79,365,663,3,0,0,3,0,125,31,45,101,129,7,13,13,7,13
06059099408,2151,0,147,918,1086,0,0,0,0,0,253,13,89,238,249,13,13,13,13,13
06059099410,2393,37,750,876,730,0,0,0,0,0,479,44,309,340,235,13,13,13,13,13
06059099411,3436,6,660,1886,884,52,0,18,34,0,507,10,222,557,297,42,19,29,38,19
06059099412,2342,18,549,1053,722,11,0,0,11,0,296,28,197,230,219,19,19,19,19,19
06059099415,2443,41,114,1061,1227,21,0,0,21,0,353,51,63,306,301,33,13,13,33,13
06059099416,3655,241,846,1305,1263,91,36,0,0,55,771,189,229,627,563,76,59,19,19,52
06059099417,2645,9,449,1413,774,23,0,0,13,10,322,17,205,285,346,30,19,19,21,20
06059099418,1779,14,377,778,610,10,0,0,10,0,377,24,194,245,313,22,13,13,22,13
06059099419,2009,43,293,695,978,19,19,0,0,0,447,79,157,182,432,35,35,13,13,13
06059099502,318,4,54,209,51,15,0,0,9,6,60,6,28,66,30,16,13,13,13,11
06059099504,1432,15,68,525,824,0,0,0,0,0,339,24,45,180,304,13,13,13,13,13
06059099506,540,0,180,219,141,0,0,0,0,0,121,13,66,83,86,13,13,13,13,13
06059099508,2666,207,386,1331,742,0,0,0,0,0,534,137,171,617,288,13,13,13,13,13
06059099509,536,0,181,309,46,14,0,0,14,0,192,13,98,145,55,21,13,13,21,13
06059099510,812,0,558,225,29,63,0,49,0,14,182,13,170,124,33,84,13,80,13,22
06059099511,1708,11,786,798,113,0,0,0,0,0,302,19,247,182,91,13,13,13,13,13
06059099512,1579,36,457,591,495,0,0,0,0,0,272,50,138,169,272,13,13,13,13,13
06059099513,805,0,304,344,157,0,0,0,0,0,168,13,125,124,111,13,13,13,13,13
06059099514,2731,0,247,1199,1285,0,0,0,0,0,459,19,129,396,362,19,19,19,19,19
06059099601,3137,93,330,1401,1313,26,0,5,16,5,499,60,135,493,455,28,19,8,25,10
06059099602,1561,0,263,597,701,0,0,0,0,0,236,13,105,243,216,13,13,13,13,13
06059099603,3680,17,269,1202,2192,0,0,0,0,0,393,25,136,302,378,19,19,19,19,19
06059099604,2036,0,62,705,1269,0,0,0,0,0,372,13,51,251,343,13,13,13,13,13
06059099605,2959,97,883,983,996,10,0,0,10,0,448,99,335,287,277,15,19,19,15,19
06059099701,2739,86,582,498,1573,23,13,0,0,10,672,66,425,170,532,26,16,19,19,18
06059099702,3633,153,309,1015,2156,32,0,32,0,0,613,175,205,475,523,36,19,36,19,19
06059099703,2678,80,296,1160,1142,15,15,0,0,0,291,75,136,260,233,23,23,19,19,19
06059099801,2800,20,368,788,1624,107,12,58,15,22,360,23,163,306,350,95,18,84,22,28
06059099802,1726,67,450,550,659,62,32,0,9,21,289,42,158,176,232,40,31,13,13,23
06059099803,2625,157,360,524,1584,51,0,0,0,51,643,121,119,147,675,57,19,19,19,57
06059099902,2017,59,294,628,1036,0,0,0,0,0,339,79,137,224,270,13,13,13,13,13
06059099903,2346,0,236,954,1156,13,0,0,1,12,400,19,92,319,384,21,19,19,8,18
06059099904,2312,73,419,599,1221,42,10,0,22,10,265,49,134,178,282,43,17,19,34,15
06059099905,1983,35,256,884,808,8,0,0,8,0,262,59,93,187,281,12,13,13,12,13
06059099906,2383,84,69,737,1493,11,0,0,11,0,285,68,42,212,250,17,19,19,17,19
06059110001,2541,0,182,1193,1166,68,0,0,7,61,563,13,88,475,324,60,13,13,11,59
06059110003,1291,25,96,460,710,0,0,0,0,0,175,43,74,184,184,13,13,13,13,13
06059110004,2461,0,175,1065,1221,0,0,0,0,0,348,13,94,300,295,13,13,13,13,13
06059110005,1558,14,238,803,503,0,0,0,0,0,216,23,110,195,148,13,13,13,13,13
06059110006,1527,0,132,733,662,0,0,0,0,0,311,13,86,321,171,13,13,13,13,13
06059110007,2496,0,64,709,1723,0,0,0,0,0,462,19,44,210,450,19,19,19,19,19
06059110008,1840,17,204,906,713,0,0,0,0,0,357,24,89,174,350,13,13,13,13,13
06059110010,2166,15,147,674,1330,14,0,0,14,0,279,22,78,146,303,17,13,13,17,13
06059110011,1210,0,79,564,567,20,0,0,0,20,224,13,49,117,238,32,13,13,13,32
06059110012,2330,77,39,934,1280,0,0,0,0,0,248,98,40,190,224,19,19,19,19,19
06059110014,2426,201,486,1035,704,0,0,0,0,0,336,225,131,259,210,13,13,13,13,13
06059110015,1747,0,30,796,921,48,0,0,32,16,245,13,30,267,244,30,13,13,28,24
06059110102,2746,77,213,806,1650,0,0,0,0,0,284,54,138,167,290,19,19,19,19,19
