GEOID,B25044_E001,B25044_E003,B25044_E010,B25044_M001,B25044_M003,B25044_M010
06059074701,1410,0,46,186,19,39
06059074702,1194,14,0,228,19,19
06059074801,1066,6,22,143,11,26
06059074802,1185,0,0,156,19,19
06059074803,1831,13,21,151,20,22
06059074805,977,0,81,102,14,43
06059074806,1016,28,18,138,18,22
06059074901,1880,0,197,172,19,94
06059074902,1336,0,0,178,19,19
06059075002,2352,0,456,215,19,173
06059075003,1748,0,159,186,19,86
06059075004,1270,0,131,101,14,60
06059075100,1958,14,196,156,16,105
06059075201,1197,100,26,142,105,31
06059075202,1320,26,0,320,29,19
06059075301,1487,6,71,131,11,49
06059075302,1091,10,19,90,16,23
06059075303,1182,0,64,123,14,42
06059075401,1600,0,270,275,14,194
06059075403,2858,34,239,291,39,153
06059075404,2421,0,129,362,19,120
06059075405,939,20,29,70,20,37
06059075504,1568,5,25,174,9,28
06059075505,1454,6,205,166,11,102
06059075506,1134,100,17,157,125,20
06059075507,1936,0,88,186,19,72
06059075512,1131,24,26,181,27,28
06059075513,1456,29,53,145,33,48
06059075514,1061,16,15,126,25,23
06059075516,5791,85,557,641,139,302
06059075517,1544,0,26,295,19,32
06059075518,3766,58,38,603,95,45
06059075603,1481,18,12,223,20,20
06059075604,2627,12,14,224,20,23
06059075605,2127,98,0,380,120,19
06059075606,2105,114,0,201,107,19
06059075607,2990,19,18,375,32,29
06059075701,2247,13,31,296,22,37
06059075702,1114,0,34,111,14,38
06059075703,1410,54,10,142,57,16
06059075805,1302,30,43,112,37,55
06059075806,2053,26,94,140,29,98
06059075807,1256,6,0,135,10,19
06059075808,1046,24,0,112,26,14
06059075809,1057,9,0,95,15,14
06059075810,977,22,0,159,22,14
06059075811,870,14,3,76,17,4
06059075812,1873,16,10,180,17,16
06059075813,1636,52,0,128,33,14
06059075814,1106,0,18,88,14,20
06059075815,1600,47,17,173,66,26
06059075816,1119,0,57,64,14,52
06059075901,1663,0,58,199,14,42
06059075902,2710,28,326,315,33,164
06059076001,2738,42,28,297,52,35
06059076002,1171,0,295,172,14,131
06059076102,1942,0,142,169,19,90
06059076103,2697,0,0,307,19,19
06059076104,2524,7,66,241,20,71
06059076105,1394,23,81,250,40,57
06059076201,2711,15,41,322,24,50
06059076202,1893,15,26,159,18,32
06059076204,1110,4,11,98,8,17
06059076205,1597,0,8,143,19,12
06059076206,1814,32,9,261,28,13
06059076208,1906,0,86,236,19,84
06059086301,1926,20,39,213,25,45
06059086303,4552,189,0,456,193,21
06059086304,1573,43,49,179,36,39
06059086305,1133,20,0,185,27,14
06059086306,1153,0,17,117,14,29
06059086402,1499,43,9,242,41,14
06059086404,1465,29,20,118,46,18
06059086405,1634,14,93,115,21,82
06059086406,1233,12,7,121,20,12
06059086407,2001,17,97,267,26,133
06059086501,1227,6,8,255,9,12
06059086502,1382,12,77,161,15,58
06059086601,2310,11,248,203,17,130
06059086602,1797,26,56,225,23,38
06059086701,2330,0,132,161,19,92
06059086702,2222,0,144,317,19,86
06059086801,1020,0,8,89,14,13
06059086802,1585,18,58,219,25,54
06059086803,2629,23,253,250,27,130
06059086901,2824,0,315,344,19,140
06059086902,1773,17,348,232,19,149
06059086903,1904,39,136,158,39,92
06059087001,1562,0,75,206,19,63
06059087002,2315,59,179,206,75,118
06059087101,1695,11,75,149,18,62
06059087102,1913,0,160,206,19,98
06059087103,2408,0,12,255,19,20
06059087105,1715,0,149,408,19,122
06059087106,1498,19,139,292,21,92
06059087200,2653,50,225,405,43,139
06059087301,1291,0,24,170,14,31
06059087302,2184,0,260,245,19,142
06059087401,1890,26,0,207,27,19
06059087403,615,0,25,87,14,26
06059087404,989,0,46,138,14,38
06059087405,1254,8,55,111,13,40
06059087503,1810,13,29,237,14,46
06059087504,1634,14,111,191,17,74
06059087505,1241,0,46,138,14,58
06059087601,1273,9,80,175,17,87
06059087602,2115,10,60,233,20,74
06059087701,1562,37,161,127,45,85
06059087703,1638,13,19,377,16,23
06059087704,1201,20,42,172,25,50
06059087801,1604,91,40,134,58,47
06059087802,2653,12,27,329,20,45
06059087803,1608,17,48,172,23,44
06059087805,1774,19,230,136,22,110
06059087806,1632,13,141,164,20,84
06059087901,1401,44,120,237,36,59
06059087902,1368,5,139,154,9,70
06059088001,1203,23,41,96,32,49
06059088002,1274,44,52,166,35,57
06059088101,683,7,6,78,11,10
06059088104,1614,36,125,233,34,95
06059088105,1123,58,41,180,55,51
06059088106,1962,41,13,193,43,20
06059088107,1745,32,78,165,28,42
06059088201,1007,38,29,69,35,41
06059088202,1027,5,0,147,7,14
06059088203,1461,29,197,186,30,161
06059088301,1564,27,61,135,25,46
06059088302,1863,26,0,178,25,19
06059088401,1446,11,9,229,17,15
06059088402,1198,27,56,131,33,56
06059088403,1814,49,53,187,42,46
06059088501,1930,27,117,194,26,58
06059088502,1384,21,104,117,23,80
06059088601,2372,0,115,266,19,91
06059088602,1266,0,10,158,14,15
06059088701,2108,27,90,259,30,62
06059088702,1508,38,112,152,29,60
06059088801,2606,27,130,192,30,102
06059088802,1480,6,122,145,12,50
06059088901,1887,50,160,211,35,109
06059088902,1229,9,37,130,13,36
06059088903,2032,57,84,163,57,92
06059088904,1347,52,57,105,44,49
06059088905,1374,33,45,128,46,55
06059089001,1729,15,10,202,20,15
06059089003,1039,24,33,149,17,34
06059089004,2218,69,177,310,46,125
06059089102,1710,60,0,202,33,19
06059089104,1280,20,185,114,25,79
06059089105,1256,27,89,108,31,97
06059089106,988,19,76,76,17,55
06059089107,1356,74,0,207,51,19
06059099202,1930,50,23,103,40,28
06059099203,1505,38,27,165,29,23
06059099204,1539,52,147,209,43,111
06059099212,1729,19,11,210,21,17
06059099214,1266,0,8,130,14,13
06059099215,2185,0,39,292,19,49
06059099216,1511,22,7,177,23,11
06059099217,895,0,6,134,14,8
06059099220,2491,39,0,282,43,19
06059099222,1566,70,68,181,61,69
06059099223,1733,46,144,203,45,82
06059099224,957,76,72,87,46,72
06059099225,1196,0,0,279,14,14
06059099226,1243,11,28,326,20,43
06059099227,1967,59,17,184,40,26
06059099229,2324,12,131,185,22,66
06059099230,1467,6,0,149,10,14
06059099231,1661,0,0,145,14,14
06059099232,1978,27,0,193,42,19
06059099233,955,21,29,67,20,29
06059099234,1162,37,39,136,29,31
06059099235,2340,34,14,397,40,23
06059099237,1082,70,0,114,63,14
06059099238,1308,7,0,115,12,14
06059099239,1196,0,0,126,14,14
06059099240,2080,15,17,284,27,29
06059099241,1741,0,8,237,14,13
06059099242,1165,15,6,230,22,12
06059099243,1829,92,0,193,64,14
06059099244,1807,20,6,175,20,10
06059099245,974,0,0,63,14,14
06059099246,1091,36,0,86,48,14
06059099247,780,12,22,108,13,17
06059099248,1501,27,64,163,27,40
06059099249,846,6,61,65,10,37
06059099250,1186,31,54,207,38,46
06059099251,2159,0,258,269,19,162
06059099305,3228,17,14,295,28,23
06059099306,2988,0,47,412,19,55
06059099307,1190,18,12,111,27,13
06059099308,2046,0,0,310,19,19
06059099309,2205,50,168,300,36,93
06059099310,1919,24,19,204,39,30
06059099311,1761,45,21,169,52,25
06059099402,1999,0,64,207,19,45
06059099404,1571,0,8,129,14,13
06059099405,1634,7,0,151,11,14
06059099406,1614,9,51,167,14,48
06059099407,862,17,71,69,18,45
06059099408,1516,16,8,170,19,13
06059099410,1984,0,137,293,14,109
06059099411,1917,8,35,170,12,26
06059099412,1904,0,0,194,14,14
06059099415,1854,17,0,165,23,14
06059099416,2371,0,185,252,19,131
06059099417,2303,25,31,355,34,48
06059099418,1894,0,500,212,14,218
06059099419,1517,4,37,234,8,37
06059099502,191,0,0,62,14,14
06059099504,1239,27,9,188,27,14
06059099506,443,0,12,98,14,20
06059099508,2143,39,35,282,37,42
06059099509,2309,336,31,180,166,35
06059099510,3207,644,17,357,225,21
06059099511,1640,23,36,229,24,34
06059099512,1635,0,82,133,14,76
06059099513,979,11,0,116,18,14
06059099514,2238,24,0,334,28,19
06059099601,2231,56,154,248,37,104
06059099602,960,0,72,99,14,75
06059099603,2110,42,16,161,45,29
06059099604,1266,26,5,197,23,8
06059099605,2340,11,61,319,17,77
06059099701,1859,35,269,285,37,170
06059099702,2377,0,169,240,19,124
06059099703,2034,31,118,115,36,80
06059099801,1809,0,60,242,19,77
06059099802,1745,22,268,122,36,102
06059099803,1621,31,150,140,32,76
06059099902,1408,31,13,166,36,21
06059099903,1489,29,31,193,31,28
06059099904,1979,40,184,245,31,65
06059099905,1126,10,0,184,16,14
06059099906,1690,15,10,163,16,17
06059110001,1478,27,40,175,25,42
06059110003,1043,0,54,110,14,38
06059110004,1704,43,0,144,45,14
06059110005,1138,13,0,98,17,14
06059110006,1156,14,0,145,21,14
06059110007,1663,7,0,166,10,19
06059110008,1769,0,8,249,19,12
06059110010,1297,16,9,103,17,13
06059110011,1042,6,0,106,10,14
06059110012,1917,24,93,230,24,76
06059110014,1781,0,45,208,14,40
06059110015,1244,35,8,145,29,13
06059110102,2015,48,7,242,44,10
06059110104,2029,22,237,278,36,160
06059110106,1145,32,0,140,37,14
06059110108,1115,0,6,122,14,12
06059110109,1935,39,51,186,40,50
06059110110,1661,7,29,140,11,24
06059110111,1899,68,0,171,85,19
06059110113,868,19,94,77,20,62
06059110114,1441,51,0,141,47,14
06059110115,1231,41,77,159,35,117
06059110116,1548,13,146,164,15,140
06059110117,2021,0,27,186,19,44
06059110118,746,7,0,108,10,14
06059110201,2465,36,79,205,41,61
06059110202,2530,11,188,249,19,99
06059110203,1846,67,13,179,49,20
06059110301,2171,23,51,334,37,40
06059110302,1596,54,0,246,63,19
06059110303,1495,23,57,207,29,69
06059110304,1199,35,0,101,43,14
06059110401,1526,27,0,146,38,14
06059110402,1390,46,18,179,33,22
06059110500,2477,47,156,208,70,127
06059110603,2426,32,57,313,51,69
06059110604,2783,20,217,227,33,178
06059110605,2096,0,15,181,19,26
06059110606,1309,0,64,103,14,44
06059110607,1420,0,47,104,14,54
06059980000,0,0,0,14,14,14
06059990100,0,0,0,14,14,14
