GEOID20,INTPTLAT20,INTPTLON20,ALAND20,pop2020
060590218225012,+33.8999324,-117.7955518,4540,0
060590218225013,+33.9013623,-117.7950278,337300,428
060590218231000,+33.9034458,-117.7712743,1326,0
060590218231001,+33.9048492,-117.7766712,13436,0
060590218231002,+33.9024757,-117.7781328,390530,449
060590218231003,+33.9016729,-117.7743131,23059,68
060590218231004,+33.9011624,-117.7734340,27642,74
060590218231005,+33.9013381,-117.7740372,26452,65
060590218231006,+33.8991884,-117.7807568,61085,223
060590218231007,+33.9022285,-117.7844665,3444,0
060590218231008,+33.9001738,-117.7855324,2883,0
060590218231009,+33.8994872,-117.7834941,65635,123
060590218231010,+33.8997293,-117.7792991,127142,299
060590218231011,+33.8959614,-117.7768173,6454,0
060590218231012,+33.9027723,-117.7715627,6890,0
060590218231013,+33.8967920,-117.7792670,278501,633
060590218231014,+33.8932076,-117.7781988,17190,75
060590218231015,+33.8934073,-117.7817115,121349,326
060590218231016,+33.8945077,-117.7777247,25602,90
060590218231017,+33.8922986,-117.7804075,16530,66
060590218231018,+33.8961694,-117.7836083,116931,391
060590218231019,+33.8980008,-117.7856121,5297,0
060590218231020,+33.8956934,-117.7870308,2028,0
060590218231021,+33.8922063,-117.7769068,4545,0
060590218231022,+33.8945493,-117.7769265,3943,0
060590218231023,+33.8951818,-117.7783155,11697,50
060590218231024,+33.8948832,-117.7885601,2377,0
060590218231025,+33.8905099,-117.7872783,84490,167
060590218231026,+33.8919454,-117.7911148,6049,0
060590218231027,+33.8916873,-117.7906028,25473,77
060590218231028,+33.8935883,-117.7883870,95780,202
060590218231029,+33.8915800,-117.7893148,53705,213
060590218231030,+33.8929989,-117.7852352,142172,463
060590218241000,+33.8936176,-117.7663917,28370,36
060590218241001,+33.8935300,-117.7690607,133936,279
060590218241002,+33.8959242,-117.7720855,4056,0
060590218241003,+33.8918821,-117.7664974,18344,45
060590218241004,+33.8925343,-117.7675004,15458,42
060590218241005,+33.8932192,-117.7749891,142871,206
060590218241006,+33.8949327,-117.7755731,40334,161
060590218241007,+33.8939375,-117.7723679,89689,219
060590218241008,+33.8921780,-117.7712797,54374,138
060590218242000,+33.9014688,-117.7676426,936546,1155
060590218242001,+33.9016072,-117.7718010,24116,20
060590218242002,+33.9043685,-117.7675651,22856,72
060590218242003,+33.8991598,-117.7722972,92895,195
060590218242004,+33.8955660,-117.7664448,18483,13
060590218251000,+33.9058510,-117.7498222,3159578,0
060590218251001,+33.9097308,-117.7592782,364117,239
060590218251002,+33.9059603,-117.7583368,153198,74
060590218251003,+33.8991466,-117.7600227,1051285,492
060590218251004,+33.8918829,-117.7634831,45593,87
060590218251005,+33.8931008,-117.7640335,52836,88
060590218251006,+33.8894217,-117.7565522,472315,711
060590218252000,+33.8865400,-117.7509350,644302,492
060590218252001,+33.8803531,-117.7505050,14331,51
060590218252002,+33.8913126,-117.7506962,25877,49
060590218252003,+33.8884257,-117.7499548,31072,68
060590218252004,+33.8816208,-117.7539943,6812,26
060590218252005,+33.8807811,-117.7518088,10861,39
060590218252006,+33.8875654,-117.7509606,20704,40
060590218252007,+33.8818889,-117.7530807,12560,20
060590218252008,+33.8826229,-117.7524301,21321,57
060590218252009,+33.8830825,-117.7523120,23607,51
060590218252010,+33.8835649,-117.7522318,24780,52
060590218252011,+33.8822535,-117.7527552,16795,63
060590218252012,+33.8887275,-117.7472278,150523,26
060590218252013,+33.8816984,-117.7467783,156093,0
060590218252014,+33.8799948,-117.7511940,17901,70
060590218252015,+33.8787910,-117.7512062,14661,46
060590218252016,+33.8793811,-117.7522609,28297,84
060590218252017,+33.8797294,-117.7536518,15509,66
060590218252018,+33.8802299,-117.7531483,22569,92
060590218252019,+33.8807904,-117.7525977,10177,36
060590218252020,+33.8770893,-117.7512193,8583,0
060590218252021,+33.8783503,-117.7526271,4325,0
060590218252022,+33.8811446,-117.7547324,9112,0
060590218252023,+33.8829885,-117.7551912,11584,0
060590218252024,+33.8882228,-117.7601049,4661,0
060590218252025,+33.8776198,-117.7523129,48028,0
060590218261000,+33.8710530,-117.6743271,71476,8
060590218261001,+33.8724528,-117.6798356,370136,0
060590218261002,+33.8750362,-117.6850544,6735,0
060590218261003,+33.8749955,-117.7020345,501657,313
060590218261004,+33.8750251,-117.7051809,26019,132
060590218261005,+33.8770174,-117.7025782,28986,407
060590218261006,+33.8775364,-117.6994061,5165,0
060590218261007,+33.8769792,-117.7000263,13179,194
060590218261008,+33.8760932,-117.7038081,66509,298
060590218261009,+33.8756948,-117.7059602,20473,111
060590218261010,+33.8769088,-117.6987526,11943,130
060590218261011,+33.8744737,-117.6908153,431806,0
060590218261012,+33.8726948,-117.6875576,3803,0
060590218261013,+33.8716002,-117.7070719,244634,0
060590218261014,+33.8692494,-117.7090439,154901,0
060590218261015,+33.8736998,-117.6932113,88767,0
060590218261016,+33.8728221,-117.6889403,15029,0
060590218261017,+33.8721721,-117.6872782,5050,0
060590218261018,+33.8712501,-117.6851448,16785,0
060590218261019,+33.8717434,-117.6855727,2721,0
060590218261020,+33.8715753,-117.6850318,3531,0
060590218261021,+33.8702264,-117.6824443,6423,0
060590218261022,+33.8701800,-117.6801341,52147,0
060590218261023,+33.8695403,-117.6734550,9005,0
060590218261024,+33.8692358,-117.6736386,6982,0
060590218261025,+33.8691740,-117.6733390,3707,0
060590218261026,+33.8692717,-117.6778411,17118,0
060590218261027,+33.8688596,-117.6759459,17965,0
060590218262000,+33.8740818,-117.7159339,229194,281
060590218262001,+33.8753051,-117.7096697,11699,65
060590218262002,+33.8762156,-117.7293230,248430,300
060590218262003,+33.8761832,-117.7319672,662857,0
060590218262004,+33.8825280,-117.7384761,176995,0
060590218262005,+33.8773884,-117.7486946,31165,0
060590218262006,+33.8765897,-117.7484029,61113,0
060590218262007,+33.8748581,-117.7500922,2628,0
060590218262008,+33.8756401,-117.7521751,3365,0
060590218262009,+33.8762205,-117.7514785,33588,0
060590218262010,+33.8726918,-117.7250533,7617,52
060590218262011,+33.8714458,-117.7246728,14713,128
060590218262012,+33.8722807,-117.7231884,12482,106
060590218262013,+33.8728051,-117.7270706,7064,60
060590218262014,+33.8729515,-117.7262242,3829,25
060590218262015,+33.8706536,-117.7167175,195769,0
060590218262016,+33.8747749,-117.7084611,24835,50
060590218262017,+33.8720076,-117.7249271,2715,38
060590218262018,+33.8722156,-117.7255235,9562,68
060590218271000,+33.9068967,-117.7370809,783245,0
060590218271001,+33.9010100,-117.7346474,1738643,0
060590218271002,+33.8990308,-117.7457620,93179,0
060590218271003,+33.9013176,-117.7216435,654543,73
060590218271004,+33.8915226,-117.7414598,547193,141
060590218271005,+33.8910825,-117.7265396,3049884,597
060590218271006,+33.8874328,-117.7433026,141908,100
060590218271007,+33.8938419,-117.7343571,86524,99
060590218271008,+33.8855135,-117.7301637,37863,109
060590218271009,+33.8850740,-117.7348264,2837,208
060590218271010,+33.8857707,-117.7331287,26701,177
060590218271011,+33.8860754,-117.7318836,30954,166
060590218272000,+33.8823518,-117.7241475,75162,105
060590218272001,+33.8825311,-117.7302874,231258,261
060590218272002,+33.8822661,-117.7253520,74864,167
060590218272003,+33.8826387,-117.7271669,43138,83
060590218272004,+33.8801365,-117.7259189,82456,76
060590218272005,+33.8787100,-117.7233070,52226,92
060590218272006,+33.8781744,-117.7277463,29204,98
060590218272007,+33.8785893,-117.7295025,161273,156
060590218272008,+33.8754198,-117.7265828,65517,143
060590218272009,+33.8771861,-117.7270756,25380,76
060590218272010,+33.8769497,-117.7232966,96158,203
060590218272011,+33.8763637,-117.7252252,19014,62
060590218281000,+33.8865223,-117.7157892,1179514,388
060590218281001,+33.8863202,-117.7106385,328687,383
060590218281002,+33.8823223,-117.7115903,102104,96
060590218281003,+33.8837106,-117.7101939,88471,88
060590218281004,+33.8801722,-117.7207195,121441,220
060590218282000,+33.8770506,-117.7145582,395062,535
060590218282001,+33.8768762,-117.7181330,23200,103
060590218282002,+33.8802288,-117.7123227,14507,80
060590218282003,+33.8773367,-117.7204793,49652,127
060590218282004,+33.8784065,-117.7104162,27440,107
060590218282005,+33.8773103,-117.7191823,35806,108
060590218282006,+33.8783892,-117.7113994,28813,133
060590218282007,+33.8769065,-117.7198682,16877,70
060590218283000,+33.8857635,-117.7033048,1327303,739
060590218283001,+33.8809201,-117.7084379,11232,81
060590218283002,+33.8809805,-117.7094135,8403,77
060590218283003,+33.8784515,-117.7057807,124728,276
060590218283004,+33.8779922,-117.7020631,62560,0
060590218283005,+33.8819957,-117.6931614,793161,266
060590218283006,+33.8795601,-117.6949720,88875,246
060590218283007,+33.8776044,-117.6830648,481661,0
060590218291000,+33.8909116,-117.7790167,10352,0
060590218291001,+33.8902808,-117.7768823,2026,0
060590218291002,+33.8903488,-117.7789152,30979,41
060590218291003,+33.8899493,-117.7867733,4778,0
060590218291004,+33.8892070,-117.7889992,4872,0
060590218291005,+33.8882935,-117.7888903,52488,60
060590218291006,+33.8857428,-117.7850413,259225,361
060590218291007,+33.8821804,-117.7845416,81580,163
060590218291008,+33.8825365,-117.7826202,2684,0
060590218291009,+33.8890829,-117.7813176,1124,0
060590218291010,+33.8852284,-117.7848954,4258,0
060590218291011,+33.8881409,-117.7859503,44520,114
060590218291012,+33.8888223,-117.7786145,78806,149
060590218291013,+33.8865949,-117.7789123,1025,0
060590218291014,+33.8878680,-117.7774635,8919,0
060590218291015,+33.8840671,-117.7781842,7897,0
060590218291016,+33.8838200,-117.7804200,116126,328
060590218291017,+33.8834949,-117.7800851,0,0
060590218291018,+33.8845201,-117.7820936,1295,0
060590218291019,+33.8863690,-117.7818324,190044,486
060590218291020,+33.8879098,-117.7823403,2322,0
060590218291021,+33.8866599,-117.7837697,3583,0
060590218291022,+33.8876598,-117.7787896,4541,0
060590218291023,+33.8854265,-117.7897425,15052,49
060590218291024,+33.8869900,-117.7883672,40236,98
060590218291025,+33.8835489,-117.7882611,126688,108
060590218291026,+33.8848720,-117.7812037,1174,0
060590218291027,+33.8839112,-117.7830362,1513,0
060590218292000,+33.8910047,-117.7698596,4374,0
060590218292001,+33.8909230,-117.7741849,8229,0
060590218292002,+33.8889028,-117.7739798,103231,283
060590218292003,+33.8867398,-117.7744331,38900,89
060590218292004,+33.8890375,-117.7720695,170974,393
060590218292005,+33.8864545,-117.7713870,51405,116
060590218292006,+33.8900082,-117.7702353,56810,132
060590218292007,+33.8852478,-117.7752773,88766,222
060590218292008,+33.8839706,-117.7767299,36242,122
060590218292009,+33.8858648,-117.7776656,1228,0
060590218292010,+33.8887403,-117.7752998,63926,124
060590218292011,+33.8872822,-117.7760453,37570,115
060590218293000,+33.8815336,-117.7798617,7287,0
060590218293001,+33.8812798,-117.7819171,7183,0
060590218293002,+33.8786778,-117.7833028,221103,368
060590218293003,+33.8808686,-117.7815118,1043,0
060590218293004,+33.8770886,-117.7794647,462771,1081
060590218293005,+33.8762551,-117.7760478,109221,240
060590218301000,+33.8899265,-117.7619611,4958,0
060590218301001,+33.8879812,-117.7612852,71460,120
060590218301002,+33.8825002,-117.7593945,340754,452
060590218301003,+33.8788538,-117.7593655,10553,20
060590218301004,+33.8820008,-117.7568787,73499,138
060590218301005,+33.8859900,-117.7627863,185193,287
060590218301006,+33.8816204,-117.7640479,60897,116
060590218301007,+33.8834117,-117.7637864,14241,26
060590218301008,+33.8802234,-117.7641937,24171,41
060590218302000,+33.8910562,-117.7659015,7953,0
060590218302001,+33.8857521,-117.7671786,395147,437
060590218302002,+33.8889169,-117.7683352,4891,0
060590218302003,+33.8803100,-117.7656949,1230,0
060590218302004,+33.8840790,-117.7658720,120426,142
060590218302005,+33.8864821,-117.7639876,7299,0
060590218302006,+33.8854975,-117.7642814,2479,0
060590218302007,+33.8832514,-117.7644534,7040,0
060590218302008,+33.8846771,-117.7697394,47615,70
060590218302009,+33.8865829,-117.7696484,4461,0
060590218302010,+33.8767795,-117.7702527,241336,160
060590218302011,+33.8804774,-117.7702891,111923,169
060590218302012,+33.8749984,-117.7683733,130213,286
060590218302013,+33.8759183,-117.7669084,21139,79
060590218302014,+33.8760022,-117.7660674,20672,59
060590218302015,+33.8784959,-117.7656360,3351,0
060590218302016,+33.8760053,-117.7655560,3161,0
060590218302017,+33.8745932,-117.7654837,1174,0
060590218302018,+33.8731909,-117.7685390,17088,0
060590218303000,+33.8834254,-117.7730671,4112,0
060590218303001,+33.8825129,-117.7758928,4387,0
060590218303002,+33.8731902,-117.7751409,556754,1176
060590218303003,+33.8759438,-117.7748921,10977,0
060590218303004,+33.8677807,-117.7787263,3542,0
060590218303005,+33.8724917,-117.7777128,2977,0
060590218303006,+33.8691098,-117.7793799,2073,0
060590218303007,+33.8815679,-117.7747358,36983,175
060590218303008,+33.8805716,-117.7751867,63910,197
060590218303009,+33.8792150,-117.7735245,24588,122
060590218303010,+33.8703542,-117.7801333,3408,0
060590218303011,+33.8715747,-117.7797228,3636,0
060590218303012,+33.8689235,-117.7743608,27734,0
060590218303013,+33.8651290,-117.7780824,6702,0
060590218303014,+33.8663273,-117.7779114,2223,0
060590218303015,+33.8657602,-117.7785370,20883,0
060590218303016,+33.8808663,-117.7766175,5395,0
060590218303017,+33.8790209,-117.7751712,2481,0
060590218304000,+33.8792963,-117.7551729,65980,143
060590218304001,+33.8792889,-117.7565027,15736,48
060590218304002,+33.8775615,-117.7563107,48294,86
060590218304003,+33.8764354,-117.7580527,56121,117
060590218304004,+33.8784571,-117.7595493,2444,30
060590218304005,+33.8782418,-117.7610620,28513,99
060590218304006,+33.8774193,-117.7639746,138500,338
060590218304007,+33.8771768,-117.7627599,51067,196
060590218304008,+33.8758824,-117.7637045,9652,54
060590218304009,+33.8752175,-117.7627768,8400,47
060590218304010,+33.8758698,-117.7652168,3945,15
060590218304011,+33.8752483,-117.7611205,45588,101
060590218304012,+33.8758160,-117.7596725,3392,13
060590218304013,+33.8761959,-117.7605298,16578,40
060590218304014,+33.8774433,-117.7593270,14452,48
060590218304015,+33.8780308,-117.7596958,8383,47
060590218304016,+33.8763221,-117.7555780,15892,20
060590218304017,+33.8743276,-117.7638803,24051,0
060590218311000,+33.9094491,-117.8314275,213202,247
060590218311001,+33.9077524,-117.8315224,6040,0
060590218311002,+33.9069779,-117.8328548,229576,707
060590218311003,+33.9074885,-117.8362691,6040,38
060590218311004,+33.9052749,-117.8320907,20450,54
060590218311005,+33.9097880,-117.8376936,27861,82
060590218311006,+33.9077273,-117.8379814,7431,23
060590218311007,+33.9076651,-117.8388837,19408,76
060590218311008,+33.9092302,-117.8394854,13918,48
060590218311009,+33.9077166,-117.8397624,6361,0
060590218311010,+33.9089804,-117.8380541,6153,28
060590218311011,+33.9098085,-117.8396821,9181,38
060590218311012,+33.9086262,-117.8414674,49935,85
060590218311013,+33.9076150,-117.8406370,19140,58
060590218311014,+33.9076245,-117.8415581,7345,32
060590218311015,+33.9078682,-117.8372981,3938,0
060590218311016,+33.9047883,-117.8353370,161301,228
060590218311017,+33.9061591,-117.8387469,24216,70
060590218311018,+33.9049108,-117.8408156,42243,31
060590218311019,+33.9058488,-117.8415129,14827,52
060590218311020,+33.9063348,-117.8415349,2729,29
060590218311021,+33.9058881,-117.8422406,1962,0
060590218311022,+33.9047947,-117.8422207,1352,0
060590218311023,+33.9038086,-117.8411454,3595,0
060590218311024,+33.9027305,-117.8388076,4067,0
060590218311025,+33.9039950,-117.8387610,64199,154
060590218311026,+33.9044221,-117.8389570,9934,86
060590218311027,+33.9018382,-117.8351615,58151,11
060590218311028,+33.9025305,-117.8342266,20189,77
060590218311029,+33.9025447,-117.8320582,20324,67
060590218311030,+33.9034576,-117.8320695,20527,91
060590218311031,+33.9043676,-117.8320807,20347,69
060590218311032,+33.9086551,-117.8394888,13553,49
060590218311033,+33.9025700,-117.8298803,20687,74
060590218311034,+33.9034870,-117.8298815,20145,61
060590218311035,+33.9005583,-117.8302301,59082,132
060590218311036,+33.9010526,-117.8296031,11351,46
060590218311037,+33.9011448,-117.8320808,42192,50
060590218311038,+33.8997818,-117.8323536,2854,0
060590218311039,+33.9011598,-117.8353616,8525,11
060590218311040,+33.8990195,-117.8296281,15907,0
060590218311041,+33.8987692,-117.8301546,5298,0
060590218312000,+33.9125688,-117.8465906,207868,518
060590218312001,+33.9156587,-117.8471520,7798,36
060590218312002,+33.9093099,-117.8470957,16662,120
060590218312003,+33.9112285,-117.8454117,23595,51
060590218312004,+33.9107068,-117.8448723,9051,33
060590218312005,+33.9120756,-117.8456062,12907,36
060590218312006,+33.9144343,-117.8476720,62964,250
060590218312007,+33.9130939,-117.8486095,11743,39
060590218312008,+33.9120445,-117.8493505,25403,184
060590218312009,+33.9113845,-117.8501510,6018,37
060590218312010,+33.9083975,-117.8446485,47938,121
060590218312011,+33.9092655,-117.8449379,21347,56
060590218312012,+33.9106703,-117.8430940,12918,43
060590218312013,+33.9070148,-117.8436686,121334,73
060590218312014,+33.9064181,-117.8426355,1775,11
060590218312015,+33.9051590,-117.8441207,6288,0
060590218312016,+33.9095595,-117.8519920,11901,5
060590218312017,+33.9083278,-117.8491125,38450,177
060590218312018,+33.9098846,-117.8510721,33127,0
060590218312019,+33.9099889,-117.8495976,16145,323
060590218312020,+33.9103875,-117.8482448,15763,101
060590218312021,+33.9106472,-117.8487947,3974,20
060590218312022,+33.9088670,-117.8478673,14556,115
060590218312023,+33.9093657,-117.8483207,3929,50
060590218312024,+33.9080832,-117.8482675,2519,40
060590218313000,+33.9196860,-117.8293483,784054,4
060590218313001,+33.9161307,-117.8366336,26022,0
060590218313002,+33.9207749,-117.8277644,3036,0
060590218313003,+33.9111877,-117.8360572,12669,56
060590218313004,+33.9197147,-117.8420422,828511,5
060590218313005,+33.9146176,-117.8444874,112711,0
060590218313006,+33.9100798,-117.8378548,6095,0
060590218313007,+33.9130324,-117.8209818,538509,0
060590218313008,+33.9152208,-117.8297819,632580,615
060590218313009,+33.9143217,-117.8345846,27301,0
060590218313010,+33.9131410,-117.8297188,9748,0
060590218313011,+33.9120952,-117.8315882,125283,407
060590218313012,+33.9105769,-117.8354744,2170,19
060590218313013,+33.9112605,-117.8352080,9602,48
060590218321000,+33.9414609,-117.7798444,335297,0
060590218321001,+33.9374845,-117.7881304,605175,30
060590218321002,+33.9346654,-117.7859019,198741,0
060590218321003,+33.9370526,-117.7964226,704732,0
060590218321004,+33.9367502,-117.8066968,1064147,0
060590218321005,+33.9280820,-117.8110716,665790,95
060590218321006,+33.9309543,-117.8039663,211182,171
060590218321007,+33.9303354,-117.8066315,39276,58
060590218321008,+33.9274466,-117.8035402,26827,0
060590218321009,+33.9294199,-117.8018944,90612,112
060590218321010,+33.9305117,-117.7987090,148309,0
060590218321011,+33.9283148,-117.7950821,551759,0
060590218321012,+33.9250629,-117.7792219,4271077,0
060590218321013,+33.9305400,-117.7866767,346885,0
060590218321014,+33.9368188,-117.7771269,607355,0
060590218321015,+33.9176986,-117.7669894,13664,0
060590218321016,+33.9157325,-117.7940655,2709764,0
060590218321017,+33.9336160,-117.7658647,2898,0
060590218321018,+33.9199654,-117.8051080,344024,0
060590218321019,+33.9232971,-117.8058547,297489,89
060590218321020,+33.9244500,-117.8037434,10365,111
060590218321021,+33.9255584,-117.8048288,7233,66
060590218321022,+33.9259502,-117.8038999,5216,41
060590218321023,+33.9249019,-117.8034000,7996,82
060590218321024,+33.9263075,-117.8035035,5958,46
060590218321025,+33.9265910,-117.8030715,5017,40
060590218321026,+33.9253690,-117.8014187,77448,0
060590218321027,+33.9234029,-117.7966844,256971,0
060590218321028,+33.9161404,-117.8113726,836573,0
060590218321029,+33.9199081,-117.8154140,502154,0
060590218321030,+33.9208309,-117.8184625,8655,0
060590218321031,+33.9263911,-117.8042658,1149,0
060590218321032,+33.9244982,-117.8100399,47226,0
060590218321033,+33.9256801,-117.8043425,4574,43
060590218322000,+33.9417011,-117.8606356,2544490,9
060590218322001,+33.9360191,-117.8592910,379874,1
060590218322002,+33.9319433,-117.8549423,2436793,1208
060590218322003,+33.9270211,-117.8661037,21160,115
060590218322004,+33.9343510,-117.8495844,547,0
060590218322005,+33.9272175,-117.8633085,55101,128
060590218322006,+33.9308716,-117.8589583,18912,64
060590218322007,+33.9303805,-117.8772018,319984,24
060590218322008,+33.9269323,-117.8782364,30557,405
060590218322009,+33.9274983,-117.8766077,29581,0
060590218322010,+33.9260166,-117.8761798,19550,0
060590218322011,+33.9251776,-117.8651109,49044,104
060590218322012,+33.9247775,-117.8663987,18699,77
060590218322013,+33.9237965,-117.8650793,4698,21
060590218322014,+33.9245661,-117.8658751,3356,26
060590218322015,+33.9243616,-117.8648141,2782,15
060590218322016,+33.9249931,-117.8685952,2599,57
060590218322017,+33.9245122,-117.8675630,12687,27
060590218322018,+33.9237827,-117.8597550,56437,201
060590218322019,+33.9248226,-117.8515976,124368,0
060590218322020,+33.9259925,-117.8539622,214713,687
060590218322021,+33.9266522,-117.8542316,5364,45
060590218322022,+33.9258700,-117.8586130,84199,266
060590218322023,+33.9249723,-117.8622794,4599,35
060590218322024,+33.9233942,-117.8599416,25214,20
060590218322025,+33.9256352,-117.8570639,7356,45
060590218323000,+33.9457294,-117.7824626,1743,0
060590218323001,+33.9450544,-117.7828055,14871,0
060590218323002,+33.9436153,-117.7921308,947020,0
060590218323003,+33.9371606,-117.8268918,7691233,3
060590218323004,+33.9238085,-117.8150657,175727,0
060590218323005,+33.9315759,-117.8467946,86566,68
060590218323006,+33.9340975,-117.8471700,89039,0
060590218323007,+33.9270793,-117.8355182,1017084,449
060590218323008,+33.9203002,-117.8234615,31433,0
060590218323009,+33.9255713,-117.8465563,18941,144
060590218323010,+33.9243631,-117.8437605,80803,329
060590218323011,+33.9274054,-117.8467979,5802,27
060590218323012,+33.9253362,-117.8446917,8037,79
060590218323013,+33.9270636,-117.8457475,8948,75
060590218323014,+33.9262699,-117.8462340,6885,47
060590218323015,+33.9291015,-117.8467027,59942,217
060590218323016,+33.9275055,-117.8452131,15973,93
060590218323017,+33.9271677,-117.8444798,8260,67
060590218323018,+33.9259646,-117.8428938,107023,217
060590218323019,+33.9257567,-117.8397695,14819,56
060590218323020,+33.9262787,-117.8395581,15847,35
060590218323021,+33.9240166,-117.8386170,114401,185
060590218323022,+33.9251676,-117.8400985,25203,80
060590219031000,+33.8556587,-117.7906680,5262,0
060590219031001,+33.8550958,-117.8052309,574611,316
060590219031002,+33.8544836,-117.8124232,15722,64
060590219031003,+33.8540835,-117.8135939,32055,125
060590219031004,+33.8544219,-117.7980458,81668,0
060590219031005,+33.8528864,-117.7907049,5451,0
060590219031006,+33.8527212,-117.8027734,483935,434
060590219031007,+33.8528102,-117.8008158,43926,127
060590219031008,+33.8507765,-117.8101793,72324,95
060590219031009,+33.8522047,-117.7981948,83480,216
060590219031010,+33.8518845,-117.7942416,19428,0
060590219031011,+33.8513412,-117.7919063,5658,0
060590219031012,+33.8513494,-117.7944958,4383,0
060590219031013,+33.8512988,-117.7986716,11131,0
060590219032000,+33.8527257,-117.8210266,270986,265
060590219032001,+33.8509771,-117.8238830,22419,73
060590219032002,+33.8496360,-117.8205649,39405,145
060590219032003,+33.8490600,-117.8193260,203800,586
060590219032004,+33.8489952,-117.8213063,33254,138
060590219032005,+33.8496484,-117.8186451,14028,137
060590219032006,+33.8500240,-117.8237790,22551,67
060590219032007,+33.8501277,-117.8253847,22045,62
060590219032008,+33.8497147,-117.8264760,3513,19
060590219032009,+33.8476459,-117.8250599,17644,74
060590219032010,+33.8469595,-117.8219298,49872,149
060590219032011,+33.8483199,-117.8231523,33079,108
060590219032012,+33.8492173,-117.8227719,27350,73
060590219032013,+33.8457607,-117.8225722,2495,0
060590219033000,+33.8490770,-117.8303675,112545,121
060590219033001,+33.8490674,-117.8278601,20114,105
060590219033002,+33.8488169,-117.8272585,3178,0
060590219033003,+33.8483143,-117.8271565,24425,132
060590219033004,+33.8471307,-117.8259747,24853,128
060590219033005,+33.8460500,-117.8281975,119201,369
060590219033006,+33.8473529,-117.8285453,37460,214
060590219033007,+33.8443271,-117.8275979,21476,0
060590219033008,+33.8481956,-117.8334291,6121,0
060590219033009,+33.8441288,-117.8291262,31249,0
060590219033010,+33.8466090,-117.8278801,18087,88
060590219051000,+33.8529418,-117.7798998,78761,126
060590219051001,+33.8491263,-117.7832635,64988,182
060590219051002,+33.8512321,-117.7848632,55632,57
060590219051003,+33.8487330,-117.7883568,221935,134
060590219051004,+33.8486788,-117.7859661,51199,190
060590219051005,+33.8489601,-117.7848834,13141,26
060590219051006,+33.8468644,-117.7852223,29891,122
060590219051007,+33.8465821,-117.7824905,101502,243
060590219051008,+33.8488860,-117.7811971,43296,118
060590219051009,+33.8513516,-117.7817056,23517,118
060590219051010,+33.8511684,-117.7807432,32406,117
060590219051011,+33.8481389,-117.7792472,107746,376
060590219051012,+33.8452079,-117.7782482,22079,149
060590219051013,+33.8451946,-117.7838958,40567,0
060590219051014,+33.8448519,-117.7883866,73969,33
060590219052000,+33.8735988,-117.7497465,36118,13
060590219052001,+33.8732182,-117.7482493,21219,0
060590219052002,+33.8728316,-117.7478689,2478,0
060590219052003,+33.8725115,-117.7475997,17168,0
060590219052004,+33.8642100,-117.7700766,584421,0
060590219052005,+33.8715958,-117.7499514,56254,0
060590219052006,+33.8709604,-117.7477421,92779,0
060590219052007,+33.8699047,-117.7481592,24306,0
060590219052008,+33.8688074,-117.7466288,143183,0
060590219052009,+33.8687921,-117.7499619,11234,0
060590219052010,+33.8681444,-117.7549594,12041,0
060590219052011,+33.8685038,-117.7557185,50383,0
060590219052012,+33.8685610,-117.7592024,129893,0
060590219052013,+33.8641335,-117.7673671,186782,375
060590219052014,+33.8609668,-117.7666094,9489,0
060590219052015,+33.8619335,-117.7680160,62393,183
060590219052016,+33.8636031,-117.7660541,67391,216
060590219052017,+33.8609614,-117.7703214,28142,119
060590219052018,+33.8599314,-117.7710651,50853,172
060590219052019,+33.8614116,-117.7696491,27023,104
060590219052020,+33.8611066,-117.7685819,61136,187
060590219052021,+33.8591137,-117.7687586,8502,0
060590219053000,+33.8609555,-117.7740150,79926,153
060590219053001,+33.8565624,-117.7787326,30716,115
060590219053002,+33.8582379,-117.7752890,173497,462
060590219053003,+33.8582082,-117.7728166,16234,72
060590219053004,+33.8559211,-117.7768524,90053,350
060590219053005,+33.8548827,-117.7765317,9475,0
060590219053006,+33.8568266,-117.7724284,7421,0
060590219053007,+33.8586081,-117.7798529,2148,0
060590219054000,+33.8543244,-117.7863676,255018,390
060590219054001,+33.8547504,-117.7844667,7377,49
060590219054002,+33.8560445,-117.7823763,44814,183
060590219054003,+33.8523207,-117.7852482,4708,0
060590219054004,+33.8544090,-117.7850937,11616,79
060590219054005,+33.8565975,-117.7796536,16886,50
060590219054006,+33.8563235,-117.7803269,10900,50
060590219054007,+33.8552913,-117.7816039,43456,147
060590219054008,+33.8543082,-117.7814172,27788,115
060590219054009,+33.8537449,-117.7815786,43954,114
060590219054010,+33.8532211,-117.7813321,8704,0
060590219054011,+33.8515565,-117.7887848,8983,0
060590219121000,+33.8295741,-117.7853124,1569606,774
060590219121001,+33.8265279,-117.7799491,99136,389
060590219121002,+33.8268451,-117.7858852,60254,135
060590219121003,+33.8269479,-117.7755978,18037,88
060590219121004,+33.8264453,-117.7754163,23811,87
060590219121005,+33.8354743,-117.7942271,16752,11
060590219121006,+33.8232666,-117.7897700,266400,177
060590219121007,+33.8231165,-117.7935119,87427,54
060590219122000,+33.8111716,-117.7433452,10011511,7
060590219122001,+33.7965658,-117.7358423,167927,0
060590219122002,+33.8239603,-117.7656461,1393959,155
060590219122003,+33.8249862,-117.7777926,64991,199
060590219122004,+33.8257772,-117.7753900,17746,51
060590219122005,+33.8276285,-117.7696160,5922,0
060590219122006,+33.8260689,-117.7755259,2721,0
