GEOID20,INTPTLAT20,INTPTLON20,ALAND20,pop2020
060590868021024,+33.8427398,-117.9738375,17633,97
060590868021025,+33.8420435,-117.9738590,18434,67
060590868021026,+33.8417265,-117.9723488,12627,53
060590868021027,+33.8406425,-117.9738157,18149,102
060590868021028,+33.8413359,-117.9755839,21545,100
060590868021029,+33.8413390,-117.9738298,18162,72
060590868021030,+33.8399175,-117.9750227,15009,68
060590868021031,+33.8399558,-117.9730461,13720,59
060590868022000,+33.8461909,-117.9603992,9927,0
060590868022001,+33.8458693,-117.9607035,24087,0
060590868022002,+33.8463734,-117.9645970,30699,7
060590868022003,+33.8441056,-117.9612323,49139,162
060590868022004,+33.8450286,-117.9627469,24046,101
060590868022005,+33.8448749,-117.9618068,20405,103
060590868022006,+33.8450497,-117.9636978,24344,142
060590868022007,+33.8450687,-117.9646548,25755,101
060590868022008,+33.8453275,-117.9664860,55203,236
060590868022009,+33.8459072,-117.9666879,15409,93
060590868022010,+33.8435608,-117.9664725,10864,66
060590868022011,+33.8441819,-117.9659782,14696,73
060590868023000,+33.8461720,-117.9699963,60451,256
060590868023001,+33.8456370,-117.9724055,15605,39
060590868023002,+33.8451053,-117.9696823,30959,159
060590868023003,+33.8442835,-117.9697246,34869,177
060590868023004,+33.8438481,-117.9719518,6179,23
060590868023005,+33.8435349,-117.9702052,21602,111
060590868023006,+33.8435607,-117.9682351,3781,21
060590868023007,+33.8413431,-117.9682776,36209,192
060590868023008,+33.8428576,-117.9693455,10316,31
060590868023009,+33.8417753,-117.9704595,24290,122
060590868023010,+33.8417607,-117.9712936,24154,125
060590868023011,+33.8417332,-117.9719178,12060,59
060590868023012,+33.8399788,-117.9718926,3082,22
060590868023013,+33.8400048,-117.9704358,18160,101
060590868023014,+33.8407352,-117.9693206,10308,68
060590868023015,+33.8414434,-117.9693293,10271,44
060590868023016,+33.8421502,-117.9693373,10295,57
060590868024000,+33.8418733,-117.9619973,197417,0
060590868024001,+33.8428112,-117.9592707,2542,0
060590868024002,+33.8410914,-117.9640066,33779,500
060590868024003,+33.8426102,-117.9670729,21525,0
060590868024004,+33.8407482,-117.9664463,57240,627
060590868024005,+33.8404786,-117.9645128,13676,182
060590868031000,+33.8380725,-117.9728816,178495,414
060590868031001,+33.8387909,-117.9701374,7427,58
060590868031002,+33.8387997,-117.9695809,7277,36
060590868031003,+33.8387089,-117.9717639,7415,54
060590868031004,+33.8390069,-117.9688070,9953,26
060590868031005,+33.8387217,-117.9712266,7625,50
060590868031006,+33.8387720,-117.9706876,7238,26
060590868031007,+33.8346773,-117.9715813,401788,1525
060590868032000,+33.8377674,-117.9860866,25631,75
060590868032001,+33.8378385,-117.9870540,41590,126
060590868032002,+33.8377320,-117.9881307,31578,105
060590868032003,+33.8377622,-117.9897547,78272,307
060590868032004,+33.8375245,-117.9921846,88178,383
060590868032005,+33.8371064,-117.9913867,18804,88
060590868032006,+33.8359510,-117.9876153,8024,19
060590868033000,+33.8331911,-117.9806424,11333,0
060590868033001,+33.8329776,-117.9828761,64137,470
060590868034000,+33.8392004,-117.9769842,10871,102
060590868034001,+33.8355821,-117.9781336,277966,1794
060590868034002,+33.8368069,-117.9775946,6239,95
060590868034003,+33.8364519,-117.9768845,4069,46
060590868034004,+33.8370663,-117.9769553,5594,42
060590868034005,+33.8368333,-117.9801739,25206,104
060590868035000,+33.8374783,-117.9852907,37144,22
060590868035001,+33.8350371,-117.9853585,18926,70
060590868035002,+33.8347366,-117.9860795,11971,24
060590868035003,+33.8336554,-117.9870811,122180,847
060590868035004,+33.8340325,-117.9895168,53343,250
060590868035005,+33.8339106,-117.9918393,120912,95
060590868035006,+33.8333796,-117.9934599,1913,0
060590868036000,+33.8365707,-117.9806786,27983,0
060590868036001,+33.8363818,-117.9816383,58578,205
060590868036002,+33.8390997,-117.9825490,12936,71
060590868036003,+33.8365486,-117.9821288,26174,149
060590868036004,+33.8385876,-117.9835352,34607,102
060590868036005,+33.8365338,-117.9830117,26157,120
060590868036006,+33.8361747,-117.9841045,48208,155
060590868036007,+33.8339865,-117.9829047,19221,199
060590869011000,+33.8318842,-118.0089909,5068,28
060590869011001,+33.8307856,-118.0090600,84310,465
060590869011002,+33.8293814,-118.0088333,21054,365
060590869011003,+33.8303709,-118.0070541,14885,259
060590869012000,+33.8236147,-118.0078721,132817,1458
060590869013000,+33.8216901,-118.0034591,10361,40
060590869013001,+33.8216540,-118.0060709,10902,49
060590869013002,+33.8204847,-118.0064879,68020,220
060590869013003,+33.8205318,-118.0034347,52998,178
060590869013004,+33.8182819,-118.0045701,105906,508
060590869013005,+33.8191707,-118.0064680,25148,97
060590869013006,+33.8190705,-118.0085561,30701,109
060590869014000,+33.8232305,-118.0042938,104190,297
060590869014001,+33.8221219,-118.0063558,12495,60
060590869014002,+33.8227155,-118.0056820,19808,72
060590869014003,+33.8220517,-118.0034575,9389,44
060590869014004,+33.8193275,-118.0094060,72937,599
060590869015000,+33.8272836,-118.0048697,258494,876
060590869015001,+33.8285466,-118.0101063,19697,322
060590869015002,+33.8275290,-118.0095911,11817,156
060590869016000,+33.8319095,-118.0037971,2740,0
060590869016001,+33.8318761,-118.0059732,1084,0
060590869016002,+33.8314672,-118.0059670,8968,160
060590869016003,+33.8303473,-118.0059643,19057,187
060590869016004,+33.8303018,-118.0043851,87564,1119
060590869017000,+33.8252958,-118.0069543,29090,139
060590869017001,+33.8261341,-118.0076224,20545,114
060590869017002,+33.8270927,-118.0096121,11832,148
060590869017003,+33.8256097,-118.0094291,51758,535
060590869017004,+33.8264141,-118.0103832,9119,160
060590869021000,+33.8277906,-117.9963957,189680,847
060590869021001,+33.8300040,-117.9946149,5289,57
060590869021002,+33.8244742,-118.0016845,3521,0
060590869021003,+33.8256585,-118.0010363,28389,124
060590869022000,+33.8320052,-117.9948824,2264,0
060590869022001,+33.8319817,-117.9970492,1520,0
060590869022002,+33.8308596,-117.9970242,36667,375
060590869022003,+33.8301700,-117.9959560,60120,584
060590869023000,+33.8184740,-117.9953279,35579,141
060590869023001,+33.8208483,-117.9962595,9690,64
060590869023002,+33.8207700,-117.9998936,20134,62
060590869023003,+33.8198696,-117.9986144,90078,239
060590869023004,+33.8192242,-117.9960318,34647,124
060590869023005,+33.8182766,-117.9997814,93616,560
060590869024000,+33.8269351,-117.9945162,1626,0
060590869024001,+33.8255674,-117.9957546,90579,445
060590869024002,+33.8255717,-117.9980567,3977,0
060590869024003,+33.8240717,-118.0010625,17945,89
060590869024004,+33.8225611,-117.9989544,154665,75
060590869024005,+33.8233940,-118.0004673,29033,141
060590869024006,+33.8219592,-117.9947649,166982,822
060590869025000,+33.8309187,-117.9983989,24206,128
060590869025001,+33.8309024,-117.9994839,24721,127
060590869025002,+33.8319462,-118.0011384,2003,0
060590869025003,+33.8308382,-118.0011206,47572,128
060590869025004,+33.8293903,-117.9997124,23852,82
060590869025005,+33.8290983,-117.9980625,6966,53
060590869025006,+33.8285671,-117.9996965,23969,111
060590869025007,+33.8281416,-118.0016333,35698,153
060590869025008,+33.8277421,-117.9996795,23806,89
060590869025009,+33.8269195,-117.9996651,23673,85
060590869031000,+33.8228099,-117.9912319,172675,1146
060590869031001,+33.8226045,-117.9933510,3573,0
060590869032000,+33.8281415,-117.9892083,166707,213
060590869032001,+33.8264148,-117.9890413,33543,129
060590869032002,+33.8265799,-117.9906805,65303,260
060590869032003,+33.8249880,-117.9906824,9748,67
060590869032004,+33.8262720,-117.9864435,52068,217
060590869032005,+33.8262674,-117.9857120,45633,155
060590869032006,+33.8250382,-117.9868705,15095,49
060590869032007,+33.8261468,-117.9933896,2121,17
060590869032008,+33.8268631,-117.9875825,15628,73
060590869033000,+33.8241146,-117.9849386,8377,37
060590869033001,+33.8240976,-117.9868863,49080,185
060590869033002,+33.8231673,-117.9887984,15886,74
060590869033003,+33.8229596,-117.9868464,28434,111
060590869033004,+33.8222830,-117.9851070,16838,77
060590869033005,+33.8208124,-117.9898217,36185,129
060590869033006,+33.8220198,-117.9871833,32716,131
060590869033007,+33.8210499,-117.9857176,19681,75
060590869033008,+33.8202001,-117.9857919,20323,72
060590869033009,+33.8203597,-117.9887343,26761,77
060590869033010,+33.8197888,-117.9933183,1476,0
060590869033011,+33.8187821,-117.9916741,89249,398
060590869033012,+33.8196659,-117.9885149,24422,88
060590869033013,+33.8183803,-117.9868342,89265,321
060590869033014,+33.8189507,-117.9884491,23158,88
060590869033015,+33.8182255,-117.9933014,1591,0
060590869034000,+33.8320431,-117.9905336,1372,0
060590869034001,+33.8320285,-117.9923909,1603,0
060590869034002,+33.8297704,-117.9934209,3516,21
060590869034003,+33.8299553,-117.9921933,84253,502
060590869034004,+33.8301636,-117.9913183,21442,256
060590869034005,+33.8311782,-117.9903821,26319,189
060590869035000,+33.8320902,-117.9862580,1696,0
060590869035001,+33.8320611,-117.9886422,1621,0
060590869035002,+33.8309035,-117.9887265,40334,862
060590869035003,+33.8310172,-117.9863624,67807,757
060590870011000,+33.8318045,-117.9786423,5114,17
060590870011001,+33.8321386,-117.9819015,2065,18
060590870011002,+33.8313142,-117.9799705,32185,249
060590870011003,+33.8309759,-117.9825270,67398,836
060590870011004,+33.8315644,-117.9841033,14443,66
060590870012000,+33.8307351,-117.9768793,49339,735
060590870012001,+33.8311626,-117.9780991,19774,385
060590870012002,+33.8313552,-117.9786451,741,0
060590870013000,+33.8232180,-117.9805260,16646,25
060590870013001,+33.8234758,-117.9814212,40046,93
060590870013002,+33.8241042,-117.9835211,34669,101
060590870013003,+33.8224304,-117.9831003,58710,181
060590870013004,+33.8195077,-117.9826534,159858,428
060590870013005,+33.8195722,-117.9804804,18075,0
060590870014000,+33.8243749,-117.9778523,42701,90
060590870014001,+33.8231981,-117.9800592,15470,41
060590870014002,+33.8233053,-117.9791655,48648,196
060590870014003,+33.8223281,-117.9785455,13828,70
060590870014004,+33.8226908,-117.9765388,30606,92
060590870014005,+33.8211655,-117.9777927,30367,174
060590870014006,+33.8183578,-117.9768015,54604,235
060590870014007,+33.8195358,-117.9782882,24306,113
060590870014008,+33.8195451,-117.9773376,24272,106
060590870014009,+33.8195343,-117.9799831,22582,115
060590870014010,+33.8195202,-117.9792353,24123,137
060590870015000,+33.8306564,-117.9794258,1198,0
060590870015001,+33.8292822,-117.9827489,60934,197
060590870015002,+33.8293713,-117.9787749,73004,333
060590870015003,+33.8278409,-117.9768162,26435,67
060590870015004,+33.8265413,-117.9786284,157095,53
060590870015005,+33.8265055,-117.9815513,52541,146
060590870015006,+33.8271543,-117.9824927,27502,91
060590870015007,+33.8271770,-117.9837236,43179,166
060590870015008,+33.8255752,-117.9839652,22209,77
060590870021000,+33.8282772,-117.9697304,31484,81
060590870021001,+33.8270614,-117.9726525,56596,209
060590870021002,+33.8258146,-117.9720143,16374,60
060590870021003,+33.8270770,-117.9746766,75009,205
060590870021004,+33.8252642,-117.9742016,10547,53
060590870021005,+33.8255971,-117.9756599,7024,43
060590870021006,+33.8273252,-117.9702684,27537,89
060590870021007,+33.8266119,-117.9686610,45832,145
060590870021008,+33.8260356,-117.9700480,22223,99
060590870021009,+33.8253107,-117.9700168,22468,94
060590870022000,+33.8322908,-117.9699457,3026,0
060590870022001,+33.8322175,-117.9744922,1050,30
060590870022002,+33.8317952,-117.9745427,24606,249
060590870022003,+33.8313703,-117.9716543,87095,278
060590870022004,+33.8314328,-117.9698266,19133,104
060590870022005,+33.8307346,-117.9698764,19645,87
060590870022006,+33.8300324,-117.9698677,19616,82
060590870022007,+33.8299012,-117.9730012,22233,118
060590870022008,+33.8301448,-117.9746224,65606,720
060590870022009,+33.8290268,-117.9748406,8255,84
060590870022010,+33.8292531,-117.9692946,41149,166
060590870023000,+33.8245724,-117.9681313,8219,27
060590870023001,+33.8227127,-117.9680809,27784,139
060590870023002,+33.8225832,-117.9689841,25641,138
060590870023003,+33.8214683,-117.9700607,119419,1143
060590870023004,+33.8212778,-117.9714241,81729,1218
060590870023005,+33.8198811,-117.9689216,23558,139
060590870023006,+33.8191745,-117.9682237,39689,190
060590870024000,+33.8214322,-117.9728223,124156,630
060590870024001,+33.8247413,-117.9734097,3974,36
060590870024002,+33.8218758,-117.9747949,127525,748
060590870024003,+33.8183567,-117.9746438,37818,53
060590871011000,+33.8314795,-117.9658025,47756,189
060590871011001,+33.8323702,-117.9644112,1651,0
060590871011002,+33.8316622,-117.9644071,19641,196
060590871011003,+33.8323406,-117.9663498,2339,0
060590871011004,+33.8292808,-117.9643663,72658,164
060590871011005,+33.8298592,-117.9664331,17548,74
060590871011006,+33.8273172,-117.9621537,58202,144
060590871011007,+33.8274395,-117.9604279,53745,205
060590871011008,+33.8261941,-117.9597462,41461,0
060590871011009,+33.8268024,-117.9645681,106751,213
060590871011010,+33.8280376,-117.9643605,19305,60
060590871011011,+33.8263238,-117.9669066,40132,74
060590871011012,+33.8263268,-117.9658142,20194,33
060590871012000,+33.8363518,-117.9637668,574530,793
060590871012001,+33.8346252,-117.9603109,21665,135
060590871012002,+33.8346778,-117.9620289,18508,92
060590871012003,+33.8339384,-117.9595988,38726,85
060590871013000,+33.8324570,-117.9598287,1904,0
060590871013001,+33.8324243,-117.9615495,1857,0
060590871013002,+33.8323977,-117.9629071,1132,0
060590871013003,+33.8315010,-117.9611546,79901,841
060590871014000,+33.8297389,-117.9611215,79369,1408
060590871021000,+33.8388420,-117.9562673,59528,1452
060590871022000,+33.8362464,-117.9525556,264961,1306
060590871022001,+33.8388622,-117.9536430,18913,174
060590871022002,+33.8384401,-117.9536325,2380,41
060590871023000,+33.8388353,-117.9584404,22511,0
060590871023001,+33.8370881,-117.9578946,37869,551
060590871023002,+33.8375125,-117.9557183,18387,309
060590871023003,+33.8366851,-117.9557067,17830,320
060590871024000,+33.8341815,-117.9557862,91192,651
060590871024001,+33.8334635,-117.9583248,55156,189
060590871024002,+33.8344931,-117.9576485,23078,124
060590871025000,+33.8404903,-117.9502654,59452,0
060590871025001,+33.8405719,-117.9510559,70649,0
060590871025002,+33.8421263,-117.9566501,130126,0
060590871025003,+33.8348516,-117.9448289,307135,9
060590871025004,+33.8357104,-117.9487501,177699,1188
060590871025005,+33.8404374,-117.9576760,38497,9
060590871025006,+33.8343836,-117.9507206,41930,203
060590871025007,+33.8358302,-117.9496221,8482,87
060590871031000,+33.8187924,-117.9484807,52123,518
060590871031001,+33.8190452,-117.9470678,21536,383
060590871031002,+33.8181372,-117.9466099,9291,80
060590871032000,+33.8277363,-117.9508644,51629,164
060590871032001,+33.8283638,-117.9527354,17124,72
060590871032002,+33.8282354,-117.9550016,39100,109
060590871032003,+33.8281774,-117.9567693,13845,70
060590871032004,+33.8269647,-117.9580751,67597,91
060590871032005,+33.8262356,-117.9567527,23045,77
060590871032006,+33.8265985,-117.9558650,14581,57
060590871032007,+33.8266097,-117.9550076,14878,81
060590871032008,+33.8267716,-117.9541211,18100,65
060590871032009,+33.8268033,-117.9532630,17765,89
060590871032010,+33.8268212,-117.9524008,18268,99
060590871032011,+33.8254273,-117.9545279,24744,140
060590871032012,+33.8254524,-117.9523681,6133,56
060590871032013,+33.8258632,-117.9508369,33629,136
060590871033000,+33.8236404,-117.9429619,92737,256
060590871033001,+33.8226894,-117.9443755,22314,94
060590871033002,+33.8245152,-117.9446036,14514,51
060590871033003,+33.8245008,-117.9455483,12868,55
060590871033004,+33.8209303,-117.9422807,7234,101
060590871033005,+33.8209497,-117.9417319,8782,0
060590871033006,+33.8191324,-117.9422534,35780,3
060590871033007,+33.8205466,-117.9441152,22536,111
060590871033008,+33.8212529,-117.9441915,24553,121
060590871033009,+33.8219713,-117.9443681,22852,103
060590871033010,+33.8194949,-117.9432750,6727,175
060590871033011,+33.8198429,-117.9446048,15910,103
060590871033012,+33.8191362,-117.9445961,15897,83
060590871033013,+33.8185930,-117.9443597,10454,316
060590871033014,+33.8181539,-117.9443631,13587,216
060590871034000,+33.8324896,-117.9512954,6474,21
060590871034001,+33.8325030,-117.9552784,1399,0
060590871034002,+33.8324860,-117.9575315,3015,0
060590871034003,+33.8314042,-117.9566603,76001,362
060590871034004,+33.8314322,-117.9560206,9224,88
060590871034005,+33.8313769,-117.9577216,9888,79
060590871034006,+33.8320134,-117.9514638,52623,165
060590871034007,+33.8305945,-117.9514437,17281,112
060590871034008,+33.8306107,-117.9523002,17387,63
060590871034009,+33.8306300,-117.9531507,17057,68
060590871034010,+33.8306577,-117.9540112,17806,51
060590871034011,+33.8300158,-117.9558326,20834,128
060590871034012,+33.8296331,-117.9580822,25191,82
060590871034013,+33.8292880,-117.9558296,21208,82
060590871034014,+33.8292763,-117.9531436,19347,84
060590871034015,+33.8292417,-117.9510405,12060,26
060590871034016,+33.8305822,-117.9506014,16795,106
060590871035000,+33.8324728,-117.9450087,7676,29
060590871035001,+33.8310968,-117.9438886,140483,376
060590871035002,+33.8315233,-117.9466554,6231,50
060590871035003,+33.8305750,-117.9480361,17214,78
060590871035004,+33.8309699,-117.9460762,3072,29
060590871035005,+33.8297432,-117.9449655,47078,149
060590871035006,+33.8292232,-117.9473544,16139,66
060590871035007,+33.8304708,-117.9469554,24280,57
060590871035008,+33.8292260,-117.9493366,13192,66
060590871035009,+33.8305772,-117.9497563,17391,87
060590871035010,+33.8305751,-117.9488915,17659,49
060590871036000,+33.8272132,-117.9417764,21959,43
060590871036001,+33.8273433,-117.9424089,20319,81
060590871036002,+33.8267528,-117.9456485,151281,385
060590871036003,+33.8256391,-117.9474275,14777,47
060590871036004,+33.8282036,-117.9481022,46826,174
060590871036005,+33.8271822,-117.9476474,34080,130
060590871036006,+33.8266204,-117.9428273,23427,110
060590871037000,+33.8248002,-117.9481294,29449,139
060590871037001,+33.8231077,-117.9488633,23314,108
060590871037002,+33.8230950,-117.9497211,23647,103
060590871037003,+33.8214245,-117.9492779,12186,46
060590871037004,+33.8214321,-117.9471559,18047,70
060590871037005,+33.8231271,-117.9463255,23782,77
060590871037006,+33.8231310,-117.9471716,22977,123
060590871037007,+33.8231150,-117.9480130,23343,83
060590871037008,+33.8207043,-117.9492853,13241,57
060590871037009,+33.8207109,-117.9470890,20543,84
060590871037010,+33.8200165,-117.9479199,29091,94
060590871051000,+33.8349868,-117.9391015,24907,0
060590871051001,+33.8336779,-117.9367638,77193,0
060590871051002,+33.8330699,-117.9364989,13786,0
060590871051003,+33.8334205,-117.9398576,64402,21
060590871051004,+33.8324888,-117.9392585,5093,0
060590871051005,+33.8323799,-117.9348706,6286,0
060590871051006,+33.8322472,-117.9326112,1215,0
060590871051007,+33.8306665,-117.9393197,157475,497
060590871051008,+33.8308593,-117.9353928,77651,0
060590871051009,+33.8311341,-117.9330849,51425,0
060590871051010,+33.8308756,-117.9312611,28544,0
060590871051011,+33.8310423,-117.9306607,14194,0
060590871051012,+33.8286731,-117.9281650,9211,0
060590871051013,+33.8285012,-117.9286631,17243,0
060590871051014,+33.8283407,-117.9302468,48517,0
060590871051015,+33.8296546,-117.9321327,19491,1
060590871051016,+33.8252217,-117.9309174,209288,447
060590871051017,+33.8226923,-117.9301388,8012,46
060590871051018,+33.8264755,-117.9316021,14768,0
060590871051019,+33.8220413,-117.9301378,4588,35
060590871051020,+33.8255151,-117.9266817,39742,102
060590871051021,+33.8256297,-117.9276688,10424,83
060590871051022,+33.8258751,-117.9261126,25721,0
060590871051023,+33.8256189,-117.9253333,20331,0
060590871051024,+33.8240023,-117.9262594,16379,82
060590871051025,+33.8241600,-117.9271385,21643,124
060590871051026,+33.8240551,-117.9280203,22684,152
060590871051027,+33.8233360,-117.9295296,9885,25
060590871051028,+33.8237394,-117.9295263,7987,43
060590871051029,+33.8294429,-117.9351491,39089,0
060590871051030,+33.8224619,-117.9293671,8030,39
060590871051031,+33.8224721,-117.9287551,8351,45
060590871052000,+33.8267237,-117.9396470,171553,1387
060590871052001,+33.8242981,-117.9407009,4440,21
060590871052002,+33.8252742,-117.9379546,51950,174
060590871052003,+33.8227720,-117.9386638,65850,140
060590871052004,+33.8226700,-117.9408062,27432,107
060590871053000,+33.8252814,-117.9346679,142592,482
060590871053001,+33.8280066,-117.9348814,27024,97
060590871053002,+33.8247631,-117.9338777,27238,73
060590871053003,+33.8229726,-117.9347798,24877,67
060590871053004,+33.8286158,-117.9364523,22420,111
060590871053005,+33.8269175,-117.9355885,41284,175
060590871053006,+33.8222832,-117.9354955,37504,153
060590871061000,+33.8214210,-117.9303228,29404,146
060590871061001,+33.8198956,-117.9324810,21753,129
060590871061002,+33.8206585,-117.9303229,29471,119
060590871061003,+33.8191895,-117.9303119,84139,470
060590871061004,+33.8180604,-117.9303366,3256,49
060590871062000,+33.8193777,-117.9381513,18620,287
060590871062001,+33.8189702,-117.9404230,33543,289
060590871062002,+33.8186372,-117.9414237,2212,0
060590871062003,+33.8187228,-117.9381458,9935,246
060590871062004,+33.8184945,-117.9394936,5652,87
060590871062005,+33.8182292,-117.9381404,11528,247
060590871063000,+33.8198968,-117.9330542,22667,193
060590871063001,+33.8213801,-117.9352293,27987,135
060590871063002,+33.8205731,-117.9384747,44247,148
060590871063003,+33.8209318,-117.9401231,40314,210
060590871063004,+33.8182173,-117.9352142,18083,328
060590871063005,+33.8186523,-117.9352114,15428,193
060590871063006,+33.8192036,-117.9352162,27028,159
060590871063007,+33.8199093,-117.9352231,27299,141
060590871063008,+33.8206402,-117.9352155,28925,104
060590871064000,+33.8211499,-117.9212661,27805,0
060590871064001,+33.8200145,-117.9216117,109169,0
060590871064002,+33.8213415,-117.9240383,52126,200
060590871064003,+33.8221987,-117.9253795,16961,114
060590871064004,+33.8224732,-117.9275536,14462,63
060590871064005,+33.8217101,-117.9274236,16614,109
060590871064006,+33.8209407,-117.9272986,18787,84
060590871064007,+33.8201587,-117.9272347,19959,83
060590871064008,+33.8206903,-117.9249284,18383,59
060590871064009,+33.8194442,-117.9238046,49076,112
060590871064010,+33.8193938,-117.9271683,19135,83
060590871064011,+33.8187355,-117.9259105,49908,187
060590871064012,+33.8180935,-117.9262471,4181,0
060590871064013,+33.8181008,-117.9231410,1477,19
060590871064014,+33.8181095,-117.9213360,1652,0
060590871064015,+33.8181299,-117.9193249,2619,0
060590872001000,+33.8417207,-117.9225477,23123,79
060590872001001,+33.8415050,-117.9234812,22683,103
060590872001002,+33.8413007,-117.9244148,22956,61
060590872001003,+33.8410590,-117.9253508,23341,76
060590872001004,+33.8406401,-117.9273337,73331,221
060590872001005,+33.8401372,-117.9291643,18007,12
060590872001006,+33.8387584,-117.9286404,7347,19
060590872001007,+33.8390238,-117.9274265,11843,34
060590872001008,+33.8382703,-117.9265411,62687,193
060590872001009,+33.8374556,-117.9283650,7688,27
060590872002000,+33.8392059,-117.9232257,90274,275
060590872002001,+33.8366358,-117.9241080,11738,58
060590872002002,+33.8367375,-117.9236190,11892,45
060590872002003,+33.8369430,-117.9229351,22242,83
060590872002004,+33.8370833,-117.9222387,11264,55
060590872002005,+33.8371785,-117.9217726,11200,49
060590872002006,+33.8372992,-117.9213185,11134,52
060590872002007,+33.8374079,-117.9208426,12002,47
060590872002008,+33.8349642,-117.9212207,65294,52
060590872002009,+33.8351323,-117.9230263,6184,40
060590872002010,+33.8350122,-117.9235328,5990,43
060590872002011,+33.8350786,-117.9258685,182528,52
060590872002012,+33.8339928,-117.9229060,12186,37
060590872003000,+33.8325273,-117.9299067,6177,0
060590872003001,+33.8315008,-117.9294670,59696,209
060590872003002,+33.8316805,-117.9276745,19674,132
060590872003003,+33.8305636,-117.9274892,22690,216
060590872003004,+33.8290532,-117.9270393,49512,520
060590872004000,+33.8326281,-117.9237138,16337,71
060590872004001,+33.8317776,-117.9248166,30266,280
060590872004002,+33.8315081,-117.9260780,31278,243
060590872004003,+33.8297046,-117.9236047,22490,79
060590872004004,+33.8315213,-117.9233654,15896,89
060590872004005,+33.8299181,-117.9226657,22406,91
060590872004006,+33.8294807,-117.9245346,22157,89
060590872004007,+33.8292640,-117.9254752,22903,93
060590872005000,+33.8408876,-117.9321349,77422,190
060590872005001,+33.8370568,-117.9347555,30225,88
060590872005002,+33.8390860,-117.9319680,138154,311
060590872005003,+33.8363639,-117.9339890,22387,68
060590872005004,+33.8364665,-117.9318870,97243,223
060590872005005,+33.8362631,-117.9304582,24422,49
060590872005006,+33.8368423,-117.9300234,7010,27
060590872005007,+33.8375372,-117.9308484,15453,34
060590872005008,+33.8356059,-117.9338578,24348,54
060590872006000,+33.8394004,-117.9363934,53843,0
060590872006001,+33.8347415,-117.9312879,98236,835
060590872006002,+33.8368969,-117.9384667,243097,8
060590872006003,+33.8336600,-117.9302619,43276,493
060590872006004,+33.8340296,-117.9282961,13975,109
060590872006005,+33.8331064,-117.9281321,16319,97
060590872007000,+33.8334058,-117.9204005,26248,62
060590872007001,+33.8330923,-117.9226114,8618,28
060590872007002,+33.8322356,-117.9210546,56272,405
060590872007003,+33.8304638,-117.9203177,90094,632
060590873011000,+33.8412480,-117.9042107,23145,262
060590873011001,+33.8410259,-117.9051480,22580,611
060590873011002,+33.8407791,-117.9062345,30232,616
060590873011003,+33.8405522,-117.9071724,15581,167
060590873012000,+33.8390150,-117.9036866,32230,390
060590873012001,+33.8386487,-117.9055508,54423,154
060590873012002,+33.8379050,-117.9076173,43132,162
060590873012003,+33.8387486,-117.9085448,12347,61
060590873012004,+33.8381869,-117.9088260,4993,32
060590873012005,+33.8399168,-117.9074590,3466,40
060590873012006,+33.8409063,-117.9082990,14802,81
060590873012007,+33.8406164,-117.9095449,14954,167
060590873012008,+33.8403290,-117.9107875,14807,163
060590873012009,+33.8393787,-117.9097933,30532,243
060590873012010,+33.8397180,-117.9082928,6415,32
060590873012011,+33.8398302,-117.9078160,5460,50
060590873013000,+33.8400773,-117.9118741,11246,85
060590873013001,+33.8398594,-117.9128169,11394,104
060590873013002,+33.8396399,-117.9137510,11100,113
060590873013003,+33.8394278,-117.9146776,11178,24
060590873013004,+33.8390989,-117.9161055,23148,127
060590873013005,+33.8379010,-117.9187001,88343,6
060590873013006,+33.8374878,-117.9205625,1815,0
060590873013007,+33.8359781,-117.9194018,15163,46
060590873013008,+33.8362018,-117.9184545,7274,21
060590873013009,+33.8356373,-117.9178860,43508,3
060590873013010,+33.8363477,-117.9178395,7298,67
060590873013011,+33.8368834,-117.9153745,24128,332
060590873013012,+33.8380102,-117.9157347,23130,140
060590873013013,+33.8383367,-117.9143116,11271,0
060590873013014,+33.8385525,-117.9133817,11228,57
060590873013015,+33.8387683,-117.9124512,11309,52
060590873013016,+33.8389832,-117.9115126,11423,65
060590873013017,+33.8376020,-117.9125486,42391,53
060590873021000,+33.8357543,-117.9030845,65658,301
060590873021001,+33.8365846,-117.9046136,7563,54
060590873021002,+33.8369186,-117.9032298,7422,69
060590873021003,+33.8367504,-117.9039229,7560,70
060590873021004,+33.8364519,-117.9053032,8155,56
060590873021005,+33.8339740,-117.9050398,14149,183
060590873021006,+33.8341878,-117.9041169,29324,249
060590873021007,+33.8344831,-117.9028758,29502,319
060590873021008,+33.8347282,-117.9019182,16436,238
060590873022000,+33.8339218,-117.9180966,36767,215
060590873022001,+33.8327868,-117.9176156,27282,24
060590873023000,+33.8367456,-117.9080179,47739,418
060590873023001,+33.8357806,-117.9070758,22286,104
060590873023002,+33.8355528,-117.9080860,23897,123
060590873023003,+33.8337423,-117.9060966,35672,27
060590873023004,+33.8334440,-117.9073798,25370,348
060590873023005,+33.8331929,-117.9084834,27122,197
060590873023006,+33.8353041,-117.9091781,25942,228
060590873024000,+33.8365950,-117.9117122,37286,447
060590873024001,+33.8362232,-117.9135875,10932,0
060590873024002,+33.8353446,-117.9155005,54710,24
060590873024003,+33.8348155,-117.9116397,89364,70
060590873024004,+33.8336309,-117.9142678,24637,168
060590873024005,+33.8344624,-117.9145467,11978,0
060590873024006,+33.8340939,-117.9161364,7260,0
