GEOID,B08141_E001,B08141_E002,B08141_E003,B08141_E004,B08141_E005,B08141_E016,B08141_E017,B08141_E018,B08141_E019,B08141_E020,B08141_M001,B08141_M002,B08141_M003,B08141_M004,B08141_M005,B08141_M016,B08141_M017,B08141_M018,B08141_M019,B08141_M020
06059088601,4023,32,543,1597,1851,0,0,0,0,0,878,59,201,387,874,19,19,19,19,19
06059088602,2082,10,403,741,928,13,0,0,13,0,285,15,153,212,291,20,14,14,20,14
06059088701,2916,0,657,1190,1069,20,0,0,20,0,381,19,291,293,373,30,19,19,30,19
06059088702,2352,102,414,606,1230,21,0,0,21,0,304,77,168,185,219,33,19,19,33,19
06059088801,3534,167,683,1546,1138,40,0,0,0,40,497,199,235,403,428,65,19,19,19,65
06059088802,2620,63,228,961,1368,110,0,46,64,0,360,58,127,271,363,76,19,54,58,19
06059088901,3079,234,266,924,1655,19,0,8,11,0,330,142,108,239,276,22,19,15,17,19
06059088902,2478,45,168,718,1547,41,8,20,13,0,412,51,103,185,434,38,12,33,19,19
06059088903,3987,143,167,734,2943,0,0,0,0,0,486,145,104,239,530,19,19,19,19,19
06059088904,2346,242,223,500,1381,0,0,0,0,0,356,221,100,170,363,14,14,14,14,14
06059088905,2251,60,92,562,1537,7,0,0,7,0,297,92,62,179,294,12,19,19,12,19
06059089001,3110,15,328,757,2010,0,0,0,0,0,445,20,196,252,475,19,19,19,19,19
06059089003,2002,84,244,569,1105,11,0,0,11,0,301,76,97,151,332,12,14,14,12,14
06059089004,3327,201,336,1179,1611,114,64,28,22,0,508,192,158,411,449,97,81,44,34,19
06059089102,3180,171,262,1429,1318,23,14,0,0,9,432,125,133,451,386,27,22,19,19,14
06059089104,2088,68,467,579,974,104,13,21,32,38,345,45,147,234,383,69,20,35,40,41
06059089105,2734,132,276,782,1544,101,7,0,41,53,377,176,144,265,371,86,13,19,52,55
06059089106,1896,136,145,873,742,75,22,0,6,47,305,124,54,319,168,65,32,14,9,55
06059089107,3162,22,117,872,2151,207,0,13,128,66,589,28,91,395,552,138,19,19,132,59
06059099202,3352,191,394,910,1857,66,37,0,0,29,439,170,199,304,443,72,57,19,19,44
06059099203,2272,30,133,720,1389,0,0,0,0,0,419,33,72,181,432,19,19,19,19,19
06059099204,2316,236,237,994,849,7,0,0,0,7,491,269,101,459,297,11,19,19,19,11
06059099212,2577,0,408,870,1299,49,0,35,0,14,298,19,143,268,290,56,19,48,19,22
06059099214,1802,8,278,696,820,0,0,0,0,0,248,13,100,237,252,14,14,14,14,14
06059099215,3054,0,778,1285,991,6,0,0,0,6,366,19,339,251,378,9,19,19,19,9
06059099216,2020,28,78,864,1050,0,0,0,0,0,252,32,52,205,258,14,14,14,14,14
06059099217,1261,11,117,426,707,14,0,6,0,8,249,14,47,134,222,15,14,9,14,11
06059099220,2979,0,681,1584,714,13,0,0,0,13,538,19,220,537,287,22,19,19,19,22
06059099222,2261,151,321,905,884,24,0,0,21,3,380,115,151,250,317,25,19,19,23,10
06059099223,2800,144,155,817,1684,38,0,0,38,0,544,126,71,248,547,61,19,19,61,19
06059099224,1342,153,114,300,775,0,0,0,0,0,195,168,87,142,182,14,14,14,14,14
06059099225,1931,0,100,317,1514,25,0,0,25,0,355,14,95,103,359,25,14,14,25,14
06059099226,1481,0,57,412,1012,0,0,0,0,0,269,14,53,145,275,14,14,14,14,14
06059099227,3071,129,414,1202,1326,69,10,43,16,0,356,94,246,298,318,70,16,63,26,19
06059099229,2694,69,512,1074,1039,0,0,0,0,0,384,70,193,263,350,19,19,19,19,19
06059099230,1837,0,234,800,803,0,0,0,0,0,261,14,111,177,196,14,14,14,14,14
06059099231,2188,0,56,738,1394,0,0,0,0,0,298,14,44,168,328,14,14,14,14,14
06059099232,3007,0,194,933,1880,0,0,0,0,0,452,19,106,235,468,19,19,19,19,19
06059099233,1444,8,73,422,941,4,0,0,0,4,311,13,54,151,306,11,14,14,14,11
06059099234,1779,14,107,340,1318,0,0,0,0,0,588,19,87,119,586,14,14,14,14,14
06059099235,3063,0,637,1284,1142,0,0,0,0,0,742,19,367,480,589,19,19,19,19,19
06059099237,1403,19,40,561,783,0,0,0,0,0,322,32,35,166,309,14,14,14,14,14
06059099238,1632,0,69,735,828,0,0,0,0,0,194,14,45,163,187,14,14,14,14,14
06059099239,1520,0,38,543,939,0,0,0,0,0,205,14,32,181,192,14,14,14,14,14
06059099240,2688,32,690,1363,603,0,0,0,0,0,456,40,269,420,281,19,19,19,19,19
06059099241,2135,8,466,885,776,136,0,40,0,96,311,13,173,282,277,101,14,52,14,83
06059099242,1665,48,146,526,945,22,0,9,0,13,439,63,82,239,415,26,14,15,14,20
06059099243,2327,87,465,1291,484,8,0,0,8,0,392,104,168,348,190,14,14,14,14,14
06059099244,1324,0,183,707,434,0,0,0,0,0,210,14,86,200,125,14,14,14,14,14
06059099245,1280,0,20,538,722,0,0,0,0,0,230,14,21,153,252,14,14,14,14,14
06059099246,1367,35,157,444,731,0,0,0,0,0,238,55,125,118,205,14,14,14,14,14
06059099247,1197,29,101,446,621,14,0,0,14,0,182,26,52,127,166,15,14,14,15,14
06059099248,2449,9,646,862,932,301,0,177,68,56,658,13,329,292,519,195,19,152,68,77
06059099249,1729,67,246,571,845,50,7,18,25,0,208,64,122,148,224,36,10,21,30,14
06059099250,1696,47,165,470,1014,26,0,0,0,26,560,44,88,108,553,38,14,14,14,38
06059099251,2744,64,482,1304,894,0,0,0,0,0,530,76,248,428,399,19,19,19,19,19
06059099305,4499,17,886,2669,927,0,0,0,0,0,496,28,334,516,461,19,19,19,19,19
06059099306,4121,74,904,1751,1392,0,0,0,0,0,900,93,307,456,828,19,19,19,19,19
06059099307,1370,44,318,573,435,6,0,0,6,0,230,59,93,185,177,10,14,14,10,14
06059099308,2338,0,140,1201,997,8,0,0,8,0,376,19,102,407,285,20,19,19,20,19
06059099309,2553,84,505,994,970,0,0,0,0,0,491,81,348,284,429,14,14,14,14,14
06059099310,2502,7,672,1198,625,0,0,0,0,0,392,18,268,383,289,14,14,14,14,14
06059099311,2130,33,519,1016,562,17,0,0,0,17,218,34,128,235,183,27,14,14,14,27
06059099402,3581,0,765,1020,1796,40,0,0,0,40,673,19,410,399,695,65,19,19,19,65
06059099404,2170,16,216,681,1257,0,0,0,0,0,347,26,102,191,343,14,14,14,14,14
06059099405,2372,0,458,873,1041,17,0,17,0,0,326,14,158,243,300,24,14,24,14,14
06059099406,1990,39,386,655,910,19,0,0,7,12,200,45,168,162,161,22,14,14,10,19
06059099407,1138,6,95,529,508,0,0,0,0,0,131,9,52,105,127,14,14,14,14,14
06059099408,1958,0,143,843,972,0,0,0,0,0,254,14,69,208,232,14,14,14,14,14
06059099410,2476,25,1060,828,563,0,0,0,0,0,392,40,322,299,248,14,14,14,14,14
06059099411,3108,7,834,1681,586,0,0,0,0,0,534,10,241,576,243,19,19,19,19,19
06059099412,2165,0,449,1023,693,0,0,0,0,0,336,14,172,242,249,14,14,14,14,14
06059099415,2381,35,128,815,1403,0,0,0,0,0,349,48,67,292,235,14,14,14,14,14
06059099416,3591,190,741,1470,1190,0,0,0,0,0,743,191,240,654,553,19,19,19,19,19
06059099417,2639,48,438,1226,927,19,0,0,13,6,404,64,184,361,455,28,19,19,21,19
06059099418,1987,66,612,847,462,30,0,0,30,0,388,84,179,345,378,34,14,14,34,14
06059099419,2053,0,329,729,995,18,0,0,18,0,457,14,210,193,463,27,14,14,27,14
06059099502,268,0,60,156,52,0,0,0,0,0,91,14,38,77,46,14,14,14,14,14
06059099504,1387,22,75,603,687,0,0,0,0,0,297,33,57,168,278,14,14,14,14,14
06059099506,515,0,167,271,77,0,0,0,0,0,124,14,91,100,57,14,14,14,14,14
06059099508,2701,29,495,1460,717,0,0,0,0,0,614,34,233,578,301,19,19,19,19,19
06059099509,424,0,111,266,47,12,0,0,12,0,180,14,74,167,64,20,14,14,20,14
06059099510,699,0,447,205,47,45,0,45,0,0,219,14,170,133,61,72,14,72,14,14
06059099511,1583,29,712,667,175,0,0,0,0,0,280,31,273,181,169,14,14,14,14,14
06059099512,1784,50,347,909,478,0,0,0,0,0,223,58,117,234,201,14,14,14,14,14
06059099513,979,0,299,437,243,0,0,0,0,0,196,14,132,153,168,14,14,14,14,14
06059099514,2296,0,161,1083,1052,0,0,0,0,0,420,19,89,377,399,19,19,19,19,19
06059099601,3453,232,154,1489,1578,17,0,0,10,7,577,184,94,511,491,21,19,19,15,14
06059099602,1572,0,176,500,896,0,0,0,0,0,266,14,88,219,296,14,14,14,14,14
06059099603,3154,22,121,1251,1760,0,0,0,0,0,332,30,71,324,356,19,19,19,19,19
06059099604,1864,32,87,604,1141,0,0,0,0,0,329,43,76,255,284,14,14,14,14,14
06059099605,3129,105,896,1112,1016,55,0,33,22,0,531,134,380,424,316,63,19,51,34,19
06059099701,2788,64,534,529,1661,8,8,0,0,0,523,46,426,223,452,13,13,19,19,19
06059099702,3501,73,386,1308,1734,75,0,18,0,57,730,99,194,567,532,88,19,29,19,83
06059099703,2248,44,217,889,1098,12,12,0,0,0,409,52,116,242,391,19,19,19,19,19
06059099801,2946,6,425,850,1665,147,6,108,12,21,530,10,236,326,447,142,10,153,22,28
06059099802,1712,23,695,661,333,22,9,0,13,0,299,26,287,237,158,24,14,14,20,14
06059099803,2754,234,249,553,1718,43,9,0,0,34,639,175,100,186,671,43,14,19,19,42
06059099902,2173,31,289,505,1348,0,0,0,0,0,375,38,152,223,391,14,14,14,14,14
06059099903,2134,9,255,848,1022,20,0,0,6,14,365,14,93,309,304,26,19,19,12,23
06059099904,2334,85,333,811,1105,19,0,0,10,9,323,79,126,203,287,20,19,19,14,14
06059099905,1631,32,321,809,469,0,0,0,0,0,310,49,117,230,213,14,14,14,14,14
06059099906,2337,22,105,676,1534,11,0,0,11,0,264,37,51,250,244,16,19,19,16,19
06059110001,2522,10,174,1133,1205,58,0,0,0,58,541,16,121,527,333,58,14,14,14,58
06059110003,1193,0,69,536,588,0,0,0,0,0,173,14,69,125,144,14,14,14,14,14
06059110004,2391,0,180,1134,1077,0,0,0,0,0,314,14,116,298,265,14,14,14,14,14
06059110005,1758,17,218,753,770,0,0,0,0,0,201,29,131,212,189,14,14,14,14,14
06059110006,1542,0,125,874,543,0,0,0,0,0,322,14,87,318,155,14,14,14,14,14
06059110007,2431,0,95,801,1535,0,0,0,0,0,421,19,47,158,431,19,19,19,19,19
06059110008,1979,0,204,891,884,0,0,0,0,0,386,19,89,191,384,19,19,19,19,19
06059110010,2031,44,104,573,1310,10,0,0,10,0,311,51,75,149,331,16,14,14,16,14
06059110011,1183,0,114,536,533,12,0,0,0,12,155,14,67,135,165,22,14,14,14,22
06059110012,2110,10,38,996,1066,0,0,0,0,0,216,16,34,164,213,19,19,19,19,19
06059110014,2446,29,594,1186,637,0,0,0,0,0,357,36,151,320,233,14,14,14,14,14
06059110015,1817,0,45,852,920,19,0,0,19,0,263,14,36,298,228,17,14,14,17,14
06059110102,2774,37,294,835,1608,0,0,0,0,0,310,40,160,187,277,19,19,19,19,19
06059110104,2650,15,288,1257,1090,0,0,0,0,0,347,22,174,322,340,19,19,19,19,19
06059110106,1789,0,154,736,899,0,0,0,0,0,317,14,92,216,295,14,14,14,14,14
06059110108,1485,22,463,593,407,8,8,0,0,0,207,41,168,188,180,15,15,14,14,14
06059110109,3018,67,463,1147,1341,8,0,0,8,0,526,53,181,227,553,12,19,19,12,19
06059110110,2573,45,335,978,1215,13,6,7,0,0,341,48,122,279,269,15,10,11,19,19
06059110111,2632,0,182,1111,1339,0,0,0,0,0,441,19,90,324,409,19,19,19,19,19
06059110113,1067,44,67,287,669,21,16,0,5,0,184,41,42,105,178,26,24,14,8,14
06059110114,2277,52,105,939,1181,4,0,0,4,0,280,59,57,201,210,7,14,14,7,14
06059110115,1567,59,161,401,946,0,0,0,0,0,241,59,88,122,256,14,14,14,14,14
06059110116,2440,66,310,905,1159,16,0,0,0,16,346,79,184,312,368,25,14,14,14,25
06059110117,3233,27,444,1058,1704,17,0,0,0,17,403,44,197,337,443,27,19,19,19,27
06059110118,1221,6,88,427,700,0,0,0,0,0,203,10,68,131,157,14,14,14,14,14
06059110201,3563,74,518,1426,1545,19,0,0,0,19,484,73,209,461,378,27,19,19,19,27
06059110202,3721,130,644,1609,1338,15,15,0,0,0,451,101,305,346,385,24,24,19,19,19
06059110203,3098,104,340,889,1765,41,14,27,0,0,563,103,162,209,579,39,22,32,19,19
06059110301,4146,53,485,1014,2594,117,21,32,14,50,915,42,208,356,959,78,35,53,21,52
06059110302,3160,93,209,1061,1797,102,0,0,0,102,510,119,109,321,572,82,19,19,19,82
06059110303,2293,97,197,933,1066,7,0,0,0,7,261,90,122,214,262,12,14,14,14,12
06059110304,2084,11,157,500,1416,47,0,7,10,30,669,28,83,142,631,36,14,12,17,29
06059110401,2570,54,133,804,1579,0,0,0,0,0,420,76,110,238,370,14,14,14,14,14
06059110402,2882,83,131,880,1788,14,0,0,0,14,572,80,94,213,570,21,19,19,19,21
06059110500,4187,121,919,1427,1720,71,0,71,0,0,635,169,414,384,513,79,19,79,19,19
06059110603,4300,196,739,1987,1378,51,0,31,20,0,446,249,348,588,642,66,19,56,33,19
06059110604,4240,378,200,1733,1929,106,0,64,0,42,695,393,127,419,648,90,19,79,19,45
06059110605,2948,15,438,1749,746,19,0,0,19,0,486,26,178,481,321,32,19,19,32,19
06059110606,2158,80,440,1077,561,41,0,30,11,0,203,72,155,272,213,53,14,49,19,14
06059110607,1805,0,458,701,646,14,0,0,14,0,277,14,198,184,231,21,14,14,21,14
06059980000,0,0,0,0,0,0,0,0,0,0,14,14,14,14,14,14,14,14,14,14
06059990100,0,0,0,0,0,0,0,0,0,0,14,14,14,14,14,14,14,14,14,14
